,Nationality,Participant ID,Which picture best describes your relationship with Italy or Germany?,Which picture best describes your relationship with Italian or German language?,Which picture best describes your relationship with Italian or German Culture?,I see myself as someone who  [... is reserved ],I see myself as someone who  [... is generally trusting],I see myself as someone who  [... tends to be lazy],"I see myself as someone who  [... is relaxed, handles stress well]",I see myself as someone who  [... has few artistic interests],"I see myself as someone who  [... is ongoing, sociable]",I see myself as someone who  [... tends to find fault with others],I see myself as someone who  [... does a thorough job],I see myself as someone who  [... get nervous easily],I see myself as someone who  [... has active imagination],"Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Function successfully]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Act consistenly]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Reliable]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Predictable]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Dependable]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Follow directions]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Meet the needs of the mission]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Perform exactly as instructed]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Have errors]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Provide appropriate information]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Malfunction]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Communicate with people]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Provide Feedback]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Unresponsive]",mean_cultural_closeness_subj,mean_personality_subj,extraversion,agreebleness,coscientiousness,neuroticism,openness,mean_trust_subj
count,25.0,25,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0
unique,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
top,, 77d6bc3e-0cf1-4b5b-9601-d69825a000f4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
freq,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mean,0.84,,6.44,6.8,6.08,3.2,3.72,2.64,3.56,3.48,4.12,2.4,4.0,2.52,3.8,0.7160000000000001,0.6960000000000001,0.596,0.7440000000000001,0.6199999999999999,0.8119999999999998,0.7200000000000002,0.732,0.564,0.6919999999999998,0.41200000000000003,0.74,0.6839999999999999,0.28800000000000003,5.36,3.0956,-1.32,-1.36,-1.04,0.32,-3.4040000000000004,1.2039772727272726
std,0.3741657386773941,,0.5830951894845301,0.49999999999999994,0.8621678104251708,1.118033988749895,1.173314393786536,1.1860297916438132,1.2274635093014648,1.1224972160321824,0.6658328118479393,0.9128709291752769,0.6454972243679028,1.2288205727444508,1.0408329997330663,0.13441230102437304,0.14854853303438129,0.1903505538035898,0.16350331291240963,0.23979157616563596,0.1332916601542147,0.15811388300841897,0.18867962264113208,0.27519689920733725,0.13820274961085255,0.1943364779619788,0.17320508075688776,0.1841195263952197,0.22233608194203056,0.508447163939891,0.2164116447883524,1.6258331197676263,1.4966629547095767,2.2263572639328726,1.7492855684535902,0.6822023160324217,0.06896668088416326
min,0.0,,5.0,5.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,0.3,0.3,0.1,0.4,0.1,0.5,0.3,0.3,0.1,0.3,0.1,0.4,0.2,0.0,4.666666666666667,2.69,-4.0,-4.0,-4.0,-2.0,-4.4,1.051830808080808
25%,1.0,,6.0,7.0,6.0,2.0,3.0,2.0,3.0,3.0,4.0,2.0,4.0,1.0,3.0,0.7,0.6,0.5,0.6,0.5,0.7,0.6,0.7,0.4,0.6,0.3,0.6,0.6,0.1,5.0,2.96,-2.0,-2.0,-3.0,-1.0,-3.7,1.159280303030303
50%,1.0,,6.0,7.0,6.0,3.0,4.0,2.0,4.0,4.0,4.0,2.0,4.0,2.0,4.0,0.7,0.7,0.6,0.8,0.6,0.8,0.7,0.7,0.5,0.7,0.4,0.8,0.7,0.3,5.333333333333333,3.08,-2.0,-1.0,-1.0,0.0,-3.3,1.206313131313131
75%,1.0,,7.0,7.0,7.0,4.0,5.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,5.0,0.8,0.8,0.7,0.9,0.8,0.9,0.9,0.9,0.8,0.8,0.5,0.8,0.8,0.4,5.666666666666667,3.19,0.0,0.0,0.0,1.0,-3.2,1.2436868686868687
