,Nationality,Which picture best describes the relationship between Pepper and your country? ,Which picture best describes the relationship between Pepper and your national culture? ,Which picture best describes the relationship between Pepper and your own preferences? ,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. ,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .1,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .2,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .3,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .4,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .5,mean_cultural_closeness,mean_competence
Nationality,1.0,0.000843469000300463,-0.027991669344323098,0.1704278238830942,0.283426495783998,0.31088217586849065,0.3904545638171194,0.04626914382802765,0.2207940216581962,0.25127685362203633,0.056495556776525874,0.271242745319827
Which picture best describes the relationship between Pepper and your country? ,0.000843469000300463,1.0,0.864314310072765,0.6598151908143115,0.5983177172635767,0.37220598140142713,0.44859341608259323,0.46501028589199,0.2327911409004437,0.33911077843715476,0.9426493712574427,0.5682745862897306
Which picture best describes the relationship between Pepper and your national culture? ,-0.027991669344323098,0.864314310072765,1.0,0.5456327191606771,0.5654053644571367,0.3550340454703658,0.42886922049030857,0.5013429331291439,0.16416669563564434,0.3369515306940543,0.8964285588743802,0.5470023956074368
Which picture best describes the relationship between Pepper and your own preferences? ,0.1704278238830942,0.6598151908143115,0.5456327191606771,1.0,0.6945262977012026,0.597810525500846,0.5585378199221064,0.6794143732030866,0.3494162716348865,0.6215419730094178,0.8326696151482694,0.7537002107647348
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. ,0.283426495783998,0.5983177172635767,0.5654053644571367,0.6945262977012026,1.0,0.6928285046125715,0.652835760876989,0.6467201727124403,0.5628787774745282,0.6975133484356463,0.6979928081294752,0.8224471810363116
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .1,0.31088217586849065,0.37220598140142713,0.3550340454703658,0.597810525500846,0.6928285046125715,1.0,0.7085447720187815,0.6717283593495211,0.3268615517707369,0.6964883039460796,0.49986636571472354,0.8210687791149853
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .2,0.3904545638171194,0.44859341608259323,0.42886922049030857,0.5585378199221064,0.652835760876989,0.7085447720187815,1.0,0.5729806968958272,0.48141341686414185,0.7435350542479303,0.5398172548629385,0.8575972089918966
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .3,0.04626914382802765,0.46501028589199,0.5013429331291439,0.6794143732030866,0.6467201727124403,0.6717283593495211,0.5729806968958272,1.0,0.2813087776013957,0.7474859937298907,0.6191188768978269,0.8250357298599597
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .4,0.2207940216581962,0.2327911409004437,0.16416669563564434,0.3494162716348865,0.5628787774745282,0.3268615517707369,0.48141341686414185,0.2813087776013957,1.0,0.6661023917637316,0.2822302726556303,0.6323036250226093
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .5,0.25127685362203633,0.33911077843715476,0.3369515306940543,0.6215419730094178,0.6975133484356463,0.6964883039460796,0.7435350542479303,0.7474859937298907,0.6661023917637316,1.0,0.49018726738381874,0.9177656132232003
mean_cultural_closeness,0.056495556776525874,0.9426493712574427,0.8964285588743802,0.8326696151482694,0.6979928081294752,0.49986636571472354,0.5398172548629385,0.6191188768978269,0.2822302726556303,0.49018726738381874,1.0,0.7031237824222843
mean_competence,0.271242745319827,0.5682745862897306,0.5470023956074368,0.7537002107647348,0.8224471810363116,0.8210687791149853,0.8575972089918966,0.8250357298599597,0.6323036250226093,0.9177656132232003,0.7031237824222843,1.0
