,Nationality,Participant ID,Which picture best describes your relationship with Italy or Germany?,Which picture best describes your relationship with Italian or German language?,Which picture best describes your relationship with Italian or German Culture?,I see myself as someone who  [... is reserved ],I see myself as someone who  [... is generally trusting],I see myself as someone who  [... tends to be lazy],"I see myself as someone who  [... is relaxed, handles stress well]",I see myself as someone who  [... has few artistic interests],"I see myself as someone who  [... is ongoing, sociable]",I see myself as someone who  [... tends to find fault with others],I see myself as someone who  [... does a thorough job],I see myself as someone who  [... get nervous easily],I see myself as someone who  [... has active imagination],"Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Function successfully]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Act consistenly]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Reliable]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Predictable]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Dependable]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Follow directions]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Meet the needs of the mission]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Perform exactly as instructed]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Have errors]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Provide appropriate information]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Malfunction]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Communicate with people]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Provide Feedback]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Unresponsive]",mean_cultural_closeness_subj,mean_personality_subj,extraversion,agreebleness,coscientiousness,neuroticism,openness,mean_trust_subj
count,41.0,41,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0
unique,,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
top,,af963537-2f40-45ef-a585-362b6a0cfa23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
freq,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mean,0.7073170731707317,,5.7317073170731705,6.780487804878049,5.975609756097561,3.317073170731707,3.8536585365853657,2.7560975609756095,3.2439024390243905,3.5853658536585367,4.024390243902439,2.3658536585365852,4.073170731707317,2.902439024390244,3.8292682926829267,0.7121951219512195,0.702439024390244,0.6341463414634146,0.724390243902439,0.6170731707317073,0.8268292682926829,0.751219512195122,0.748780487804878,0.5975609756097561,0.7146341463414634,0.43902439024390244,0.7658536585365854,0.6853658536585366,0.3,5.357723577235773,3.1346341463414635,-1.4878048780487805,-1.3170731707317074,-0.34146341463414637,0.24390243902439024,-3.31219512195122,1.2138842695245136
std,0.46064641749526236,,1.0493900667507396,0.5249854817969359,0.8799944567452905,1.1497613750305735,1.0853795559562587,1.1353520996782904,1.280243879205795,1.071811778161109,0.7901836773196717,0.8589556903873333,0.6852095994087877,1.3191830435686418,0.9975579939128913,0.15842209749782307,0.14575288140899442,0.20568149661255505,0.192068331336634,0.22682861264001752,0.1323336507542629,0.1629753834471823,0.20139755611664234,0.2936731217510795,0.13334349554769462,0.22899568640095364,0.15907507048177125,0.1782708271279349,0.21447610589527216,0.49097546839847883,0.2717912577786086,1.5349584883558285,1.3863445529565135,2.341044169783656,1.654999815783646,0.8124638828745618,0.07681507991387697
min,0.0,,4.0,5.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,0.2,0.3,0.1,0.1,0.1,0.5,0.3,0.3,0.0,0.3,0.0,0.4,0.2,0.0,4.333333333333333,2.68,-4.0,-4.0,-4.0,-3.0,-4.5,1.0178661616161615
25%,0.0,,5.0,7.0,5.0,2.0,3.0,2.0,2.0,3.0,4.0,2.0,4.0,2.0,3.0,0.7,0.6,0.5,0.6,0.5,0.8,0.7,0.6,0.4,0.6,0.3,0.7,0.6,0.1,5.0,2.96,-3.0,-2.0,-2.0,-1.0,-4.1,1.168181818181818
50%,1.0,,6.0,7.0,6.0,4.0,4.0,3.0,3.0,4.0,4.0,2.0,4.0,3.0,4.0,0.7,0.7,0.6,0.8,0.6,0.8,0.8,0.7,0.6,0.7,0.5,0.8,0.7,0.3,5.333333333333333,3.08,-2.0,-1.0,0.0,0.0,-3.3,1.2155934343434343
75%,1.0,,7.0,7.0,7.0,4.0,5.0,4.0,4.0,4.0,5.0,3.0,5.0,4.0,5.0,0.8,0.8,0.8,0.8,0.8,0.9,0.9,0.9,0.8,0.8,0.6,0.9,0.8,0.4,5.666666666666667,3.28,0.0,0.0,1.0,1.0,-3.1,1.2563762626262627
