,Nationality,Participant ID,Which picture best describes your relationship with Italy or Germany?,Which picture best describes your relationship with Italian or German language?,Which picture best describes your relationship with Italian or German Culture?,I see myself as someone who  [... is reserved ],I see myself as someone who  [... is generally trusting],I see myself as someone who  [... tends to be lazy],"I see myself as someone who  [... is relaxed, handles stress well]",I see myself as someone who  [... has few artistic interests],"I see myself as someone who  [... is ongoing, sociable]",I see myself as someone who  [... tends to find fault with others],I see myself as someone who  [... does a thorough job],I see myself as someone who  [... get nervous easily],I see myself as someone who  [... has active imagination],"Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Function successfully]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Act consistenly]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Reliable]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Predictable]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Dependable]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Follow directions]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Meet the needs of the mission]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Perform exactly as instructed]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Have errors]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Provide appropriate information]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Malfunction]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Communicate with people]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Provide Feedback]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Unresponsive]",mean_cultural_closeness_subj,mean_personality_subj,extraversion,agreebleness,coscientiousness,neuroticism,openness,mean_trust_subj
3,1,4940d128-0d30-49b3-9ead-fb0b0bf171bf,7,7,7,3,2,4,4,1,5,2,3,3,5,0.6,0.4,0.3,0.8,0.8,0.8,0.3,0.3,0.8,0.3,0.6,0.4,0.5,0.8,5.666666666666667,2.96,0,1,-1,4,-4.4,1.1434974747474747
14,1,25871003-e174-4bef-8e09-fb8f2e7ada43,7,7,7,3,2,4,4,4,3,4,4,1,3,0.7,0.7,0.7,0.9,0.4,0.9,0.7,0.7,1.0,0.6,0.4,0.8,0.8,0.0,5.666666666666667,2.9699999999999998,2,0,-3,-1,-2.3,1.2482323232323234
16,1,59fe0540-66fd-4fa6-ac63-76d06890b7c2,7,7,7,4,4,2,5,1,5,2,5,2,5,0.8,0.6,0.4,0.8,0.2,0.9,0.8,0.7,0.9,0.6,0.4,0.8,0.9,0.1,6.0,3.18,-2,-3,-3,4,-4.2,1.3043560606060607
64,1,14f09597-b462-4377-bc8c-ee9f84738755,7,7,7,5,5,1,1,3,4,3,4,4,3,0.7,0.7,0.6,0.6,0.7,0.8,0.7,0.7,0.5,0.7,0.4,0.6,0.8,0.3,6.333333333333333,2.87,-2,-3,3,0,-3.3,1.3455176767676766
22,1,c7373ea2-6f06-4cd2-bc9f-75dfbaa8c5fd,7,7,7,4,4,3,5,4,4,2,3,1,4,0.8,0.9,0.8,0.9,1.0,1.0,0.9,1.0,0.2,0.7,0.1,0.9,0.6,0.3,6.0,3.08,-2,0,-4,0,-3.2,1.3297348484848484
24,1,93dcfeaa-e30b-40f7-96ec-602592ff2b0a,7,7,6,2,4,4,4,3,4,2,4,2,3,0.6,0.5,0.5,0.7,0.5,1.0,0.6,0.9,0.8,0.6,0.8,0.8,0.8,0.3,5.0,3.06,-2,0,-2,0,-3.4,1.159280303030303
27,1, a12345e3-86bb-407c-b37d-958545f2b64b,6,7,7,4,4,2,2,4,5,3,4,4,3,0.9,0.8,0.5,0.8,0.7,0.8,0.7,1.0,0.1,0.5,0.2,0.6,0.2,0.0,6.0,3.19,-1,-2,2,-1,-4.1,1.2276515151515153
8,1,e5a48669-afa0-47a4-a209-55d7b5b2b6b9,7,7,6,4,3,3,4,5,4,3,4,4,5,0.3,0.3,0.3,0.5,0.3,0.7,0.5,0.4,0.6,0.5,0.5,0.7,0.5,0.1,5.666666666666667,3.53,0,-1,0,0,-3.7,1.2012626262626265
1,1, 77d6bc3e-0cf1-4b5b-9601-d69825a000f4,6,7,7,4,4,2,5,2,4,1,5,1,5,0.5,0.6,0.4,0.7,0.3,0.5,0.5,0.4,0.7,0.6,0.4,0.6,0.6,0.2,6.0,2.95,-3,-3,-4,3,-3.5,1.2596590909090908
33,1,8c89daf6-0bff-464a-abbc-31ee4d8102aa,7,7,6,2,4,2,2,4,4,2,4,4,4,0.7,0.7,0.6,0.9,0.5,0.8,0.7,0.6,0.9,0.7,0.5,0.8,0.8,0.1,5.0,3.07,-2,-2,2,0,-3.3,1.158901515151515
53,1,5cb39904-13e1-4aae-ab46-cd8c25ee4617,7,7,6,3,2,4,3,4,2,2,4,3,3,0.8,0.6,0.8,0.9,0.8,0.8,0.9,1.0,0.5,0.7,0.4,0.8,0.5,0.2,5.333333333333333,2.7800000000000002,0,0,0,-1,-1.2,1.2087752525252524
36,1,f46c92aa-e6b6-420e-b3fa-5a2aad8d9fa2,7,7,6,4,5,2,4,4,4,3,3,2,5,0.7,0.7,0.6,0.4,0.6,0.7,0.8,0.8,0.3,0.8,0.3,0.7,0.8,0.1,5.666666666666667,3.2700000000000005,-2,-1,-2,1,-3.3,1.2563762626262627
21,1,873bbe79-2354-4c1d-ae4e-f787e61a1956,6,7,6,1,5,2,3,4,4,1,4,1,4,0.8,0.8,0.7,0.9,0.7,0.6,0.6,0.7,0.3,0.8,0.3,0.5,0.4,0.2,4.666666666666667,2.88,-4,-2,-2,0,-3.2,1.051830808080808
5,1,3318f716-94c4-4264-a345-2546b545b2a1,6,7,6,1,4,5,5,1,4,2,4,1,5,0.9,0.9,0.7,1.0,0.9,1.0,0.9,0.9,0.1,0.9,0.1,1.0,1.0,0.0,4.666666666666667,3.19,-2,1,-4,4,-3.1,1.158080808080808
10,0,53d3e943-cd2e-45c1-b454-52e0d27145fb,7,7,5,5,5,4,2,4,4,2,5,4,2,0.8,0.9,0.9,1.0,1.0,0.9,0.9,1.0,0.2,0.7,0.2,0.7,0.7,0.1,5.666666666666667,3.28,-3,-1,2,-2,-3.2,1.2436868686868687
57,0,47297d3c-5468-40a0-aa44-6323d590253c,7,5,7,3,5,1,5,5,5,3,5,1,5,0.7,0.8,0.6,0.8,0.8,0.8,0.7,0.7,0.4,0.7,0.2,0.9,0.7,0.5,5.0,3.5700000000000003,-2,-4,-4,0,-4.3,1.168181818181818
76,1,f10b68c7-a5cb-40ed-bba7-c35be2a822ba,5,7,7,4,4,2,4,1,3,2,3,4,4,0.7,0.6,0.8,0.8,0.7,0.9,0.8,0.9,0.8,0.7,0.3,0.6,0.7,0.1,6.0,2.77,-2,-1,0,3,-2.3,1.284280303030303
29,0,d1d8ea35-9127-46a9-aa2d-c37a16537f18,6,7,6,4,5,2,3,3,4,1,4,4,4,0.6,0.7,0.6,0.6,0.6,0.8,0.6,0.6,0.5,0.6,0.3,0.4,0.6,0.3,5.666666666666667,3.06,-4,-2,1,1,-3.4,1.1736111111111112
17,1,e68108b4-aeaa-4005-9c08-b9cdd7a87729,5,7,7,2,4,1,1,4,5,3,4,4,5,0.7,0.7,0.7,0.7,0.6,0.7,0.6,0.7,0.5,0.7,0.5,0.7,0.8,0.6,5.333333333333333,3.17,-1,-3,3,1,-4.3,1.206313131313131
49,1,217bc211-db4a-48da-ba5d-2898104d8269,6,7,5,2,4,4,4,4,4,3,4,2,3,0.8,0.7,0.7,0.8,0.7,0.6,0.7,0.8,0.4,0.9,0.2,0.5,0.6,0.3,4.666666666666667,3.28,-1,0,-2,-1,-3.2,1.0713383838383839
68,0,bace0f65-c427-49a3-b91f-82b51bd6547c,5,7,6,4,5,3,5,4,3,1,5,3,5,0.5,0.5,0.3,0.7,0.6,0.7,0.7,0.4,0.8,0.9,0.8,0.8,0.7,0.8,5.666666666666667,3.45,-4,-2,-2,1,-2.5,1.3249368686868688
25,0,d510493c-d0f3-4094-8d3b-07d71f8fae47,4,7,7,2,5,4,2,5,5,2,5,5,5,0.8,0.9,0.5,0.7,0.3,0.9,0.9,1.0,0.6,0.9,0.9,0.6,0.6,0.4,5.333333333333333,3.88,-3,-1,3,0,-4.2,1.235479797979798
41,1,65abbaa2-1adb-4ed5-9569-66bef39d147a,6,6,6,4,4,2,4,3,4,4,4,3,3,0.8,0.8,0.7,0.5,0.6,0.9,0.8,0.9,1.0,0.8,0.6,0.8,0.8,0.2,5.333333333333333,3.18,0,-2,-1,0,-3.2,1.2407828282828284
59,0,872acdf7-1623-4b13-a37d-e25032e12d76,5,7,6,3,4,3,2,4,4,3,4,2,4,0.2,0.8,0.6,0.6,0.6,0.8,0.4,0.4,1.0,0.6,0.8,0.9,0.6,0.1,5.333333333333333,3.02,-1,-1,0,0,-3.8,1.2207070707070706
12,1,83960241-a4c6-45de-9e6e-cc3a74c992f3,6,7,5,4,1,2,4,4,4,2,3,2,4,0.9,0.8,0.1,0.8,0.1,0.8,0.9,0.7,0.5,0.7,0.5,0.8,0.7,0.5,5.333333333333333,2.69,1,-1,-2,0,-3.1,1.2155934343434343
