,Nationality,Participant ID,Which picture best describes your relationship with Italy or Germany?,Which picture best describes your relationship with Italian or German language?,Which picture best describes your relationship with Italian or German Culture?,I see myself as someone who  [... is reserved ],I see myself as someone who  [... is generally trusting],I see myself as someone who  [... tends to be lazy],"I see myself as someone who  [... is relaxed, handles stress well]",I see myself as someone who  [... has few artistic interests],"I see myself as someone who  [... is ongoing, sociable]",I see myself as someone who  [... tends to find fault with others],I see myself as someone who  [... does a thorough job],I see myself as someone who  [... get nervous easily],I see myself as someone who  [... has active imagination],"Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Function successfully]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Act consistenly]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Reliable]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Predictable]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Dependable]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Follow directions]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Meet the needs of the mission]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Perform exactly as instructed]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Have errors]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Provide appropriate information]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Malfunction]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Communicate with people]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Provide Feedback]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Unresponsive]",mean_cultural_closeness_subj,mean_personality_subj,extraversion,agreebleness,coscientiousness,neuroticism,openness,mean_trust_subj
count,29.0,29,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0
unique,,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
top,, 77d6bc3e-0cf1-4b5b-9601-d69825a000f4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
freq,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mean,1.0,,5.896551724137931,6.862068965517241,6.0344827586206895,3.206896551724138,3.6551724137931036,2.689655172413793,3.4827586206896552,3.3448275862068964,4.068965517241379,2.3793103448275863,4.0,2.689655172413793,3.8275862068965516,0.7172413793103447,0.6965517241379311,0.6275862068965519,0.7586206896551725,0.6310344827586206,0.8241379310344826,0.7482758620689655,0.7620689655172413,0.6206896551724138,0.7137931034482757,0.43793103448275866,0.7655172413793103,0.7034482758620689,0.29310344827586204,5.3678160919540225,3.08551724137931,-1.2758620689655173,-1.3103448275862069,-0.7931034482758621,0.4827586206896552,-3.351724137931034,1.215952629745733
std,0.0,,1.046928418422431,0.3509312031717982,0.8653140891643936,1.2065094382683221,1.078221487614989,1.1983157309878751,1.2427127485342129,1.1108510916334606,0.7526635789342986,0.8200084103858011,0.6546536707079771,1.2846191285430555,1.0024600283175304,0.13111871806344427,0.14010903565409757,0.19437914299514517,0.16150462483274133,0.23315146559978994,0.1379833644574413,0.15028708160235105,0.18207885478442,0.29806436306948825,0.13555214582017214,0.1953271854084984,0.16096996629576926,0.1917639147878931,0.21701058973956386,0.5296362002850973,0.24023182563778075,1.4613240504061946,1.4168236173079471,2.2421181048417393,1.7448022740039795,0.765609323002261,0.07649992731656528
min,1.0,,4.0,6.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,0.3,0.3,0.1,0.4,0.1,0.5,0.3,0.3,0.0,0.3,0.1,0.4,0.2,0.0,4.666666666666667,2.68,-4.0,-4.0,-4.0,-2.0,-4.5,1.051830808080808
25%,1.0,,5.0,7.0,5.0,2.0,3.0,2.0,3.0,3.0,4.0,2.0,4.0,2.0,3.0,0.7,0.6,0.5,0.7,0.5,0.8,0.7,0.7,0.5,0.7,0.3,0.7,0.6,0.1,5.0,2.95,-2.0,-2.0,-2.0,-1.0,-4.1,1.1635732323232322
50%,1.0,,6.0,7.0,6.0,4.0,4.0,2.0,4.0,4.0,4.0,2.0,4.0,3.0,4.0,0.7,0.7,0.7,0.8,0.7,0.8,0.8,0.8,0.6,0.7,0.4,0.8,0.8,0.3,5.333333333333333,3.08,-2.0,-1.0,-1.0,0.0,-3.3,1.215151515151515
75%,1.0,,7.0,7.0,7.0,4.0,4.0,4.0,4.0,4.0,5.0,3.0,4.0,4.0,5.0,0.8,0.8,0.7,0.9,0.8,0.9,0.9,0.9,0.9,0.8,0.6,0.9,0.8,0.4,5.666666666666667,3.2700000000000005,0.0,0.0,0.0,1.0,-3.2,1.2596590909090908
max,1.0,,7.0,7.0,7.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,0.9,0.9,1.0,1.0,1.0,1.0,0.9,1.0,1.0,0.9,0.8,1.0,1.0,0.8,6.333333333333333,3.5700000000000003,2.0,1.0,4.0,4.0,-1.2,1.356439393939394
