,Which picture best describes the relationship between Pepper and your country? ,Which picture best describes the relationship between Pepper and your national culture? ,Which picture best describes the relationship between Pepper and your own preferences? ,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. ,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .1,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .2,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .3,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .4,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .5,mean_cultural_closeness,mean_competence
Which picture best describes the relationship between Pepper and your country? ,1.0,0.7592035178233649,0.49938140827721406,0.44068922812905664,0.31914876046872515,0.2450040082639072,0.6788180116559345,0.48498149171287563,0.501963439480102,0.8449456995857342,0.6115367175818972
Which picture best describes the relationship between Pepper and your national culture? ,0.7592035178233649,1.0,0.7536424622687754,0.797243467391566,0.4678899454770948,0.5092364144597149,0.7013982240795839,0.6208548363208227,0.7229237476239397,0.9515460752044133,0.8004145765169735
Which picture best describes the relationship between Pepper and your own preferences? ,0.49938140827721406,0.7536424622687754,1.0,0.7820097270372025,0.3309339240217725,0.5040675294300789,0.6304379928006121,0.4263233064347026,0.7534352719985257,0.8535565141830019,0.7038590949660398
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. ,0.44068922812905664,0.797243467391566,0.7820097270372025,1.0,0.5698087391652478,0.7098972878413884,0.6460632624827825,0.6560858427759797,0.8574707006367396,0.7684048428819171,0.8611209873444428
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .1,0.31914876046872515,0.4678899454770948,0.3309339240217725,0.5698087391652478,1.0,0.8881873234922076,0.41910795201464723,0.638763540932893,0.4507046409858841,0.42431581815471825,0.7864076109702761
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .2,0.2450040082639072,0.5092364144597149,0.5040675294300789,0.7098972878413884,0.8881873234922076,1.0,0.34481367962082077,0.6128889128667375,0.5089990991773367,0.4796217820004417,0.7913382928213015
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .3,0.6788180116559345,0.7013982240795839,0.6304379928006121,0.6460632624827825,0.41910795201464723,0.34481367962082077,1.0,0.5541257919521635,0.8458366139559954,0.7573995625668489,0.7938314299648512
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .4,0.48498149171287563,0.6208548363208227,0.4263233064347026,0.6560858427759797,0.638763540932893,0.6128889128667375,0.5541257919521635,1.0,0.6575614793513177,0.5799836532940548,0.8427101828775557
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .5,0.501963439480102,0.7229237476239397,0.7534352719985257,0.8574707006367396,0.4507046409858841,0.5089990991773367,0.8458366139559954,0.6575614793513177,1.0,0.7496212976624493,0.8626765779404049
mean_cultural_closeness,0.8449456995857342,0.9515460752044133,0.8535565141830019,0.7684048428819171,0.42431581815471825,0.4796217820004417,0.7573995625668489,0.5799836532940548,0.7496212976624493,1.0,0.8007735336917626
mean_competence,0.6115367175818972,0.8004145765169735,0.7038590949660398,0.8611209873444428,0.7864076109702761,0.7913382928213015,0.7938314299648512,0.8427101828775557,0.8626765779404049,0.8007735336917626,1.0
