,Which picture best describes the relationship between Pepper and your country? ,Which picture best describes the relationship between Pepper and your national culture? ,Which picture best describes the relationship between Pepper and your own preferences? ,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. ,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .1,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .2,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .3,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .4,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .5,mean_cultural_closeness,mean_competence
Which picture best describes the relationship between Pepper and your country? ,1.0,0.9362751938036755,0.4759549863623074,0.5128661551297421,0.33655281073489823,0.26776391254227283,0.3267854360145888,0.29892008332652176,0.2980056030505823,0.9252515094125617,0.48521688783463846
Which picture best describes the relationship between Pepper and your national culture? ,0.9362751938036755,1.0,0.43620293790088915,0.5169842621131976,0.3319705724406044,0.3037458817723156,0.3411740114640283,0.312081729159797,0.28991378028648435,0.9079208698242165,0.49220793712257044
Which picture best describes the relationship between Pepper and your own preferences? ,0.4759549863623074,0.43620293790088915,1.0,0.8136960710701551,0.7134664125083046,0.4448326186443933,0.6938549197238092,0.4231662234536379,0.6931996708162937,0.7539825932315826,0.7679490317019001
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. ,0.5128661551297421,0.5169842621131976,0.8136960710701551,1.0,0.7323454384117886,0.5955695596383686,0.7927262677255293,0.6334011263765305,0.8529805141829194,0.7216006511962867,0.8928759812039279
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .1,0.33655281073489823,0.3319705724406044,0.7134664125083046,0.7323454384117886,1.0,0.6234808126152896,0.7354528044647464,0.5155961042854232,0.7621384510621152,0.5444289338970982,0.8701681666775085
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .2,0.26776391254227283,0.3037458817723156,0.4448326186443933,0.5955695596383686,0.6234808126152896,1.0,0.37507599826765403,0.8171084040469154,0.6462430330792499,0.39741850698129305,0.7751209573361714
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .3,0.3267854360145888,0.3411740114640283,0.6938549197238092,0.7927262677255293,0.7354528044647464,0.37507599826765403,1.0,0.38995173611602607,0.8240328421295814,0.5360228266286479,0.8190785772561318
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .4,0.29892008332652176,0.312081729159797,0.4231662234536379,0.6334011263765305,0.5155961042854232,0.8171084040469154,0.38995173611602607,1.0,0.734460661376838,0.40360294227211657,0.7780479066639818
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .5,0.2980056030505823,0.28991378028648435,0.6931996708162937,0.8529805141829194,0.7621384510621152,0.6462430330792499,0.8240328421295814,0.734460661376838,1.0,0.5057763197713604,0.9291701799892744
mean_cultural_closeness,0.9252515094125617,0.9079208698242165,0.7539825932315826,0.7216006511962867,0.5444289338970982,0.39741850698129305,0.5360228266286479,0.40360294227211657,0.5057763197713604,1.0,0.683068796443342
mean_competence,0.48521688783463846,0.49220793712257044,0.7679490317019001,0.8928759812039279,0.8701681666775085,0.7751209573361714,0.8190785772561318,0.7780479066639818,0.9291701799892744,0.683068796443342,1.0
