,Nationality,Which picture best describes the relationship between Pepper and your country? ,Which picture best describes the relationship between Pepper and your national culture? ,Which picture best describes the relationship between Pepper and your own preferences? ,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. ,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .1,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .2,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .3,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .4,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .5,mean_cultural_closeness,mean_competence
Nationality,1.0,0.25829324344654553,0.13608276348795434,0.24141275691160036,0.005471101369155094,0.407206434598289,0.3942006279233355,0.06494875940448669,0.17227173842130314,0.17434201093860163,0.23517970898210194,0.3027038508340296
Which picture best describes the relationship between Pepper and your country? ,0.25829324344654553,1.0,0.7865834032652848,0.5378314049513215,0.40011199657141355,0.2764599510175219,0.251579269071701,0.6382068186401464,0.42657337870939577,0.46005014576472103,0.8643896257644494,0.5752845906247618
Which picture best describes the relationship between Pepper and your national culture? ,0.13608276348795434,0.7865834032652848,1.0,0.735177062277589,0.7236759610155116,0.32752023379647743,0.40656437671448353,0.6522744118679085,0.5088556501650222,0.6263384857111027,0.9481156771693524,0.6928327234910433
Which picture best describes the relationship between Pepper and your own preferences? ,0.24141275691160036,0.5378314049513215,0.735177062277589,1.0,0.727364640956828,0.35261255774575473,0.5098708390586134,0.5881068457176333,0.43796956333073983,0.7077673908637235,0.8553709988179319,0.694739033382389
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. ,0.005471101369155094,0.40011199657141355,0.7236759610155116,0.727364640956828,1.0,0.5051606839225228,0.6476945453654711,0.6421727006798827,0.6406892093771375,0.8424339739849374,0.7001212996318318,0.8188033976735992
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .1,0.407206434598289,0.2764599510175219,0.32752023379647743,0.35261255774575473,0.5051606839225228,1.0,0.9067609918650219,0.385107947188287,0.6507520584930254,0.4882636021110714,0.3591250904417435,0.8023064106252148
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .2,0.3942006279233355,0.251579269071701,0.40656437671448353,0.5098708390586134,0.6476945453654711,0.9067609918650219,1.0,0.33169155233280123,0.6414621466804398,0.5441992687576583,0.4407441481514483,0.8184843766721505
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .3,0.06494875940448669,0.6382068186401464,0.6522744118679085,0.5881068457176333,0.6421727006798827,0.385107947188287,0.33169155233280123,1.0,0.5295610115830895,0.8309035575283978,0.7031103276307876,0.7591221180915261
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .4,0.17227173842130314,0.42657337870939577,0.5088556501650222,0.43796956333073983,0.6406892093771375,0.6507520584930254,0.6414621466804398,0.5295610115830895,1.0,0.6752395140286879,0.5156702114686581,0.8461096472412222
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .5,0.17434201093860163,0.46005014576472103,0.6263384857111027,0.7077673908637235,0.8424339739849374,0.4882636021110714,0.5441992687576583,0.8309035575283978,0.6752395140286879,1.0,0.675246802801142,0.863628463248727
mean_cultural_closeness,0.23517970898210194,0.8643896257644494,0.9481156771693524,0.8553709988179319,0.7001212996318318,0.3591250904417435,0.4407441481514483,0.7031103276307876,0.5156702114686581,0.675246802801142,1.0,0.7371289598185433
mean_competence,0.3027038508340296,0.5752845906247618,0.6928327234910433,0.694739033382389,0.8188033976735992,0.8023064106252148,0.8184843766721505,0.7591221180915261,0.8461096472412222,0.863628463248727,0.7371289598185433,1.0
