,Nationality,Which picture best describes the relationship between Pepper and your country? ,Which picture best describes the relationship between Pepper and your national culture? ,Which picture best describes the relationship between Pepper and your own preferences? ,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. ,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .1,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .2,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .3,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .4,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .5,mean_cultural_closeness,mean_competence
Nationality,1.0,-0.01810121535639992,-0.17817416127494962,-0.3903600291794133,-0.4432026302139592,-0.40917184994505235,-0.44474958999666075,-0.289343829339757,-0.3705208688936621,-0.2784141049539046,-0.2126717777551171,-0.37878129667312177
Which picture best describes the relationship between Pepper and your country? ,-0.01810121535639992,1.0,0.9707758281193214,0.717198081902772,0.4390498878297728,0.2976938285788838,0.3662981189231053,0.4245111288980801,0.46039472493969086,0.28542652524315093,0.946797854305446,0.4907311032398556
Which picture best describes the relationship between Pepper and your national culture? ,-0.17817416127494962,0.9707758281193214,1.0,0.8215838362577492,0.5276448530110863,0.4115539986039957,0.48536267169707553,0.5887963117081296,0.5292027546749503,0.3472433974609442,0.985720068710988,0.5957319981592409
Which picture best describes the relationship between Pepper and your own preferences? ,-0.3903600291794133,0.717198081902772,0.8215838362577492,1.0,0.7981987297166114,0.7123190113872715,0.7342360411356583,0.7282190812544193,0.6450322989329035,0.5792242634629142,0.8991807694345313,0.7836799977759534
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. ,-0.4432026302139592,0.4390498878297728,0.5276448530110863,0.7981987297166114,1.0,0.945552080079097,0.9616783115081544,0.6786180310847489,0.9169118129500095,0.9280034370235914,0.6257532673724374,0.9520642022587597
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .1,-0.40917184994505235,0.2976938285788838,0.4115539986039957,0.7123190113872715,0.945552080079097,1.0,0.9451168068612642,0.7823075278320089,0.9055385138137416,0.9587922148259038,0.5055768498301088,0.9623399769620262
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .2,-0.44474958999666075,0.3662981189231053,0.48536267169707553,0.7342360411356583,0.9616783115081544,0.9451168068612642,1.0,0.7822726822857548,0.9488657196074446,0.9258699981831693,0.563679560926461,0.9740416724309641
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .3,-0.289343829339757,0.4245111288980801,0.5887963117081296,0.7282190812544193,0.6786180310847489,0.7823075278320089,0.7822726822857548,1.0,0.7084095960982996,0.652938952816464,0.6200794144649224,0.8386930230905946
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .4,-0.3705208688936621,0.46039472493969086,0.5292027546749503,0.6450322989329035,0.9169118129500095,0.9055385138137416,0.9488657196074446,0.7084095960982996,1.0,0.9444575162494077,0.5790067734174401,0.9606457087571478
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .5,-0.2784141049539046,0.28542652524315093,0.3472433974609442,0.5792242634629142,0.9280034370235914,0.9587922148259038,0.9258699981831693,0.652938952816464,0.9444575162494077,1.0,0.4297512779260887,0.934657389415569
mean_cultural_closeness,-0.2126717777551171,0.946797854305446,0.985720068710988,0.8991807694345313,0.6257532673724374,0.5055768498301088,0.563679560926461,0.6200794144649224,0.5790067734174401,0.4297512779260887,1.0,0.6633912605843129
mean_competence,-0.37878129667312177,0.4907311032398556,0.5957319981592409,0.7836799977759534,0.9520642022587597,0.9623399769620262,0.9740416724309641,0.8386930230905946,0.9606457087571478,0.934657389415569,0.6633912605843129,1.0
