,Nationality,Which picture best describes the relationship between Pepper and your country? ,Which picture best describes the relationship between Pepper and your national culture? ,Which picture best describes the relationship between Pepper and your own preferences? ,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. ,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .1,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .2,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .3,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .4,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .5,mean_cultural_closeness,mean_competence
Nationality,1.0,-0.23307361127050977,-0.1282895014476964,-0.01739722501598053,-0.0433554984762061,0.0792951849619439,0.2651974176527183,-0.23879796323558067,-0.4034732923929645,0.23904572186687872,-0.15118578920369086,-0.02578043178638914
Which picture best describes the relationship between Pepper and your country? ,-0.23307361127050977,1.0,0.9701961765061262,0.504230541413196,0.707351581879769,0.6605546673025493,0.6458290344204144,0.36938094121446,0.5918923865933922,0.5047146145152359,0.9586650447882299,0.7451799506059937
Which picture best describes the relationship between Pepper and your national culture? ,-0.1282895014476964,0.9701961765061262,1.0,0.4843182472805566,0.763113985037355,0.6380342368672793,0.7085090766267789,0.4036647558616955,0.5641991240612388,0.5581404279634193,0.9532912590514206,0.7669464251361348
Which picture best describes the relationship between Pepper and your own preferences? ,-0.01739722501598053,0.504230541413196,0.4843182472805566,1.0,0.7814189157266968,0.8999963528744966,0.6701398013285299,0.7013641677842344,0.07019315655698921,0.713222574430988,0.7127877755727018,0.8062950147327034
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. ,-0.0433554984762061,0.707351581879769,0.763113985037355,0.7814189157266968,1.0,0.7989638397311385,0.824964727500172,0.8014598486020357,0.3848412856977257,0.8705715001320139,0.8422834800676336,0.9360426013759223
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .1,0.0792951849619439,0.6605546673025493,0.6380342368672793,0.8999963528744966,0.7989638397311385,1.0,0.8206519750409903,0.6767780715189172,0.19835963395452857,0.8491918278948406,0.8080117649885264,0.9145294245506791
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .2,0.2651974176527183,0.6458290344204144,0.7085090766267789,0.6701398013285299,0.824964727500172,0.8206519750409903,1.0,0.5150105524193388,0.19393763636244854,0.9013878188659974,0.7605345967419526,0.8706952546322981
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .3,-0.23879796323558067,0.36938094121446,0.4036647558616955,0.7013641677842344,0.8014598486020357,0.6767780715189172,0.5150105524193388,1.0,0.45340517855714724,0.7639133039236862,0.5330480877372535,0.8153330878675928
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .4,-0.4034732923929645,0.5918923865933922,0.5641991240612388,0.07019315655698921,0.3848412856977257,0.19835963395452857,0.19393763636244854,0.45340517855714724,1.0,0.26523355219372663,0.49235252707383786,0.4742236745110567
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .5,0.23904572186687872,0.5047146145152359,0.5581404279634193,0.713222574430988,0.8705715001320139,0.8491918278948406,0.9013878188659974,0.7639133039236862,0.26523355219372663,1.0,0.6550432296063072,0.9216040608142193
mean_cultural_closeness,-0.15118578920369086,0.9586650447882299,0.9532912590514206,0.7127877755727018,0.8422834800676336,0.8080117649885264,0.7605345967419526,0.5330480877372535,0.49235252707383786,0.6550432296063072,1.0,0.8665151100587049
mean_competence,-0.02578043178638914,0.7451799506059937,0.7669464251361348,0.8062950147327034,0.9360426013759223,0.9145294245506791,0.8706952546322981,0.8153330878675928,0.4742236745110567,0.9216040608142193,0.8665151100587049,1.0
