,Which picture best describes the relationship between Pepper and your country? ,Which picture best describes the relationship between Pepper and your national culture? ,Which picture best describes the relationship between Pepper and your own preferences? ,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. ,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .1,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .2,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .3,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .4,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .5,mean_cultural_closeness,mean_competence
Which picture best describes the relationship between Pepper and your country? ,1.0,0.9809313603110515,0.7090361347894468,0.38806849282844474,0.20033416898825335,0.347173822783258,0.32904659554737803,0.4952189787486631,0.22871655530223203,0.960690385005225,0.45210771714326
Which picture best describes the relationship between Pepper and your national culture? ,0.9809313603110515,1.0,0.7725507558647292,0.4118815061379944,0.25745830546078047,0.41554903938387816,0.4787234042553193,0.5243524833430304,0.25015639663712996,0.9821850697553469,0.5151919216946137
Which picture best describes the relationship between Pepper and your own preferences? ,0.7090361347894468,0.7725507558647292,1.0,0.7207407391807086,0.5977691937255994,0.6896065973515221,0.6338877996838802,0.640974501269667,0.5123828275867429,0.8716443916653295,0.7249098566038799
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. ,0.38806849282844474,0.4118815061379944,0.7207407391807086,1.0,0.9251848886516143,0.9589999592956838,0.5855664786058232,0.9335639894754597,0.9412993898188288,0.5284156207436632,0.9393480457304312
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .1,0.20033416898825335,0.25745830546078047,0.5977691937255994,0.9251848886516143,1.0,0.9370603767446811,0.7246974524081226,0.9148780539329373,0.971638480216896,0.3631756314194903,0.9512301624998346
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .2,0.347173822783258,0.41554903938387816,0.6896065973515221,0.9589999592956838,0.9370603767446811,1.0,0.7523624713055476,0.9479840884839374,0.929150745476549,0.5059025420711347,0.9749437264680972
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .3,0.32904659554737803,0.4787234042553193,0.6338877996838802,0.5855664786058232,0.7246974524081226,0.7523624713055476,1.0,0.6924654932698037,0.600375351929112,0.5070026601976844,0.8011484190185495
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .4,0.4952189787486631,0.5243524833430304,0.640974501269667,0.9335639894754597,0.9148780539329373,0.9479840884839374,0.6924654932698037,1.0,0.9474955694681347,0.584256167097019,0.9766210392097834
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .5,0.22871655530223203,0.25015639663712996,0.5123828275867429,0.9412993898188288,0.971638480216896,0.929150745476549,0.600375351929112,0.9474955694681347,1.0,0.34252933299377497,0.9341060790630831
mean_cultural_closeness,0.960690385005225,0.9821850697553469,0.8716443916653295,0.5284156207436632,0.3631756314194903,0.5059025420711347,0.5070026601976844,0.584256167097019,0.34252933299377497,1.0,0.5928381452309598
mean_competence,0.45210771714326,0.5151919216946137,0.7249098566038799,0.9393480457304312,0.9512301624998346,0.9749437264680972,0.8011484190185495,0.9766210392097834,0.9341060790630831,0.5928381452309598,1.0
