,Which picture best describes the relationship between Pepper and your country? ,Which picture best describes the relationship between Pepper and your national culture? ,Which picture best describes the relationship between Pepper and your own preferences? ,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. ,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .1,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .2,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .3,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .4,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .5,mean_cultural_closeness,mean_competence
Which picture best describes the relationship between Pepper and your country? ,1.0,0.8958382799234604,0.5809901843084666,0.5758108338694251,0.32189880324224424,0.34276850222920047,0.4042362534717551,0.2866847257379347,0.3461512556690334,0.9336085620237511,0.5393703388910507
Which picture best describes the relationship between Pepper and your national culture? ,0.8958382799234604,1.0,0.49298823250177426,0.5499685271095776,0.30159571881883807,0.350245739219605,0.38255398937691476,0.2911164775616928,0.28902680513570506,0.896068014751098,0.5127291858593876
Which picture best describes the relationship between Pepper and your own preferences? ,0.5809901843084666,0.49298823250177426,1.0,0.6719808801799568,0.6093971999027376,0.4282104609066865,0.6747818032094661,0.38949575236083334,0.6646053445873251,0.8036655238767586,0.7525037230415059
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. ,0.5758108338694251,0.5499685271095776,0.6719808801799568,1.0,0.6388751945998258,0.49744262261199385,0.6794938471874515,0.5589349995022149,0.651292083213403,0.6879527132586789,0.7828158670693667
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .1,0.32189880324224424,0.30159571881883807,0.6093971999027376,0.6388751945998258,1.0,0.48909553826134416,0.6327522842545917,0.5310075322758838,0.7221797779831636,0.4781479299763822,0.8188092929648967
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .2,0.34276850222920047,0.350245739219605,0.4282104609066865,0.49744262261199385,0.48909553826134416,1.0,0.492268842728322,0.6178963807974003,0.6586341156081188,0.4292774066671898,0.7695394335985198
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .3,0.4042362534717551,0.38255398937691476,0.6747818032094661,0.6794938471874515,0.6327522842545917,0.492268842728322,1.0,0.2954793928049616,0.7696097577496543,0.5647866046997297,0.8150566673566148
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .4,0.2866847257379347,0.2911164775616928,0.38949575236083334,0.5589349995022149,0.5310075322758838,0.6178963807974003,0.2954793928049616,1.0,0.6695847426010143,0.37121472407522826,0.7172527269541785
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .5,0.3461512556690334,0.28902680513570506,0.6646053445873251,0.651292083213403,0.7221797779831636,0.6586341156081188,0.7696097577496543,0.6695847426010143,1.0,0.5052959790282218,0.9195687488501824
mean_cultural_closeness,0.9336085620237511,0.896068014751098,0.8036655238767586,0.6879527132586789,0.4781479299763822,0.4292774066671898,0.5647866046997297,0.37121472407522826,0.5052959790282218,1.0,0.6939015696131352
mean_competence,0.5393703388910507,0.5127291858593876,0.7525037230415059,0.7828158670693667,0.8188092929648967,0.7695394335985198,0.8150566673566148,0.7172527269541785,0.9195687488501824,0.6939015696131352,1.0
