,Nationality,Which picture best describes the relationship between Pepper and your country? ,Which picture best describes the relationship between Pepper and your national culture? ,Which picture best describes the relationship between Pepper and your own preferences? ,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. ,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .1,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .2,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .3,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .4,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .5,mean_cultural_closeness,mean_competence
Nationality,1.0,0.03151476265857423,0.12009262940645812,0.1679450484983631,0.058259884111698926,0.16022420108406915,0.2818182776021911,-0.0007830020539094559,0.052394829680592656,0.07522445320194084,0.11796789931109315,0.1470021303001273
Which picture best describes the relationship between Pepper and your country? ,0.03151476265857423,1.0,0.8020380987531074,0.6706537055965333,0.5467986763643242,0.4193927013858452,0.3070592109501659,0.5700935951348186,0.4991099578447718,0.47984125816171935,0.9035758900057408,0.6252430798483917
Which picture best describes the relationship between Pepper and your national culture? ,0.12009262940645812,0.8020380987531074,1.0,0.7532369593660533,0.7133840472076849,0.3999496950258969,0.4553713943847447,0.5759319432883608,0.533429954768273,0.6287596056956161,0.9367973432690171,0.700337693664599
Which picture best describes the relationship between Pepper and your own preferences? ,0.1679450484983631,0.6706537055965333,0.7532369593660533,1.0,0.70941001619777,0.37848016642940463,0.4479620416724131,0.616987077809442,0.5243761342976676,0.6888352957946364,0.8893978733246866,0.7052682232218433
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. ,0.058259884111698926,0.5467986763643242,0.7133840472076849,0.70941001619777,1.0,0.6311162697952606,0.64604164647523,0.7174051814011871,0.6054885652689704,0.8110878807485526,0.7228420269916905,0.843878013160277
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .1,0.16022420108406915,0.4193927013858452,0.3999496950258969,0.37848016642940463,0.6311162697952606,1.0,0.7687204247788146,0.5925525242873234,0.518627990142457,0.5635990727320422,0.43850761761758217,0.815219786096763
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .2,0.2818182776021911,0.3070592109501659,0.4553713943847447,0.4479620416724131,0.64604164647523,0.7687204247788146,1.0,0.5018917117521575,0.5689267227628205,0.6400353930937311,0.4445890174194154,0.8276107398623544
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .3,-0.0007830020539094559,0.5700935951348186,0.5759319432883608,0.616987077809442,0.7174051814011871,0.5925525242873234,0.5018917117521575,1.0,0.5022639206123618,0.7605211516681356,0.6459612819155969,0.8152625671355228
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .4,0.052394829680592656,0.4991099578447718,0.533429954768273,0.5243761342976676,0.6054885652689704,0.518627990142457,0.5689267227628205,0.5022639206123618,1.0,0.656721058383655,0.5705398455164832,0.7809177164317725
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .5,0.07522445320194084,0.47984125816171935,0.6287596056956161,0.6888352957946364,0.8110878807485526,0.5635990727320422,0.6400353930937311,0.7605211516681356,0.656721058383655,1.0,0.6598543756368468,0.8757378616675964
mean_cultural_closeness,0.11796789931109315,0.9035758900057408,0.9367973432690171,0.8893978733246866,0.7228420269916905,0.43850761761758217,0.4445890174194154,0.6459612819155969,0.5705398455164832,0.6598543756368468,1.0,0.7445311637503581
mean_competence,0.1470021303001273,0.6252430798483917,0.700337693664599,0.7052682232218433,0.843878013160277,0.815219786096763,0.8276107398623544,0.8152625671355228,0.7809177164317725,0.8757378616675964,0.7445311637503581,1.0
