,Which picture best describes the relationship between Pepper and your country? ,Which picture best describes the relationship between Pepper and your national culture? ,Which picture best describes the relationship between Pepper and your own preferences? ,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. ,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .1,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .2,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .3,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .4,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .5,mean_cultural_closeness,mean_competence
Which picture best describes the relationship between Pepper and your country? ,1.0,0.8013146351446403,0.8009357771841178,0.6323384704599695,0.4464223909495891,0.36407004363332574,0.49816286382723834,0.5117563330737325,0.4302932638507755,0.9291978821756433,0.6021839067274057
Which picture best describes the relationship between Pepper and your national culture? ,0.8013146351446403,1.0,0.8133085784421358,0.5913931864021184,0.3001303826487434,0.4145021931781399,0.5217576824607135,0.4079292601857152,0.48758715413834963,0.935868507227828,0.5777270368120885
Which picture best describes the relationship between Pepper and your own preferences? ,0.8009357771841178,0.8133085784421358,1.0,0.6937707250643949,0.4216578992452859,0.5820649072408619,0.6335402694124805,0.6419000166483655,0.6907632614884468,0.9333202461727416,0.7525496609484321
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. ,0.6323384704599695,0.5913931864021184,0.6937707250643949,1.0,0.7628376387828452,0.7172866450476738,0.7957860198280094,0.6131183991106172,0.7810687090253783,0.6845663491585697,0.8730308000657091
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .1,0.4464223909495891,0.3001303826487434,0.4216578992452859,0.7628376387828452,1.0,0.6968134887104616,0.6503359719583939,0.5181363791975827,0.6643593891434808,0.4163645411594324,0.8140683610304053
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .2,0.36407004363332574,0.4145021931781399,0.5820649072408619,0.7172866450476738,0.6968134887104616,1.0,0.6860731067005849,0.7172866450476735,0.8354459856278007,0.4855824821494562,0.9043167834747291
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .3,0.49816286382723834,0.5217576824607135,0.6335402694124805,0.7957860198280094,0.6503359719583939,0.6860731067005849,1.0,0.49302991188815937,0.7654075546719681,0.5903917083218224,0.8420185306099653
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .4,0.5117563330737325,0.4079292601857152,0.6419000166483655,0.6131183991106172,0.5181363791975827,0.7172866450476735,0.49302991188815937,1.0,0.6927648442095884,0.5565435513938504,0.7939092820477356
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .5,0.4302932638507755,0.48758715413834963,0.6907632614884468,0.7810687090253783,0.6643593891434808,0.8354459856278007,0.7654075546719681,0.6927648442095884,1.0,0.5740586586204866,0.9157621917302651
mean_cultural_closeness,0.9291978821756433,0.935868507227828,0.9333202461727416,0.6845663491585697,0.4163645411594324,0.4855824821494562,0.5903917083218224,0.5565435513938504,0.5740586586204866,1.0,0.6896240758793117
mean_competence,0.6021839067274057,0.5777270368120885,0.7525496609484321,0.8730308000657091,0.8140683610304053,0.9043167834747291,0.8420185306099653,0.7939092820477356,0.9157621917302651,0.6896240758793117,1.0
