,Nationality,Participant ID,Which picture best describes your relationship with Italy or Germany?,Which picture best describes your relationship with Italian or German language?,Which picture best describes your relationship with Italian or German Culture?,I see myself as someone who  [... is reserved ],I see myself as someone who  [... is generally trusting],I see myself as someone who  [... tends to be lazy],"I see myself as someone who  [... is relaxed, handles stress well]",I see myself as someone who  [... has few artistic interests],"I see myself as someone who  [... is ongoing, sociable]",I see myself as someone who  [... tends to find fault with others],I see myself as someone who  [... does a thorough job],I see myself as someone who  [... get nervous easily],I see myself as someone who  [... has active imagination],"Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Function successfully]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Act consistenly]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Reliable]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Predictable]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Dependable]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Follow directions]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Meet the needs of the mission]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Perform exactly as instructed]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Have errors]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Provide appropriate information]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Malfunction]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Communicate with people]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Provide Feedback]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Unresponsive]",mean_cultural_closeness_subj,mean_personality_subj,extraversion,agreebleness,coscientiousness,neuroticism,openness,mean_trust_subj
count,4.0,4,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
unique,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
top,,bace0f65-c427-49a3-b91f-82b51bd6547c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
freq,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mean,0.0,,4.5,7.0,4.5,4.25,4.0,2.75,3.25,2.5,2.75,2.25,4.5,3.75,4.75,0.7250000000000001,0.675,0.65,0.825,0.7000000000000001,0.7999999999999999,0.65,0.625,0.75,0.875,0.6000000000000001,0.7,0.7,0.55,5.25,3.1225,-1.75,-1.75,0.5,2.25,-2.025,1.2254261363636363
std,0.0,,0.5773502691896257,0.0,1.2909944487358056,0.5,1.4142135623730951,1.2583057392117916,1.707825127659933,1.7320508075688772,0.5,0.9574271077563381,0.5773502691896257,0.9574271077563381,0.5,0.15000000000000002,0.12583057392117916,0.23804761428476168,0.1258305739211792,0.11547005383792519,0.08164965809277262,0.12909944487358058,0.1707825127659933,0.12909944487358058,0.09574271077563379,0.24494897427831785,0.14142135623730953,0.14142135623730953,0.23804761428476165,0.41943524640393043,0.42804789451648967,2.217355782608345,1.707825127659933,2.3804761428476167,1.5,0.5678908345800274,0.07153046856240859
min,0.0,,4.0,7.0,3.0,4.0,2.0,1.0,1.0,1.0,2.0,1.0,4.0,3.0,4.0,0.5,0.5,0.3,0.7,0.6,0.7,0.5,0.4,0.6,0.8,0.3,0.5,0.5,0.3,4.666666666666667,2.58,-4.0,-4.0,-2.0,1.0,-2.5,1.1656565656565656
25%,0.0,,4.0,7.0,3.75,4.0,3.5,2.5,2.5,1.0,2.75,1.75,4.0,3.0,4.75,0.7250000000000001,0.6499999999999999,0.6,0.775,0.6,0.775,0.575,0.55,0.6749999999999999,0.8,0.45,0.6499999999999999,0.6499999999999999,0.375,5.166666666666666,2.88,-3.25,-2.5,-1.25,1.0,-2.2750000000000004,1.1781092171717171
50%,0.0,,4.5,7.0,4.5,4.0,4.5,3.0,3.5,2.5,3.0,2.5,4.5,3.5,5.0,0.8,0.7,0.75,0.8,0.7,0.8,0.6499999999999999,0.6499999999999999,0.75,0.8500000000000001,0.65,0.75,0.75,0.55,5.333333333333333,3.215,-2.0,-1.5,0.5,2.0,-2.2,1.2055555555555555
75%,0.0,,5.0,7.0,5.25,4.25,5.0,3.25,4.25,4.0,3.0,3.0,5.0,4.25,5.0,0.8,0.725,0.8,0.8500000000000001,0.8,0.8250000000000001,0.725,0.725,0.8250000000000001,0.925,0.8,0.8,0.8,0.725,5.416666666666666,3.4575,-0.5,-0.75,2.25,3.25,-1.9500000000000002,1.2528724747474749
max,0.0,,5.0,7.0,6.0,5.0,5.0,4.0,5.0,4.0,3.0,3.0,5.0,5.0,5.0,0.8,0.8,0.8,1.0,0.8,0.9,0.8,0.8,0.9,1.0,0.8,0.8,0.8,0.8,5.666666666666667,3.4799999999999995,1.0,0.0,3.0,4.0,-1.2,1.3249368686868688
