,Nationality,Which picture best describes your relationship with Italy or Germany?,Which picture best describes your relationship with Italian or German language?,Which picture best describes your relationship with Italian or German Culture?,I see myself as someone who  [... is reserved ],I see myself as someone who  [... is generally trusting],I see myself as someone who  [... tends to be lazy],"I see myself as someone who  [... is relaxed, handles stress well]",I see myself as someone who  [... has few artistic interests],"I see myself as someone who  [... is ongoing, sociable]",I see myself as someone who  [... tends to find fault with others],I see myself as someone who  [... does a thorough job],I see myself as someone who  [... get nervous easily],I see myself as someone who  [... has active imagination],"Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Function successfully]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Act consistenly]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Reliable]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Predictable]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Dependable]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Follow directions]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Meet the needs of the mission]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Perform exactly as instructed]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Have errors]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Provide appropriate information]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Malfunction]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Communicate with people]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Provide Feedback]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Unresponsive]",mean_cultural_closeness_subj,mean_personality_subj,extraversion,agreebleness,coscientiousness,neuroticism,openness,mean_trust_subj,Which picture best describes the relationship between Pepper and your country? ,Which picture best describes the relationship between Pepper and your national culture? ,Which picture best describes the relationship between Pepper and your own preferences? ,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. ,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .1,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .2,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .3,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .4,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .5,mean_cultural_closeness,mean_competence
Nationality,1.0,0.2862893998545583,,0.27350538350313097,-0.2400330157347527,-0.17932694259414894,-0.006797585020441283,0.31458785297811376,-0.051813104691889836,0.32950178841916555,-0.039365426504409745,-0.257407628594584,-0.41726148019814013,-0.01721905795545485,0.05121475197315827,-0.1168572174416771,-0.13416047320331975,0.270583375780713,0.09056076028524214,0.009278843611976183,0.06537638751816564,0.09066539249659669,0.15480445239445506,-0.10539720787844138,-0.13802015317414967,0.18050830126573253,0.19303376761557042,-0.1368996265674192,0.3303410167496069,-0.18935601254409293,0.341772290492335,-0.10705449715932176,-0.11935111888761107,-0.4067258296776364,0.028108143305638187,-0.017952765088668766,0.24761950096067004,0.10578780871758832,0.18926153748388058,0.1666810960564748,0.2298368852414519,0.16237105959955764,0.3577692170548322,0.26856477788358346,0.27946271661306926,0.20229181057738016,0.3107788817933412
Which picture best describes your relationship with Italy or Germany?,0.2862893998545583,1.0,,0.43220288829447095,-0.2289729153930953,-0.2718304307003681,0.13842254070313587,0.24482159257581035,-0.1186891455823799,0.12192002839098831,-0.128831366018626,-0.16640371888977426,-0.21579426354540668,-0.18872835437804017,-0.18593849478294588,-0.32873230179574126,-0.253079147602047,0.07023694607450379,-0.11708780644325228,0.17495335199170756,-0.10378561716106431,0.005452236628297063,-0.13273088850887974,-0.2649697251081349,-0.2561824638162834,-0.1649276749543395,-0.2212421683492643,-0.2438178408309121,0.8944022199325179,-0.2463419275146158,0.2209420927496057,-0.12497196577884052,-0.19751863443664888,-0.2553585811118765,-0.012200386563414843,-0.29803657111887105,0.13559386153490338,0.10379176959109188,0.1346480683851295,-0.22401208929779962,0.010998265237799777,-0.09636258263855312,0.15719676974940414,-0.01397176583461122,-0.10589008413089161,0.1398485836294446,0.005652502694544583
Which picture best describes your relationship with Italian or German language?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Which picture best describes your relationship with Italian or German Culture?,0.27350538350313097,0.43220288829447095,,1.0,-0.19459360355421185,0.0016442920950505932,-0.015062769311778138,0.330816632824266,-0.1407703094740646,0.18061433223169754,-0.1155795544857765,0.018287299812310226,-0.12944536567062837,0.07908638530379047,-0.2711523276574933,-0.25368412119464356,-0.23393012907199334,-0.09016787942998439,-0.17513332152025438,-0.015078059676161317,-0.19364572902894503,0.006541107742877373,-0.11699169388459102,-0.40222445448345373,-0.24559788119381376,-0.3516729364759176,-0.2660643332112253,-0.21659610967483287,0.7898949193911684,-0.0034097932826041106,0.22982353188089474,0.06352062059165252,0.021580764731128615,-0.2540046294551498,0.14094168943010835,-0.30073727240922793,0.028403298072597245,-0.04605325476311648,0.0259413191397084,-0.11080459711720093,-0.0196320641217056,-0.2689637858425794,0.17483503602839748,-0.20915307119343704,-0.035555681975982856,0.0023928386628890015,-0.08137642951891243
I see myself as someone who  [... is reserved ],-0.2400330157347527,-0.2289729153930953,,-0.19459360355421185,1.0,0.11505051417698796,-0.13650101888640784,-0.1473394557343563,-0.06831698081458464,-0.33580808869287077,0.02218210844647719,-0.0499260229831967,0.3932975990767542,0.07954695368404234,0.09294882252511276,-0.04115507725024943,0.09463879682892788,-0.05246639765875673,0.016869512947837152,0.13689308812387105,0.16210891140633593,-0.010369062717150117,0.018030541556739877,-0.026395777013489784,-0.019711132185398172,0.05419917675322125,0.09761447852475165,0.06255503850024749,-0.25222492267136604,0.344384860976035,-0.8575191851354426,0.07034066023366319,0.09077988568313429,0.3016020843736414,0.08951961043829695,0.0335497739838677,-0.10267141191774795,-0.06023404028306669,-0.17551341601673323,-0.13481840327352415,-0.1765405136451756,0.04854270413759151,-0.22459392331615077,-0.23580392988585838,-0.24385000350962985,-0.12597518983346145,-0.1981467808026701
I see myself as someone who  [... is generally trusting],-0.17932694259414894,-0.2718304307003681,,0.0016442920950505932,0.11505051417698796,1.0,-0.13976352452789237,-0.20259723501033064,0.1896605354338502,0.11447735990295396,-0.25559467785855206,0.2636679836502266,0.25286103791764375,0.02913605474195823,0.11123948074418213,0.278994639178322,0.32939456680706153,-0.13180218682981015,0.18887254422614308,0.025437345426905067,0.21958359381996143,0.22086863267489457,-0.15940937811946668,0.23824842629875434,-0.013577987820977694,-0.10521079444678304,0.14219891724157777,-0.18014467675166515,-0.18403948610786822,0.4614423057425183,-0.015033053925743394,0.8532579007560057,0.2459116103081374,0.2530297063941801,-0.12027788970657993,-0.11821285213696947,0.16518963751377977,0.19167430833325874,0.02111427746832249,0.13195721523484563,-0.22731892349318641,-0.031685245020486086,-0.004451922867080122,-0.1064351081156393,0.035016968961200656,0.14271941136333322,-0.055972019048869746
I see myself as someone who  [... tends to be lazy],-0.006797585020441283,0.13842254070313587,,-0.015062769311778138,-0.13650101888640784,-0.13976352452789237,1.0,0.08736300265861299,0.10317279757956598,-0.04297893352019461,0.26145756651126856,-0.06544867310977909,0.16545493926511753,-0.23462805725923847,-0.11858403987931455,-0.193311758014011,-0.13779176893692716,0.14077098861118376,-0.009793548347461599,0.03801944180722632,-0.010828772006731473,0.05267263950254187,0.03230734643359254,-0.1451135813164287,0.13516293574044505,0.05633968003489708,-0.08848074620912466,-0.15633859094425948,0.08666174769204836,0.39559215209387866,0.06854322109417274,-0.24101702689183918,-0.8745807294013457,0.04502423384764642,-0.19393350629512396,-0.007592684771036477,0.0034654418451459078,0.03452324167761602,0.1485467999179008,0.22697849123099673,0.24896998765183379,0.14961436702156408,0.20362102873678145,0.1787056989551985,0.2823375518486077,0.06936648647856428,0.24410603400775904
"I see myself as someone who  [... is relaxed, handles stress well]",0.31458785297811376,0.24482159257581035,,0.330816632824266,-0.1473394557343563,-0.20259723501033064,0.08736300265861299,1.0,-0.2272980060436343,0.06819556590212766,-0.15668634991828836,-0.028645856473196767,-0.6243110163724512,0.18616862599543293,-0.0835049270392447,-0.12363697582327288,-0.2666305607633143,0.04805416388919876,0.09159535910463398,-0.003559770109769786,0.007937101491511637,0.017796060284409863,-0.10815187231923994,-0.12018173790620766,-0.3120874235348119,-0.03359696001033276,-0.069639998287223,-0.053308492669853866,0.3305665957987946,-0.012626825993710237,0.13656945979299692,-0.06041818086589865,-0.08754724415309287,-0.898657943004839,0.25757190450562645,-0.2066572142708881,-0.08046861227713777,-0.21800877063183013,-0.1699200330065968,-0.2827093224516941,-0.0817716726781945,-0.3842230325516562,-0.12992808329525599,-0.2868074322261318,-0.21058083761678914,-0.17634411879955214,-0.26450679102506697
I see myself as someone who  [... has few artistic interests],-0.051813104691889836,-0.1186891455823799,,-0.1407703094740646,-0.06831698081458464,0.1896605354338502,0.10317279757956598,-0.2272980060436343,1.0,0.17604805757321348,0.1687695358030917,-0.04570376296764133,0.1315976428711253,-0.3122604983895966,-0.12582945131906198,0.0424695253848579,-0.032080881979537436,-0.3811277653629126,-0.12982466037729137,-0.25971798984460376,0.20586049668618833,0.023274531667797485,-0.09057926324715881,-0.05078425792088979,0.15499091703128806,0.18213196865672218,-0.10716796850738305,-0.12521030615430592,-0.15053246223098493,0.42380218541923004,0.1422050376903911,0.04464566994854475,-0.10916019649196955,0.19847551283267792,-0.8731888986512875,-0.04196211413286877,0.026414572320353304,0.09042178815005958,-0.1376871750707959,0.07781531751264088,0.042014056770096765,0.3048419672436524,-0.07443153263980141,0.04385906066704963,0.0002635708782855681,-0.006243735420867508,0.0717579652327001
"I see myself as someone who  [... is ongoing, sociable]",0.32950178841916555,0.12192002839098831,,0.18061433223169754,-0.33580808869287077,0.11447735990295396,-0.04297893352019461,0.06819556590212766,0.17604805757321348,1.0,-0.022400538415856312,-0.12224924985297878,-0.08442270418824643,-0.08313750274209578,-0.15126755001458594,-0.10251549643719654,-0.21915528388319264,-0.12076314699181138,-0.162406331051877,-0.03285359268986526,-0.12808734625117124,-0.09918523175721956,0.019781629220750815,-0.1851090242997166,0.08991009751700499,-0.05152780403972135,0.009405612056604035,-0.05089563955014154,0.17249144487658125,0.201070934084598,0.7725398580683507,0.09397878236968439,-0.023181882093732682,-0.08478289888348153,-0.16817267386740764,-0.003319133597768354,0.08104375990554909,0.08097375171163582,-0.09918538073953113,0.015530726241155602,0.06429731899821367,0.07270487349246875,-0.04459089906118249,-0.12150678121729308,0.043624280629982824,0.02457914252535148,0.00978054495372453
