,Nationality,Participant ID,Which picture best describes your relationship with Italy or Germany?,Which picture best describes your relationship with Italian or German language?,Which picture best describes your relationship with Italian or German Culture?,I see myself as someone who  [... is reserved ],I see myself as someone who  [... is generally trusting],I see myself as someone who  [... tends to be lazy],"I see myself as someone who  [... is relaxed, handles stress well]",I see myself as someone who  [... has few artistic interests],"I see myself as someone who  [... is ongoing, sociable]",I see myself as someone who  [... tends to find fault with others],I see myself as someone who  [... does a thorough job],I see myself as someone who  [... get nervous easily],I see myself as someone who  [... has active imagination],"Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Function successfully]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Act consistenly]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Reliable]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Predictable]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Dependable]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Follow directions]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Meet the needs of the mission]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Perform exactly as instructed]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Have errors]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Provide appropriate information]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Malfunction]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Communicate with people]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Provide Feedback]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Unresponsive]",mean_cultural_closeness_subj,mean_personality_subj,extraversion,agreebleness,coscientiousness,neuroticism,openness,mean_trust_subj
count,27.0,27,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0
unique,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
top,, 77d6bc3e-0cf1-4b5b-9601-d69825a000f4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
freq,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mean,1.0,,6.074074074074074,6.814814814814815,6.0,3.074074074074074,3.6296296296296298,2.6296296296296298,3.6666666666666665,3.2962962962962963,4.148148148148148,2.4444444444444446,3.888888888888889,2.5555555555555554,3.740740740740741,0.7296296296296296,0.7074074074074075,0.6222222222222222,0.751851851851852,0.6185185185185185,0.8259259259259258,0.7555555555555556,0.7777777777777777,0.5962962962962963,0.7148148148148147,0.42592592592592604,0.7518518518518519,0.6888888888888888,0.2777777777777778,5.296296296296297,3.072962962962963,-1.1851851851851851,-1.2592592592592593,-1.1111111111111112,0.4444444444444444,-3.4185185185185185,1.2006242985409652
std,0.0,,0.8738036184021921,0.39584739066356966,1.0,1.141049649224039,1.0794638322992416,1.1485157025867427,1.2089410496539779,1.1706281947614154,0.7181013268818792,0.8006407690254357,0.7510676161988108,1.281025230440697,1.0594843663344555,0.13816048309237738,0.146565621758588,0.19676876967127868,0.16259995829872292,0.23376029312925378,0.14030897935132194,0.1577079416890439,0.19081471748860573,0.2941499898422853,0.14061322758574235,0.1972748816179569,0.15779824111911042,0.19081471748860573,0.2154303980645638,0.5798123284152693,0.2397886058564408,1.387777332977422,1.5589096927658863,2.2245714078711765,1.7831116564834573,0.7374785718071026,0.07976775759145115
min,1.0,,4.0,6.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,0.3,0.3,0.1,0.4,0.1,0.5,0.3,0.3,0.0,0.3,0.1,0.4,0.2,0.0,4.0,2.59,-4.0,-4.0,-4.0,-2.0,-4.5,1.0145833333333332
25%,1.0,,5.5,7.0,5.5,2.0,3.0,2.0,3.0,3.0,4.0,2.0,3.5,1.0,3.0,0.7,0.6,0.55,0.7,0.5,0.75,0.7,0.7,0.45,0.6499999999999999,0.3,0.6499999999999999,0.55,0.1,4.833333333333334,2.915,-2.0,-2.5,-3.0,-0.5,-4.15,1.159090909090909
50%,1.0,,6.0,7.0,6.0,3.0,4.0,2.0,4.0,4.0,4.0,2.0,4.0,2.0,4.0,0.8,0.7,0.7,0.8,0.7,0.9,0.8,0.8,0.6,0.7,0.4,0.8,0.7,0.2,5.333333333333333,3.08,-2.0,-1.0,-1.0,0.0,-3.3,1.2087752525252524
75%,1.0,,7.0,7.0,7.0,4.0,4.0,4.0,4.5,4.0,5.0,3.0,4.0,4.0,5.0,0.8,0.8,0.7,0.9,0.7,0.9,0.9,0.9,0.8,0.8,0.5,0.8500000000000001,0.8,0.4,5.666666666666667,3.2300000000000004,0.0,0.0,0.0,1.0,-3.2,1.2514520202020203
