,Nationality,Participant ID,Which picture best describes your relationship with Italy or Germany?,Which picture best describes your relationship with Italian or German language?,Which picture best describes your relationship with Italian or German Culture?,I see myself as someone who  [... is reserved ],I see myself as someone who  [... is generally trusting],I see myself as someone who  [... tends to be lazy],"I see myself as someone who  [... is relaxed, handles stress well]",I see myself as someone who  [... has few artistic interests],"I see myself as someone who  [... is ongoing, sociable]",I see myself as someone who  [... tends to find fault with others],I see myself as someone who  [... does a thorough job],I see myself as someone who  [... get nervous easily],I see myself as someone who  [... has active imagination],"Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Function successfully]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Act consistenly]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Reliable]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Predictable]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Dependable]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Follow directions]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Meet the needs of the mission]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Perform exactly as instructed]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Have errors]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Provide appropriate information]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Malfunction]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Communicate with people]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Provide Feedback]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Unresponsive]",mean_cultural_closeness_subj,mean_personality_subj,extraversion,agreebleness,coscientiousness,neuroticism,openness,mean_trust_subj
count,14.0,14,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
unique,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
top,,af963537-2f40-45ef-a585-362b6a0cfa23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
freq,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mean,0.0,,5.428571428571429,6.357142857142857,5.285714285714286,3.7142857142857144,4.071428571428571,3.0,2.642857142857143,3.857142857142857,3.857142857142857,2.5,4.214285714285714,3.4285714285714284,3.857142857142857,0.6857142857142858,0.6928571428571428,0.6642857142857143,0.6857142857142857,0.5999999999999999,0.8142857142857143,0.7214285714285714,0.692857142857143,0.4714285714285715,0.7,0.4499999999999999,0.75,0.6642857142857144,0.3214285714285715,5.1190476190476195,3.211428571428572,-1.5714285714285714,-1.2142857142857142,0.7857142857142857,0.0,-3.1714285714285713,1.1680555555555558
std,0.0,,0.7559289460184544,1.1507283885330302,1.0690449676496976,0.726273039202563,1.1411388181101378,1.1094003924504583,1.2774459408789602,1.167320591199077,0.7703288865196432,1.0919284281983377,0.6992932067530679,1.1578684470436789,0.9492622930986468,0.18337495365063797,0.1439245834257849,0.21699749327564155,0.24762609175666714,0.17974340685458343,0.12924123453177283,0.17177163475234933,0.23685206585314197,0.31238184579520234,0.1414213562373095,0.2710378911915056,0.13445044840729645,0.1336306209562122,0.22249830225306103,0.4822869815791555,0.28452003154725036,1.9100658753958324,1.3688047244316386,2.22498302253061,1.5689290811054724,0.7848846769073506,0.08431825512011008
min,0.0,,5.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,0.2,0.4,0.3,0.1,0.2,0.6,0.4,0.4,0.0,0.5,0.0,0.4,0.4,0.0,4.333333333333333,2.58,-4.0,-4.0,-4.0,-3.0,-4.3,1.0178661616161615
25%,0.0,,5.0,6.0,5.0,3.25,3.25,2.0,2.0,4.0,4.0,2.0,4.0,3.0,4.0,0.625,0.6,0.525,0.6,0.5,0.725,0.6,0.5,0.225,0.6,0.225,0.7,0.6,0.2,4.75,3.0625,-3.0,-2.0,-0.75,0.0,-3.4,1.143560606060606
50%,0.0,,5.0,7.0,5.5,4.0,4.5,3.0,2.0,4.0,4.0,2.5,4.0,4.0,4.0,0.7,0.7,0.6,0.7,0.6,0.8,0.7,0.6,0.45,0.7,0.5,0.8,0.7,0.3,5.166666666666666,3.165,-1.5,-1.0,1.5,0.0,-3.3,1.1708964646464646
75%,0.0,,5.75,7.0,6.0,4.0,5.0,4.0,3.0,4.75,4.0,3.0,5.0,4.0,4.0,0.8,0.8,0.85,0.875,0.6749999999999999,0.9,0.85,0.975,0.75,0.775,0.6749999999999999,0.8,0.7,0.375,5.583333333333334,3.4325,-0.25,0.0,2.0,0.75,-3.05,1.220580808080808
