,Nationality,Participant ID,Which picture best describes your relationship with Italy or Germany?,Which picture best describes your relationship with Italian or German language?,Which picture best describes your relationship with Italian or German Culture?,I see myself as someone who  [... is reserved ],I see myself as someone who  [... is generally trusting],I see myself as someone who  [... tends to be lazy],"I see myself as someone who  [... is relaxed, handles stress well]",I see myself as someone who  [... has few artistic interests],"I see myself as someone who  [... is ongoing, sociable]",I see myself as someone who  [... tends to find fault with others],I see myself as someone who  [... does a thorough job],I see myself as someone who  [... get nervous easily],I see myself as someone who  [... has active imagination],"Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Function successfully]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Act consistenly]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Reliable]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Predictable]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Dependable]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Follow directions]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Meet the needs of the mission]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Perform exactly as instructed]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Have errors]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Provide appropriate information]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Malfunction]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Communicate with people]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Provide Feedback]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Unresponsive]",mean_cultural_closeness_subj,mean_personality_subj,extraversion,agreebleness,coscientiousness,neuroticism,openness,mean_trust_subj
count,41.0,41,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0
unique,,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
top,,af963537-2f40-45ef-a585-362b6a0cfa23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
freq,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mean,0.6585365853658537,,5.853658536585366,6.658536585365853,5.7560975609756095,3.292682926829268,3.7804878048780486,2.7560975609756095,3.317073170731707,3.4878048780487805,4.048780487804878,2.4634146341463414,4.0,2.8536585365853657,3.7804878048780486,0.7146341463414634,0.702439024390244,0.6365853658536584,0.7292682926829269,0.6121951219512195,0.821951219512195,0.7439024390243902,0.748780487804878,0.5536585365853658,0.7097560975609757,0.43414634146341463,0.751219512195122,0.6804878048780488,0.2926829268292683,5.235772357723577,3.1202439024390243,-1.3170731707317074,-1.2439024390243902,-0.4634146341463415,0.2926829268292683,-3.3341463414634145,1.1895032643508254
std,0.4800914547021732,,0.8820707344016153,0.7618975028690201,1.067250856286329,1.0546066195274992,1.107072606515743,1.1353520996782904,1.3122313894706967,1.1857898468850245,0.7399736316989655,0.8971499589146108,0.7416198487095663,1.2953952217326592,1.0127239288658882,0.15420923385088864,0.14402743641065194,0.20218320598033807,0.19524843461475483,0.21470342562616404,0.13511512706198225,0.16132076817292448,0.2087126627920695,0.3025702901604929,0.13929263808396425,0.22204701765342513,0.1485293762518247,0.17207485608757886,0.2160905410961329,0.5489581163897073,0.2609644401530412,1.5722440076248327,1.4795351939862404,2.3779987486919514,1.7065154912719718,0.7535282861636851,0.08179838150143735
min,0.0,,4.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,0.2,0.3,0.1,0.1,0.1,0.5,0.3,0.3,0.0,0.3,0.0,0.4,0.2,0.0,4.0,2.58,-4.0,-4.0,-4.0,-3.0,-4.5,1.0145833333333332
25%,0.0,,5.0,7.0,5.0,3.0,3.0,2.0,2.0,3.0,4.0,2.0,4.0,2.0,3.0,0.7,0.6,0.5,0.6,0.5,0.7,0.6,0.6,0.3,0.6,0.3,0.7,0.6,0.1,4.666666666666667,2.9699999999999998,-2.0,-2.0,-2.0,0.0,-3.8,1.158080808080808
50%,1.0,,6.0,7.0,6.0,4.0,4.0,3.0,4.0,4.0,4.0,2.0,4.0,3.0,4.0,0.7,0.7,0.6,0.8,0.6,0.8,0.7,0.7,0.5,0.7,0.4,0.8,0.7,0.3,5.333333333333333,3.08,-2.0,-1.0,-1.0,0.0,-3.3,1.203472222222222
75%,1.0,,7.0,7.0,7.0,4.0,5.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,5.0,0.8,0.8,0.7,0.9,0.7,0.9,0.9,0.9,0.8,0.8,0.6,0.8,0.8,0.4,5.666666666666667,3.28,0.0,0.0,2.0,1.0,-3.2,1.2407828282828284
