,Nationality,Participant ID,Which picture best describes your relationship with Italy or Germany?,Which picture best describes your relationship with Italian or German language?,Which picture best describes your relationship with Italian or German Culture?,I see myself as someone who  [... is reserved ],I see myself as someone who  [... is generally trusting],I see myself as someone who  [... tends to be lazy],"I see myself as someone who  [... is relaxed, handles stress well]",I see myself as someone who  [... has few artistic interests],"I see myself as someone who  [... is ongoing, sociable]",I see myself as someone who  [... tends to find fault with others],I see myself as someone who  [... does a thorough job],I see myself as someone who  [... get nervous easily],I see myself as someone who  [... has active imagination],"Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Function successfully]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Act consistenly]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Reliable]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Predictable]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Dependable]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Follow directions]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Meet the needs of the mission]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Perform exactly as instructed]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Have errors]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Provide appropriate information]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Malfunction]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Communicate with people]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Provide Feedback]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Unresponsive]",mean_cultural_closeness_subj,mean_personality_subj,extraversion,agreebleness,coscientiousness,neuroticism,openness,mean_trust_subj
count,73.0,73,73.0,73.0,73.0,73.0,73.0,73.0,73.0,73.0,73.0,73.0,73.0,73.0,73.0,73.0,73.0,73.0,73.0,73.0,73.0,73.0,73.0,73.0,73.0,73.0,73.0,73.0,73.0,73.0,73.0,73.0,73.0,73.0,73.0,73.0,73.0
unique,,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
top,,af963537-2f40-45ef-a585-362b6a0cfa23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
freq,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mean,0.4931506849315068,,4.863013698630137,6.191780821917808,5.232876712328767,3.506849315068493,3.8493150684931505,2.684931506849315,3.232876712328767,3.164383561643836,3.8219178082191783,2.4383561643835616,3.9863013698630136,3.0547945205479454,3.8904109589041096,0.7246575342465753,0.7164383561643836,0.6547945205479452,0.7246575342465753,0.6178082191780823,0.8054794520547945,0.7452054794520547,0.7452054794520547,0.5643835616438355,0.7164383561643837,0.4301369863013699,0.7479452054794521,0.678082191780822,0.3123287671232876,4.97716894977169,3.0847945205479457,-1.4109589041095891,-1.3013698630136987,-0.1780821917808219,0.726027397260274,-3.0972602739726027,1.147323405285734
std,0.5034130089044646,,1.3674293450480832,1.1384386755378728,1.3072505917340567,1.0944720654172455,1.0229482564940573,1.2004248360102343,1.2418685288396571,1.2584569324522548,0.9478406123837585,0.897315461837001,0.8078288921707834,1.321724577954711,0.9798191986792546,0.1543632277722906,0.14530972536671166,0.18785418095664502,0.1869200823865407,0.20299320305631519,0.13321912917247797,0.14910948241924918,0.18636962667595913,0.27707292612720946,0.13643649176869496,0.21388271156748068,0.1528521335593251,0.16350889828187212,0.1943259042887118,0.6990486637789496,0.31805882400133806,1.4984771569678124,1.6131829432905593,2.25673354008143,1.6853970350945893,0.9556807641588572,0.12060401860445963
min,0.0,,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.2,0.3,0.1,0.1,0.1,0.5,0.3,0.2,0.0,0.3,0.0,0.4,0.2,0.0,3.0,2.38,-4.0,-4.0,-4.0,-3.0,-4.6,0.76875
25%,0.0,,4.0,6.0,5.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,4.0,2.0,3.0,0.7,0.6,0.5,0.6,0.5,0.7,0.7,0.6,0.3,0.6,0.3,0.7,0.5,0.2,4.666666666666667,2.87,-3.0,-2.0,-2.0,0.0,-3.5,1.0522727272727272
50%,0.0,,5.0,7.0,5.0,4.0,4.0,3.0,3.0,4.0,4.0,2.0,4.0,3.0,4.0,0.8,0.7,0.7,0.8,0.6,0.8,0.7,0.7,0.6,0.7,0.4,0.8,0.7,0.3,5.0,3.08,-2.0,-1.0,0.0,0.0,-3.2,1.168181818181818
75%,1.0,,6.0,7.0,6.0,4.0,5.0,4.0,4.0,4.0,4.0,3.0,5.0,4.0,5.0,0.8,0.8,0.8,0.8,0.7,0.9,0.9,0.9,0.8,0.8,0.6,0.8,0.8,0.4,5.333333333333333,3.2700000000000005,0.0,0.0,2.0,2.0,-2.5,1.2277146464646467
max,1.0,,7.0,7.0,7.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,1.0,1.0,0.8,6.333333333333333,3.9899999999999998,2.0,3.0,4.0,4.0,-0.19999999999999996,1.356439393939394
