,Nationality,Participant ID,Which picture best describes your relationship with Italy or Germany?,Which picture best describes your relationship with Italian or German language?,Which picture best describes your relationship with Italian or German Culture?,I see myself as someone who  [... is reserved ],I see myself as someone who  [... is generally trusting],I see myself as someone who  [... tends to be lazy],"I see myself as someone who  [... is relaxed, handles stress well]",I see myself as someone who  [... has few artistic interests],"I see myself as someone who  [... is ongoing, sociable]",I see myself as someone who  [... tends to find fault with others],I see myself as someone who  [... does a thorough job],I see myself as someone who  [... get nervous easily],I see myself as someone who  [... has active imagination],"Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Function successfully]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Act consistenly]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Reliable]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Predictable]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Dependable]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Follow directions]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Meet the needs of the mission]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Perform exactly as instructed]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Have errors]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Provide appropriate information]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Malfunction]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Communicate with people]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Provide Feedback]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Unresponsive]",mean_cultural_closeness_subj,mean_personality_subj,extraversion,agreebleness,coscientiousness,neuroticism,openness,mean_trust_subj
count,37.0,37,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0
unique,,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
top,,af963537-2f40-45ef-a585-362b6a0cfa23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
freq,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mean,0.0,,4.27027027027027,5.837837837837838,4.756756756756757,3.7567567567567566,4.081081081081081,2.72972972972973,3.027027027027027,3.054054054054054,3.5945945945945947,2.4594594594594597,4.054054054054054,3.5135135135135136,4.027027027027027,0.727027027027027,0.7297297297297296,0.6756756756756757,0.6783783783783783,0.6081081081081081,0.7864864864864864,0.7324324324324325,0.7324324324324326,0.4864864864864865,0.7108108108108108,0.4,0.7189189189189189,0.6459459459459458,0.32432432432432434,4.783783783783784,3.1267567567567567,-1.6216216216216217,-1.3243243243243243,0.4864864864864865,0.972972972972973,-2.8675675675675674,1.106669737919738
std,0.0,,1.1217211142963561,1.1429375776070654,1.3417526971466465,0.9546786953794515,0.8937554468638492,1.0966780305553234,1.2130422381234183,1.39335617895836,1.0661316225666684,0.9886746064694275,0.8146555490903279,1.1930731006201687,0.8328827610736662,0.17424224619867698,0.1543172505386673,0.19351342963072984,0.20294380056110656,0.1876438387216863,0.13367074424820066,0.15465742438990415,0.19868184233712569,0.24850906775559872,0.14099602788688723,0.23333333333333334,0.14876872027456625,0.14062281029326207,0.19062092313367995,0.6768491644806285,0.36155569767675144,1.478575728931794,1.564431988757404,2.06319091621613,1.572091432287407,1.0801373508478893,0.12288593951134856
min,0.0,,2.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,0.2,0.4,0.2,0.1,0.2,0.5,0.4,0.2,0.0,0.3,0.0,0.4,0.4,0.0,3.0,2.38,-4.0,-4.0,-4.0,-3.0,-4.6,0.76875
25%,0.0,,4.0,5.0,4.0,3.0,4.0,2.0,2.0,2.0,3.0,2.0,4.0,3.0,4.0,0.7,0.6,0.6,0.6,0.5,0.7,0.7,0.6,0.3,0.6,0.2,0.6,0.5,0.2,4.333333333333333,2.88,-3.0,-2.0,-1.0,0.0,-3.3,1.024873737373737
50%,0.0,,4.0,6.0,5.0,4.0,4.0,3.0,3.0,3.0,4.0,2.0,4.0,4.0,4.0,0.8,0.7,0.7,0.7,0.6,0.8,0.7,0.7,0.5,0.7,0.4,0.8,0.7,0.3,5.0,3.08,-2.0,-1.0,1.0,1.0,-3.2,1.130871212121212
75%,0.0,,5.0,7.0,6.0,4.0,5.0,4.0,4.0,4.0,4.0,3.0,5.0,4.0,5.0,0.8,0.9,0.8,0.8,0.7,0.9,0.8,0.9,0.7,0.8,0.5,0.8,0.7,0.4,5.333333333333333,3.3899999999999997,-1.0,0.0,2.0,2.0,-2.3,1.203472222222222
