,Nationality,Participant ID,Which picture best describes your relationship with Italy or Germany?,Which picture best describes your relationship with Italian or German language?,Which picture best describes your relationship with Italian or German Culture?,I see myself as someone who  [... is reserved ],I see myself as someone who  [... is generally trusting],I see myself as someone who  [... tends to be lazy],"I see myself as someone who  [... is relaxed, handles stress well]",I see myself as someone who  [... has few artistic interests],"I see myself as someone who  [... is ongoing, sociable]",I see myself as someone who  [... tends to find fault with others],I see myself as someone who  [... does a thorough job],I see myself as someone who  [... get nervous easily],I see myself as someone who  [... has active imagination],"Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Function successfully]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Act consistenly]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Reliable]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Predictable]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Dependable]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Follow directions]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Meet the needs of the mission]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Perform exactly as instructed]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Have errors]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Provide appropriate information]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Malfunction]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Communicate with people]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Provide Feedback]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Unresponsive]",mean_cultural_closeness_subj,mean_personality_subj,extraversion,agreebleness,coscientiousness,neuroticism,openness,mean_trust_subj
count,36.0,36,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0
unique,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
top,, 77d6bc3e-0cf1-4b5b-9601-d69825a000f4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
freq,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mean,1.0,,5.472222222222222,6.555555555555555,5.722222222222222,3.25,3.611111111111111,2.638888888888889,3.4444444444444446,3.2777777777777777,4.055555555555555,2.4166666666666665,3.9166666666666665,2.5833333333333335,3.75,0.7222222222222222,0.7027777777777777,0.6333333333333333,0.7722222222222223,0.6277777777777778,0.8250000000000001,0.7583333333333333,0.7583333333333333,0.6444444444444446,0.7222222222222222,0.46111111111111114,0.7777777777777778,0.711111111111111,0.30000000000000004,5.1759259259259265,3.0416666666666665,-1.1944444444444444,-1.2777777777777777,-0.8611111111111112,0.4722222222222222,-3.3333333333333335,1.1891063411896745
std,0.0,,1.341344977701989,1.0266295602447135,1.0852547064066471,1.1801936887041646,1.1026663211838001,1.312636992094872,1.2522994722724945,1.1112698299335924,0.7538262188687577,0.8062257748298551,0.8062257748298549,1.2955969390869324,1.105182596419511,0.13333333333333336,0.13624790663893546,0.18205179796655996,0.15786270908810263,0.21988452958133808,0.13174650984805197,0.14417251570848827,0.1746424919657298,0.28530128881031264,0.13333333333333336,0.19015449024077802,0.1532712089469627,0.1801234144814173,0.2,0.673706219762544,0.26433204227151236,1.5084418535020916,1.6837222558725757,2.269710840963514,1.7806276760274509,0.7521398046336104,0.10414679228442292
min,1.0,,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.3,0.3,0.1,0.4,0.1,0.5,0.3,0.3,0.0,0.3,0.1,0.4,0.2,0.0,3.6666666666666665,2.55,-4.0,-4.0,-4.0,-3.0,-4.5,0.905618686868687
25%,1.0,,4.0,6.75,5.0,2.0,3.0,2.0,2.75,3.0,4.0,2.0,3.75,1.0,3.0,0.7,0.6,0.5,0.7,0.5,0.775,0.7,0.7,0.5,0.6749999999999999,0.3,0.7,0.6,0.17500000000000002,4.666666666666667,2.8475,-2.0,-3.0,-2.25,-0.25,-4.1,1.1586963383838382
50%,1.0,,6.0,7.0,6.0,4.0,4.0,2.0,4.0,4.0,4.0,2.0,4.0,2.0,4.0,0.7,0.7,0.7,0.8,0.7,0.8,0.8,0.7,0.75,0.7,0.5,0.8,0.8,0.3,5.333333333333333,3.065,-1.5,-1.5,-1.0,0.0,-3.3,1.2075441919191916
75%,1.0,,7.0,7.0,7.0,4.0,4.0,4.0,4.0,4.0,5.0,3.0,4.0,4.0,5.0,0.8,0.8,0.725,0.9,0.725,0.9,0.9,0.9,0.8250000000000001,0.8,0.6,0.9,0.8,0.4,5.666666666666667,3.21,0.0,0.0,0.25,1.0,-3.1,1.2550978535353536
max,1.0,,7.0,7.0,7.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,0.9,0.9,1.0,1.0,1.0,1.0,0.9,1.0,1.0,0.9,0.8,1.0,1.0,0.8,6.333333333333333,3.5700000000000003,2.0,3.0,4.0,4.0,-1.2,1.356439393939394
