,Nationality,Which picture best describes your relationship with Italy or Germany?,Which picture best describes your relationship with Italian or German language?,Which picture best describes your relationship with Italian or German Culture?,I see myself as someone who  [... is reserved ],I see myself as someone who  [... is generally trusting],I see myself as someone who  [... tends to be lazy],"I see myself as someone who  [... is relaxed, handles stress well]",I see myself as someone who  [... has few artistic interests],"I see myself as someone who  [... is ongoing, sociable]",I see myself as someone who  [... tends to find fault with others],I see myself as someone who  [... does a thorough job],I see myself as someone who  [... get nervous easily],I see myself as someone who  [... has active imagination],"Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Function successfully]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Act consistenly]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Reliable]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Predictable]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Dependable]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Follow directions]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Meet the needs of the mission]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Perform exactly as instructed]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Have errors]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Provide appropriate information]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Malfunction]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Communicate with people]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Provide Feedback]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Unresponsive]",mean_cultural_closeness_subj,mean_personality_subj,extraversion,agreebleness,coscientiousness,neuroticism,openness,mean_trust_subj,Which picture best describes the relationship between Pepper and your country? ,Which picture best describes the relationship between Pepper and your national culture? ,Which picture best describes the relationship between Pepper and your own preferences? ,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. ,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .1,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .2,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .3,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .4,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .5,mean_cultural_closeness,mean_competence
Nationality,1.0,,0.6614378277661477,0.34684398780964815,-0.1889822365046136,-0.4629100498862757,0.12098347962395682,0.06681531047810611,-0.47368648068904995,-0.3733643283161719,0.043355498476206025,-0.6446583712203043,-0.13103560459023977,0.08451542547285171,-0.13363062095621228,-0.577196370674513,-0.3367822619938892,-0.3733643283161717,-0.4913036844405174,0.09449111825230681,-0.11527808354084698,-0.06681531047810603,0.4409585518440984,-0.18898223650461313,0.4394353744020411,-0.1296407447104327,0.1543033499620922,-0.32796802467631514,0.8315218406203007,-0.7335037571219202,-0.13103560459023983,-0.39652233878659904,-0.41833001326703784,-0.09862273454430757,0.3724194613619294,0.3685230929917438,-0.01810121535639992,-0.17817416127494962,-0.3903600291794133,-0.4432026302139592,-0.40917184994505235,-0.44474958999666075,-0.289343829339757,-0.3705208688936621,-0.2784141049539046,-0.2126717777551171,-0.37878129667312177
Which picture best describes your relationship with Italy or Germany?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Which picture best describes your relationship with Italian or German language?,0.6614378277661477,,1.0,-0.28676966733820186,0.25000000000000006,-0.30618621784789724,0.5121475197315839,-0.35355339059327373,-0.47918635750341565,-0.4490132550669373,-0.22941573387056177,-0.42640143271122083,0.3813563849048451,-0.4472135954999579,0.17677669529663673,-0.24433888871261078,0.13103560459024,-0.044901325506693734,-0.18569533817705183,0.25000000000000017,0.26687249808205843,0.35355339059327384,0.16666666666666674,-0.12500000000000008,0.2906591794880899,-0.4716211091418991,0.10206207261596613,-0.7050239879106326,0.5499999999999997,-0.5567491676038057,-0.5547001962252291,-0.13803940759355818,-0.6324555320336758,0.3750886420057292,0.024633231954107316,-0.012465707286903185,-0.3352391998274029,-0.4714045207910317,-0.6454972243679029,-0.5330017908890261,-0.5063619644329442,-0.4412613040609141,-0.4633482043145937,-0.31622776601683794,-0.33482476509121256,-0.5170542049716025,-0.469073207840148
Which picture best describes your relationship with Italian or German Culture?,0.34684398780964815,,-0.28676966733820186,1.0,-0.11470786693528093,-0.14048787173725427,-0.5434129832875929,0.4055535528269067,-0.18604027516022817,0.26782783411485706,0.4210526315789472,-0.09782319760890382,-0.5567491676038059,0.512989176042577,-0.08111071056538138,-0.05605518546712118,-0.456936766731688,-0.10301070542879082,-0.3621121744159593,0.05735393346764076,-0.3323629285571271,-0.64888568452305,0.3823595564509362,-0.286769667338202,-0.10478566837903294,0.33442802702996954,0.2341464528954235,0.2861617460312274,0.6423640548375734,-0.09488292830168409,0.3022352624134946,-0.31668411996133755,0.399011937560506,-0.4863765517127561,0.463402580881135,0.3076248906500873,0.021974042014452175,-0.027036903521794064,-0.14808721943977346,-0.19564639521780788,-0.2243232584059761,-0.2699527623995089,-0.1478947733293074,-0.33371907505060583,-0.21507939376402946,-0.05582135053384512,-0.2420654403533575
I see myself as someone who  [... is reserved ],-0.1889822365046136,,0.25000000000000006,-0.11470786693528093,1.0,0.5103103630798288,-0.35210141981546395,-0.5303300858899106,-0.1474419561548971,0.22450662753346867,-0.057353933467640464,0.053300179088902735,0.5893689584893058,-0.11180339887498951,0.5303300858899105,0.5803048606924498,0.28827833009852755,-0.04490132550669381,0.32496684180984053,-0.24999999999999986,0.49562035358096507,4.906538933386797e-17,-0.4999999999999999,0.43749999999999944,-0.5813183589761797,-0.600245047998781,0.10206207261596577,-0.21693045781865622,0.09999999999999917,0.3976779768598613,-0.6587064830174596,0.44172610429938614,0.31622776601683783,0.5707870639217619,0.024633231954107347,-0.685613900779677,-0.11972828565264391,-0.11785113019775793,-0.3872983346207418,-0.37310125362231833,-0.5063619644329442,-0.24514516892273006,-0.34247475971078667,-0.2213594362117866,-0.4352721946185763,-0.2205084109437717,-0.3664289529480685
I see myself as someone who  [... is generally trusting],-0.4629100498862757,,-0.30618621784789724,-0.14048787173725427,0.5103103630798288,1.0,-0.6272500481871801,-0.1443375672974064,6.01448156707331e-17,0.7698973538621048,-0.14048787173725413,0.13055824196677335,0.254762332682534,0.27386127875258304,-0.14433756729740652,0.37406600104036253,-0.19258222162991084,-0.43994134506406,0.2653343152526161,-0.20412414523193168,-0.09338592095470348,-0.14433756729740627,-0.5443310539518172,0.4592793267718457,-0.2542738138578039,-0.3150630189063025,0.3333333333333331,0.39852669849304284,-0.367423461417477,0.7792865001991965,0.16984155512168933,0.8791278938007464,0.5809475019311126,0.1997338654842403,0.18101654700955414,-0.34413344407112184,0.5865464152543313,0.6254627916220946,0.42163702135578385,0.0870388279778489,-0.12830983841524526,0.08006407690254352,0.09869275424396537,0.07745966692414828,-0.20503745693017814,0.5773836487906823,0.0675876477187554
I see myself as someone who  [... tends to be lazy],0.12098347962395682,,0.5121475197315839,-0.5434129832875929,-0.35210141981546395,-0.6272500481871801,1.0,-0.045267873021259286,0.09439004018637931,-0.6438908697455835,-0.2496762355645699,-0.09554144082570751,0.03551104121142176,-0.6584880844609484,0.09053574604251856,-0.12513755582813502,0.4898997871781653,0.5461574341592003,0.0832154810139581,0.512147519731584,0.22454257310556133,0.6563841588082593,0.18138557990493615,-0.35210141981546406,0.29240431365758357,0.15370700628187076,-0.33976044276805545,-0.4860642321765201,-0.06401843996644824,-0.5051010779616171,-0.20418848696567504,-0.3888309712334189,-0.8705095549423348,0.04176102558320047,-0.4983260216066202,0.09636813450978181,-0.557998755302317,-0.5583037672621977,-0.33058980245364306,-0.06824388630407674,0.14307973747351443,3.3453370803637216e-17,-0.005158752904604503,0.056684343112524176,0.1757666648108291,-0.5101448787092938,-0.0011305161410251512
"I see myself as someone who  [... is relaxed, handles stress well]",0.06681531047810611,,-0.35355339059327373,0.4055535528269067,-0.5303300858899106,-0.1443375672974064,-0.045267873021259286,1.0,-0.026064301757134374,0.3492503492505239,-0.040555355282690705,-0.07537783614444113,-0.907037125014101,0.7115124735378853,-2.428612866367529e-16,-0.04319342127906821,-0.352093425414023,0.06350006350009539,-0.2954394739343757,0.26516504294495546,-0.05391638660171908,-0.12500000000000003,0.20623947784607635,-0.22097086912079583,-0.10276353841507319,0.8488746876271651,0.07216878364870315,0.13421887304828983,0.07071067811865496,0.21371260356627747,0.710920989875917,-0.09760860118037878,0.0,-0.9801894085306905,0.4877131100041323,0.1565184622632509,-0.08466068268482452,-0.08333333333333334,-4.0539612963254114e-17,-0.3392002626499841,-0.24693239916239748,-0.4853626716970756,-0.15669579263200226,-0.5590169943749475,-0.41432450833408113,-0.05914320412265929,-0.37851094206187597
I see myself as someone who  [... has few artistic interests],-0.47368648068904995,,-0.47918635750341565,-0.18604027516022817,-0.1474419561548971,6.01448156707331e-17,0.09439004018637931,-0.026064301757134374,1.0,-0.29129492773280685,0.338255045745869,-0.22004311471167595,-0.19424194477601353,-0.13187609467915756,-0.10425720702853708,0.5223741538892648,0.6414288427752557,0.12578644606643932,0.6844820977417421,-0.25802342327107,0.1124234376033218,0.26064301757134345,-0.5406205059012894,0.51604684654214,-0.42855357998101323,0.2402178252764824,-0.601929265428846,0.3198465105036006,-0.545535237773119,0.18763014024940752,-0.10223260251369135,-0.16282240225645903,-0.18650096164806285,-0.07694442171660332,-0.7554501563920278,-0.4340585599757467,0.1765297264369811,0.330147822257035,0.32358946974142444,0.36149940274061065,0.5612297133012994,0.4771098188721482,0.7366351076087242,0.5082151204909708,0.4492416868407858,0.298215273374825,0.5627270228397044
"I see myself as someone who  [... is ongoing, sociable]",-0.3733643283161719,,-0.4490132550669373,0.26782783411485706,0.22450662753346867,0.7698973538621048,-0.6438908697455835,0.3492503492505239,-0.29129492773280685,1.0,-0.08240856434303295,0.3637738010070546,-0.19925419255468715,0.5622535302317492,-0.1270001270001908,0.208451659544546,-0.5460047926576328,-0.23387096774193547,-0.16675933649126762,0.08980265101338739,-0.27389551783238825,-0.44450044450066667,-0.07483554251115611,-0.044901325506693804,-0.16406949340198357,0.1078071931358967,0.5865884600854128,0.36039720865676816,-0.12572371141874286,0.7771047957992363,0.5853091906293936,0.6644419343973411,0.7099522928088311,-0.28704587242420354,0.5663051603216702,0.005324968290736716,0.3440613584926575,0.33866700533384136,0.2550563926680925,-0.07658395810674835,-0.29478819290841035,-0.2113409861029041,-0.23156812293422302,-0.26694206209612054,-0.39088596989163266,0.3304925551301405,-0.22201835149838514
