,Nationality,Participant ID,Which picture best describes your relationship with Italy or Germany?,Which picture best describes your relationship with Italian or German language?,Which picture best describes your relationship with Italian or German Culture?,I see myself as someone who  [... is reserved ],I see myself as someone who  [... is generally trusting],I see myself as someone who  [... tends to be lazy],"I see myself as someone who  [... is relaxed, handles stress well]",I see myself as someone who  [... has few artistic interests],"I see myself as someone who  [... is ongoing, sociable]",I see myself as someone who  [... tends to find fault with others],I see myself as someone who  [... does a thorough job],I see myself as someone who  [... get nervous easily],I see myself as someone who  [... has active imagination],"Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Function successfully]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Act consistenly]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Reliable]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Predictable]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Dependable]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Follow directions]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Meet the needs of the mission]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Perform exactly as instructed]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Have errors]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Provide appropriate information]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Malfunction]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Communicate with people]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Provide Feedback]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Unresponsive]",mean_cultural_closeness_subj,mean_personality_subj,extraversion,agreebleness,coscientiousness,neuroticism,openness,mean_trust_subj
count,9.0,9,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
unique,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
top,, 77d6bc3e-0cf1-4b5b-9601-d69825a000f4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
freq,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mean,0.8888888888888888,,6.111111111111111,6.666666666666667,7.0,3.4444444444444446,3.5555555555555554,2.2222222222222223,3.6666666666666665,2.7777777777777777,4.444444444444445,2.5555555555555554,4.222222222222222,2.6666666666666665,4.444444444444445,0.7111111111111111,0.6777777777777777,0.5777777777777777,0.7555555555555555,0.5444444444444445,0.7666666666666667,0.6555555555555554,0.7,0.6333333333333333,0.6111111111111112,0.36666666666666664,0.6777777777777777,0.6222222222222222,0.2888888888888889,5.703703703703704,3.1266666666666665,-1.0,-2.0,-1.0,1.6666666666666667,-3.7333333333333325,1.232982603815937
std,0.33333333333333337,,0.927960727138337,0.7071067811865475,0.0,0.7264831572567788,1.0137937550497031,1.0929064207170003,1.4142135623730951,1.5634719199411433,0.8819171036881968,0.8819171036881968,0.8333333333333334,1.4142135623730951,0.8819171036881968,0.11666666666666668,0.14813657362192648,0.1855921454276674,0.11303883305208783,0.22422706745122853,0.14142135623730953,0.16666666666666669,0.22912878474779202,0.282842712474619,0.1452966314513558,0.1322875655532295,0.14813657362192648,0.2223610677354389,0.2848001248439177,0.35136418446315326,0.24500000000000005,1.5,1.6583123951777,2.6457513110645907,2.0,0.8529361054615991,0.052543603602214356
min,0.0,,5.0,5.0,7.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,3.0,1.0,3.0,0.5,0.4,0.3,0.5,0.2,0.5,0.3,0.3,0.1,0.3,0.2,0.4,0.2,0.0,5.0,2.77,-3.0,-4.0,-4.0,-1.0,-4.4,1.1434974747474747
25%,1.0,,5.0,7.0,7.0,3.0,3.0,2.0,3.0,1.0,4.0,2.0,4.0,1.0,4.0,0.7,0.6,0.4,0.7,0.4,0.7,0.6,0.7,0.5,0.6,0.3,0.6,0.5,0.1,5.666666666666667,2.96,-2.0,-3.0,-3.0,0.0,-4.3,1.206313131313131
50%,1.0,,6.0,7.0,7.0,4.0,4.0,2.0,4.0,3.0,5.0,3.0,4.0,3.0,5.0,0.7,0.7,0.6,0.8,0.6,0.8,0.7,0.7,0.7,0.6,0.4,0.7,0.7,0.2,5.666666666666667,3.17,-1.0,-3.0,-1.0,2.0,-4.2,1.2482323232323234
75%,1.0,,7.0,7.0,7.0,4.0,4.0,2.0,5.0,4.0,5.0,3.0,5.0,4.0,5.0,0.8,0.8,0.7,0.8,0.7,0.9,0.8,0.9,0.8,0.7,0.4,0.8,0.8,0.5,6.0,3.19,0.0,-1.0,1.0,3.0,-3.5,1.2596590909090908
