,Nationality,Participant ID,Which picture best describes your relationship with Italy or Germany?,Which picture best describes your relationship with Italian or German language?,Which picture best describes your relationship with Italian or German Culture?,I see myself as someone who  [... is reserved ],I see myself as someone who  [... is generally trusting],I see myself as someone who  [... tends to be lazy],"I see myself as someone who  [... is relaxed, handles stress well]",I see myself as someone who  [... has few artistic interests],"I see myself as someone who  [... is ongoing, sociable]",I see myself as someone who  [... tends to find fault with others],I see myself as someone who  [... does a thorough job],I see myself as someone who  [... get nervous easily],I see myself as someone who  [... has active imagination],"Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Function successfully]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Act consistenly]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Reliable]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Predictable]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Dependable]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Follow directions]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Meet the needs of the mission]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Perform exactly as instructed]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Have errors]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Provide appropriate information]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Malfunction]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Communicate with people]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Provide Feedback]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Unresponsive]",mean_cultural_closeness_subj,mean_personality_subj,extraversion,agreebleness,coscientiousness,neuroticism,openness,mean_trust_subj
count,9.0,9,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
unique,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
top,, 77d6bc3e-0cf1-4b5b-9601-d69825a000f4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
freq,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mean,1.0,,6.222222222222222,6.888888888888889,7.0,3.6666666666666665,3.5555555555555554,2.3333333333333335,3.5555555555555554,2.5555555555555554,4.222222222222222,2.4444444444444446,4.0,2.6666666666666665,4.333333333333333,0.7,0.6777777777777777,0.6111111111111112,0.7444444444444445,0.5666666666666668,0.7888888888888889,0.6777777777777777,0.7,0.6555555555555554,0.6333333333333333,0.3777777777777777,0.6777777777777777,0.6777777777777778,0.30000000000000004,5.851851851851852,3.036666666666667,-1.1111111111111112,-1.6666666666666667,-0.8888888888888888,1.7777777777777777,-3.522222222222222,1.2640291806958475
std,0.0,,0.97182531580755,0.33333333333333337,0.0,0.8660254037844386,1.0137937550497031,1.118033988749895,1.5898986690282426,1.3333333333333333,0.8333333333333334,0.8819171036881968,0.8660254037844386,1.4142135623730951,0.8660254037844386,0.10000000000000002,0.15634719199411434,0.1964971020425266,0.13333333333333336,0.2598076211353316,0.1615893285805443,0.18559214542766744,0.22912878474779202,0.2505549396395485,0.1414213562373095,0.13944333775567924,0.14813657362192648,0.1641476300299351,0.25495097567963926,0.29397236789606557,0.18533752992850636,1.536590742882148,1.6583123951777,2.8037673068767868,1.855921454276674,0.8242842012585493,0.06245919666069073
min,1.0,,5.0,6.0,7.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,3.0,1.0,3.0,0.5,0.4,0.3,0.5,0.2,0.5,0.3,0.3,0.2,0.3,0.1,0.4,0.4,0.0,5.333333333333333,2.77,-3.0,-3.0,-4.0,-1.0,-4.4,1.1434974747474747
25%,1.0,,5.0,7.0,7.0,3.0,3.0,2.0,3.0,1.0,4.0,2.0,3.0,1.0,4.0,0.7,0.6,0.4,0.7,0.4,0.7,0.6,0.7,0.5,0.6,0.3,0.6,0.6,0.1,5.666666666666667,2.95,-2.0,-3.0,-3.0,0.0,-4.2,1.2482323232323234
50%,1.0,,7.0,7.0,7.0,4.0,4.0,2.0,4.0,3.0,4.0,2.0,4.0,3.0,5.0,0.7,0.7,0.7,0.8,0.6,0.8,0.7,0.7,0.7,0.7,0.4,0.7,0.7,0.3,6.0,2.9699999999999998,-2.0,-3.0,-1.0,2.0,-3.5,1.2596590909090908
75%,1.0,,7.0,7.0,7.0,4.0,4.0,3.0,5.0,4.0,5.0,3.0,5.0,4.0,5.0,0.8,0.7,0.8,0.8,0.7,0.9,0.8,0.9,0.8,0.7,0.4,0.8,0.8,0.3,6.0,3.17,0.0,0.0,1.0,3.0,-3.2,1.3043560606060607
