,Nationality,Which picture best describes the relationship between Pepper and your country? ,Which picture best describes the relationship between Pepper and your national culture? ,Which picture best describes the relationship between Pepper and your own preferences? ,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. ,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .1,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .2,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .3,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .4,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .5,mean_cultural_closeness,mean_competence
Nationality,1.0,-0.03451355138642152,-0.07334820822830387,0.15256428831468236,0.26799083097575843,0.32995600879804493,0.336673352280562,-0.014592710135444501,0.31195956247511036,0.290524018985482,0.01943305185841184,0.25787000530689397
Which picture best describes the relationship between Pepper and your country? ,-0.03451355138642152,1.0,0.9271644950754075,0.607291749983546,0.5603996926735755,0.4403342083765147,0.37024886018664305,0.38579302836314155,0.13458540487462872,0.250085567005643,0.9349608656709427,0.5209639468543182
Which picture best describes the relationship between Pepper and your national culture? ,-0.07334820822830387,0.9271644950754075,1.0,0.6229276567712958,0.6255438926508347,0.46789918609698183,0.4416927883061969,0.4377727989266136,0.22963395214903692,0.3509786204214019,0.9393251130524399,0.594068948514607
Which picture best describes the relationship between Pepper and your own preferences? ,0.15256428831468236,0.607291749983546,0.6229276567712958,1.0,0.6477598228502538,0.5071238886970403,0.39534969448004165,0.6708663661674904,0.24023581880901626,0.5840284825673208,0.8301411234370549,0.6797072963448204
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. ,0.26799083097575843,0.5603996926735755,0.6255438926508347,0.6477598228502538,1.0,0.7767545661272208,0.6185504074468962,0.6717223849957366,0.4819426842998126,0.6379488134764166,0.6788624382648598,0.8088987805299146
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .1,0.32995600879804493,0.4403342083765147,0.46789918609698183,0.5071238886970403,0.7767545661272208,1.0,0.6732569429524388,0.6933531447126772,0.43133800135138656,0.7518442805052317,0.5243633823617446,0.8585805413242383
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .2,0.336673352280562,0.37024886018664305,0.4416927883061969,0.39534969448004165,0.6185504074468962,0.6732569429524388,1.0,0.4546736563346801,0.5817486125865285,0.7490179026646256,0.446085730514557,0.8212689911920469
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .3,-0.014592710135444501,0.38579302836314155,0.4377727989266136,0.6708663661674904,0.6717223849957366,0.6933531447126772,0.4546736563346801,1.0,0.414912861333777,0.782069108802017,0.5558185499210531,0.831892916621459
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .4,0.31195956247511036,0.13458540487462872,0.22963395214903692,0.24023581880901626,0.4819426842998126,0.43133800135138656,0.5817486125865285,0.414912861333777,1.0,0.6275677191714842,0.22344002852414568,0.6649257900187518
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .5,0.290524018985482,0.250085567005643,0.3509786204214019,0.5840284825673208,0.6379488134764166,0.7518442805052317,0.7490179026646256,0.782069108802017,0.6275677191714842,1.0,0.44103413754908594,0.9186230063794393
mean_cultural_closeness,0.01943305185841184,0.9349608656709427,0.9393251130524399,0.8301411234370549,0.6788624382648598,0.5243633823617446,0.446085730514557,0.5558185499210531,0.22344002852414568,0.44103413754908594,1.0,0.6651487320496323
mean_competence,0.25787000530689397,0.5209639468543182,0.594068948514607,0.6797072963448204,0.8088987805299146,0.8585805413242383,0.8212689911920469,0.831892916621459,0.6649257900187518,0.9186230063794393,0.6651487320496323,1.0
