,Which picture best describes the relationship between Pepper and your country? ,Which picture best describes the relationship between Pepper and your national culture? ,Which picture best describes the relationship between Pepper and your own preferences? ,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. ,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .1,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .2,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .3,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .4,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .5,mean_cultural_closeness,mean_competence
Which picture best describes the relationship between Pepper and your country? ,1.0,0.940759571531734,0.5628628269856479,0.5103190491397451,0.38132506478259015,0.271746488194703,0.32241185255882665,0.18973665961010272,0.23613042107609886,0.9303382982417663,0.47942107723892374
Which picture best describes the relationship between Pepper and your national culture? ,0.940759571531734,1.0,0.5787785071830603,0.5856682769211691,0.42563836102442815,0.3268228676411534,0.3787392630485527,0.3042555317022661,0.3045671549783178,0.9351809303187213,0.5467560757904101
Which picture best describes the relationship between Pepper and your own preferences? ,0.5628628269856479,0.5787785071830603,1.0,0.600205758556425,0.5002056660178291,0.3402622805023881,0.6589775210903704,0.19609382259073851,0.5815382485583741,0.8107402255073475,0.6660668906254197
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. ,0.5103190491397451,0.5856682769211691,0.600205758556425,1.0,0.7490991590872524,0.42486951428488307,0.6986834129717117,0.4271745517022609,0.49695456849077335,0.6355321315484332,0.7227857382218891
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .1,0.38132506478259015,0.42563836102442815,0.5002056660178291,0.7490991590872524,1.0,0.4698625792849999,0.8009842259705555,0.5319951765989315,0.7570704556898245,0.4910812396068893,0.852713808612718
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .2,0.271746488194703,0.3268228676411534,0.3402622805023881,0.42486951428488307,0.4698625792849999,1.0,0.5306097909714723,0.6803091303374613,0.738160037209015,0.35184435971439765,0.7620443643807253
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .3,0.32241185255882665,0.3787392630485527,0.6589775210903704,0.6986834129717117,0.8009842259705555,0.5306097909714723,1.0,0.4860672993899005,0.8669647762977933,0.515052849896298,0.905597491682889
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .4,0.18973665961010272,0.3042555317022661,0.19609382259073851,0.4271745517022609,0.5319951765989315,0.6803091303374613,0.4860672993899005,1.0,0.6330801796249763,0.2560839771820793,0.7024808972186795
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .5,0.23613042107609886,0.3045671549783178,0.5815382485583741,0.49695456849077335,0.7570704556898245,0.738160037209015,0.8669647762977933,0.6330801796249763,1.0,0.42584737367609277,0.9298251015822108
mean_cultural_closeness,0.9303382982417663,0.9351809303187213,0.8107402255073475,0.6355321315484332,0.4910812396068893,0.35184435971439765,0.515052849896298,0.2560839771820793,0.42584737367609277,1.0,0.6361873142834552
mean_competence,0.47942107723892374,0.5467560757904101,0.6660668906254197,0.7227857382218891,0.852713808612718,0.7620443643807253,0.905597491682889,0.7024808972186795,0.9298251015822108,0.6361873142834552,1.0
