,,0
mean_cultural_closeness,Which picture best describes the relationship between Pepper and your country? ,0.9526654896377079
Which picture best describes the relationship between Pepper and your country? ,mean_cultural_closeness,0.9526654896377079
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. ,mean_competence,0.9464009539747197
mean_competence,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. ,0.9464009539747197
mean_cultural_closeness,Which picture best describes the relationship between Pepper and your national culture? ,0.9361083531361866
Which picture best describes the relationship between Pepper and your national culture? ,mean_cultural_closeness,0.9361083531361866
Which picture best describes the relationship between Pepper and your country? ,Which picture best describes the relationship between Pepper and your national culture? ,0.9351274852394377
Which picture best describes the relationship between Pepper and your national culture? ,Which picture best describes the relationship between Pepper and your country? ,0.9351274852394377
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .5,mean_competence,0.9325131543813853
mean_competence,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .5,0.9325131543813853
mean_trust_subj,"Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Malfunction]",0.9081340997798183
"Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Malfunction]",mean_trust_subj,0.9081340997798183
mean_competence,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .1,0.8988303660058982
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .1,mean_competence,0.8988303660058982
neuroticism,"I see myself as someone who  [... is relaxed, handles stress well]",0.8795733046641159
"I see myself as someone who  [... is relaxed, handles stress well]",neuroticism,0.8795733046641159
I see myself as someone who  [... tends to be lazy],coscientiousness,0.8729160083380813
coscientiousness,I see myself as someone who  [... tends to be lazy],0.8729160083380813
