,Nationality,Participant ID,Which picture best describes your relationship with Italy or Germany?,Which picture best describes your relationship with Italian or German language?,Which picture best describes your relationship with Italian or German Culture?,I see myself as someone who  [... is reserved ],I see myself as someone who  [... is generally trusting],I see myself as someone who  [... tends to be lazy],"I see myself as someone who  [... is relaxed, handles stress well]",I see myself as someone who  [... has few artistic interests],"I see myself as someone who  [... is ongoing, sociable]",I see myself as someone who  [... tends to find fault with others],I see myself as someone who  [... does a thorough job],I see myself as someone who  [... get nervous easily],I see myself as someone who  [... has active imagination],"Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Function successfully]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Act consistenly]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Reliable]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Predictable]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Dependable]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Follow directions]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Meet the needs of the mission]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Perform exactly as instructed]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Have errors]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Provide appropriate information]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Malfunction]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Communicate with people]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Provide Feedback]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Unresponsive]",mean_cultural_closeness_subj,mean_personality_subj,extraversion,agreebleness,coscientiousness,neuroticism,openness,mean_trust_subj
count,20.0,20,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0
unique,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
top,, 77d6bc3e-0cf1-4b5b-9601-d69825a000f4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
freq,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mean,1.0,,6.35,6.95,6.35,3.05,3.65,2.7,3.65,3.2,4.05,2.45,3.9,2.45,4.0,0.71,0.6799999999999999,0.575,0.7600000000000001,0.5899999999999999,0.805,0.7150000000000001,0.755,0.575,0.6749999999999998,0.4000000000000001,0.705,0.68,0.24,5.45,3.076,-1.2,-1.2,-1.2,0.8,-3.34,1.2084185606060607
std,0.0,,0.7451598203705947,0.22360679774997894,0.670820393249937,1.234376040972246,1.0894228312566052,1.1285761872936695,1.268027892769755,1.2814465510343749,0.7591546545162482,0.8255779474818965,0.6407232755171874,1.234376040972246,0.8583950752789521,0.15183093090324964,0.15423836644690755,0.19159991209755153,0.1569445091341791,0.23373399185263663,0.1394538218230416,0.16311119875071345,0.20894471693929498,0.2844662592146544,0.1409553867457061,0.17471781760734562,0.14680814547887788,0.1908430051942668,0.2087557121815378,0.5328396838214762,0.22167781267321038,1.399247918291146,1.3218806379747876,2.3078812338319503,1.7651599003161758,0.7883360223981436,0.08074288356182964
min,1.0,,5.0,6.0,5.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,3.0,0.3,0.3,0.1,0.4,0.1,0.5,0.3,0.3,0.1,0.3,0.1,0.4,0.2,0.0,4.666666666666667,2.69,-4.0,-3.0,-4.0,-1.0,-4.5,1.051830808080808
25%,1.0,,6.0,7.0,6.0,2.0,3.75,2.0,3.0,2.75,4.0,2.0,3.75,1.0,3.0,0.6749999999999999,0.6,0.475,0.7,0.475,0.7,0.6,0.7,0.375,0.6,0.3,0.6,0.575,0.1,5.0,2.9325,-2.0,-2.0,-3.0,0.0,-3.8,1.1586963383838382
50%,1.0,,6.5,7.0,6.0,3.5,4.0,2.0,4.0,4.0,4.0,2.0,4.0,2.0,4.0,0.7,0.7,0.6,0.8,0.6499999999999999,0.8,0.7,0.75,0.55,0.7,0.4,0.7,0.75,0.2,5.5,3.075,-1.5,-1.0,-2.0,0.0,-3.3,1.2121843434343433
75%,1.0,,7.0,7.0,7.0,4.0,4.0,4.0,4.25,4.0,4.25,3.0,4.0,4.0,5.0,0.8,0.8,0.7,0.9,0.7,0.9,0.8250000000000001,0.9,0.8,0.725,0.5,0.8,0.8,0.3,6.0,3.19,0.0,0.0,0.0,1.5,-3.1750000000000003,1.2571969696969698
