,Nationality,Which picture best describes the relationship between Pepper and your country? ,Which picture best describes the relationship between Pepper and your national culture? ,Which picture best describes the relationship between Pepper and your own preferences? ,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. ,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .1,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .2,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .3,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .4,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .5,mean_cultural_closeness,mean_competence
Nationality,1.0,-0.0542375997572857,-0.16615160258636325,0.07550050154071183,0.21315588100407945,0.22969125999146423,9.58112099615169e-18,0.4697988377279941,0.19812812024732687,0.2001751569449714,-0.04893705636033377,0.22062441910548058
Which picture best describes the relationship between Pepper and your country? ,-0.0542375997572857,1.0,0.9114210642856849,0.7166190472069047,0.3435599017302287,0.23763449261314712,0.5815712837910513,0.31330257840487236,0.46317222788240126,0.31330257840487236,0.9350385316599885,0.5194130568548462
Which picture best describes the relationship between Pepper and your national culture? ,-0.16615160258636325,0.9114210642856849,1.0,0.7440203600879015,0.47227732949939405,0.33531303025739595,0.6506815924157299,0.401079151765968,0.5391534654254593,0.30015400573335516,0.9509456286248217,0.5884587662219847
Which picture best describes the relationship between Pepper and your own preferences? ,0.07550050154071183,0.7166190472069047,0.7440203600879015,1.0,0.6340182816126538,0.6404906768130639,0.8079372219488545,0.6020655082223663,0.6426731866544553,0.5342097644677961,0.8957413191285244,0.7891143156574889
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. ,0.21315588100407945,0.3435599017302287,0.47227732949939405,0.6340182816126538,1.0,0.8733978970546497,0.6705554039473793,0.7903450512361957,0.8106452523157198,0.780224218216873,0.533352883564622,0.8879744994911494
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .1,0.22969125999146423,0.23763449261314712,0.33531303025739595,0.6404906768130639,0.8733978970546497,1.0,0.7076504401890596,0.7347799636349175,0.8136995973354432,0.7155127893798896,0.45179948643319434,0.8889061871498897
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .2,9.58112099615169e-18,0.5815712837910513,0.6506815924157299,0.8079372219488545,0.6705554039473793,0.7076504401890596,1.0,0.5429263418844698,0.7314260673847734,0.5824118940215219,0.742919879564532,0.8414083565612229
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .3,0.4697988377279941,0.31330257840487236,0.401079151765968,0.6020655082223663,0.7903450512361957,0.7347799636349175,0.5429263418844698,1.0,0.7344505104763115,0.7224299065420561,0.4848098884772832,0.8390525710417833
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .4,0.19812812024732687,0.46317222788240126,0.5391534654254593,0.6426731866544553,0.8106452523157198,0.8136995973354432,0.7314260673847734,0.7344505104763115,1.0,0.8267814317933334,0.5991415415835365,0.9365769454206686
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .5,0.2001751569449714,0.31330257840487236,0.30015400573335516,0.5342097644677961,0.780224218216873,0.7155127893798896,0.5824118940215219,0.7224299065420561,0.8267814317933334,1.0,0.42055797554655877,0.8554826169366825
mean_cultural_closeness,-0.04893705636033377,0.9350385316599885,0.9509456286248217,0.8957413191285244,0.533352883564622,0.45179948643319434,0.742919879564532,0.4848098884772832,0.5991415415835365,0.42055797554655877,1.0,0.6928786814732052
mean_competence,0.22062441910548058,0.5194130568548462,0.5884587662219847,0.7891143156574889,0.8879744994911494,0.8889061871498897,0.8414083565612229,0.8390525710417833,0.9365769454206686,0.8554826169366825,0.6928786814732052,1.0
