,Which picture best describes the relationship between Pepper and your country? ,Which picture best describes the relationship between Pepper and your national culture? ,Which picture best describes the relationship between Pepper and your own preferences? ,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. ,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .1,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .2,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .3,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .4,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .5,mean_cultural_closeness,mean_competence
Which picture best describes the relationship between Pepper and your country? ,1.0,0.9688043135113924,0.8539864924534399,0.6016299267309013,0.461934885437156,0.6546536707079773,0.6852518315080579,0.6108472217815262,0.5328701692569687,0.9758737197067493,0.7246011983003813
Which picture best describes the relationship between Pepper and your national culture? ,0.9688043135113924,1.0,0.8315940429997514,0.6975079443453215,0.5440823305876998,0.6342313000379549,0.7185929648241206,0.6668478965648229,0.45821704220499737,0.9690915002614595,0.7411861342886452
Which picture best describes the relationship between Pepper and your own preferences? ,0.8539864924534399,0.8315940429997514,1.0,0.7615166118194938,0.7474474469488894,0.8533103351879245,0.9080624607468551,0.7412996032400851,0.7216459982982677,0.9371267594969984,0.9211439589056504
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. ,0.6016299267309013,0.6975079443453215,0.7615166118194938,1.0,0.8440857418529136,0.724192796022674,0.8956167096031643,0.7326369452181678,0.6919901771743742,0.7218301036609229,0.8720634923126859
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .1,0.461934885437156,0.5440823305876998,0.7474474469488894,0.8440857418529136,1.0,0.8606978946185856,0.7556699035940276,0.8595382307665282,0.5334650693692644,0.6187433550523465,0.8947167216337975
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .2,0.6546536707079773,0.6342313000379549,0.8533103351879245,0.724192796022674,0.8606978946185856,1.0,0.7579837488258486,0.9064249855570372,0.7128580164694877,0.7499652801888574,0.9547961252791307
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .3,0.6852518315080579,0.7185929648241206,0.9080624607468551,0.8956167096031643,0.7556699035940276,0.7579837488258486,1.0,0.666847896564823,0.7735492002815547,0.8102832097158197,0.8921841456830634
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .4,0.6108472217815262,0.6668478965648229,0.7412996032400851,0.7326369452181678,0.8595382307665282,0.9064249855570372,0.666847896564823,1.0,0.5689213456924791,0.7060012871049968,0.9054707197773922
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .5,0.5328701692569687,0.45821704220499737,0.7216459982982677,0.6919901771743742,0.5334650693692644,0.7128580164694877,0.7735492002815547,0.5689213456924791,1.0,0.5998346677824428,0.7814132139718724
mean_cultural_closeness,0.9758737197067493,0.9690915002614595,0.9371267594969984,0.7218301036609229,0.6187433550523465,0.7499652801888574,0.8102832097158197,0.7060012871049968,0.5998346677824428,1.0,0.8353573494235192
mean_competence,0.7246011983003813,0.7411861342886452,0.9211439589056504,0.8720634923126859,0.8947167216337975,0.9547961252791307,0.8921841456830634,0.9054707197773922,0.7814132139718724,0.8353573494235192,1.0
