,Nationality,Participant ID,Which picture best describes your relationship with Italy or Germany?,Which picture best describes your relationship with Italian or German language?,Which picture best describes your relationship with Italian or German Culture?,I see myself as someone who  [... is reserved ],I see myself as someone who  [... is generally trusting],I see myself as someone who  [... tends to be lazy],"I see myself as someone who  [... is relaxed, handles stress well]",I see myself as someone who  [... has few artistic interests],"I see myself as someone who  [... is ongoing, sociable]",I see myself as someone who  [... tends to find fault with others],I see myself as someone who  [... does a thorough job],I see myself as someone who  [... get nervous easily],I see myself as someone who  [... has active imagination],"Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Function successfully]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Act consistenly]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Reliable]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Predictable]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Dependable]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Follow directions]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Meet the needs of the mission]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Perform exactly as instructed]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Have errors]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Provide appropriate information]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Malfunction]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Communicate with people]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Provide Feedback]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Unresponsive]",mean_cultural_closeness_subj,mean_personality_subj,extraversion,agreebleness,coscientiousness,neuroticism,openness,mean_trust_subj
count,32.0,32,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0
unique,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
top,, 77d6bc3e-0cf1-4b5b-9601-d69825a000f4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
freq,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mean,1.0,,5.53125,6.6875,6.0,3.21875,3.5625,2.8125,3.4375,3.3125,4.0625,2.53125,3.9375,2.71875,3.71875,0.7093750000000001,0.6875,0.61875,0.7625,0.609375,0.8,0.734375,0.740625,0.6156250000000001,0.696875,0.44375,0.7562499999999999,0.6937500000000001,0.2875,5.302083333333333,3.0803125000000002,-1.03125,-1.125,-0.71875,0.40625,-3.3531250000000004,1.1999802714646464
std,0.0,,1.4587748947484622,0.6927039119836262,0.8032193289024988,1.184152752788036,1.1053389496206072,1.281065584682558,1.2164862143392416,1.1760376338064324,0.759350316537635,0.8418250143816763,0.759350316537635,1.2504031607910022,1.1139692183156762,0.13285785515888535,0.13619246343602937,0.18740589036083014,0.16014106684521176,0.22049705579191578,0.14810632623547093,0.1494276715747725,0.1864081110653926,0.2897266509281887,0.1355618535172497,0.18480591388386794,0.15013434843714202,0.18305208143074758,0.20438736151823844,0.6008320097520207,0.2738080841309911,1.5551034609290626,1.5606036879899208,2.173660136060091,1.9320618269677103,0.7674778025580642,0.09626832143576254
min,1.0,,1.0,4.0,5.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.3,0.3,0.1,0.4,0.1,0.4,0.3,0.3,0.0,0.3,0.1,0.4,0.2,0.0,3.6666666666666665,2.55,-4.0,-4.0,-4.0,-3.0,-4.5,0.905618686868687
25%,1.0,,4.75,7.0,5.0,2.0,3.0,2.0,3.0,3.0,4.0,2.0,3.75,2.0,3.0,0.6749999999999999,0.6,0.5,0.7,0.5,0.7,0.6749999999999999,0.7,0.475,0.6,0.3,0.7,0.575,0.1,4.916666666666667,2.9325,-2.0,-2.0,-2.0,-1.0,-4.125,1.1586963383838382
50%,1.0,,6.0,7.0,6.0,4.0,4.0,2.5,4.0,4.0,4.0,2.5,4.0,3.0,4.0,0.7,0.7,0.6499999999999999,0.8,0.6499999999999999,0.8,0.8,0.7,0.6499999999999999,0.7,0.5,0.8,0.75,0.25,5.333333333333333,3.075,-1.0,-1.0,-1.0,0.0,-3.3,1.2119633838383836
75%,1.0,,7.0,7.0,7.0,4.0,4.0,4.0,4.0,4.0,5.0,3.0,4.0,4.0,5.0,0.8,0.8,0.7,0.9,0.7,0.9,0.8250000000000001,0.9,0.8250000000000001,0.8,0.6,0.9,0.8,0.4,5.666666666666667,3.2700000000000005,0.0,0.0,0.25,1.0,-3.1750000000000003,1.2571969696969698
max,1.0,,7.0,7.0,7.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,0.9,0.9,1.0,1.0,1.0,1.0,0.9,1.0,1.0,0.9,0.8,1.0,1.0,0.8,6.333333333333333,3.6700000000000004,2.0,3.0,4.0,4.0,-1.2,1.356439393939394
