,Nationality,Participant ID,Which picture best describes your relationship with Italy or Germany?,Which picture best describes your relationship with Italian or German language?,Which picture best describes your relationship with Italian or German Culture?,I see myself as someone who  [... is reserved ],I see myself as someone who  [... is generally trusting],I see myself as someone who  [... tends to be lazy],"I see myself as someone who  [... is relaxed, handles stress well]",I see myself as someone who  [... has few artistic interests],"I see myself as someone who  [... is ongoing, sociable]",I see myself as someone who  [... tends to find fault with others],I see myself as someone who  [... does a thorough job],I see myself as someone who  [... get nervous easily],I see myself as someone who  [... has active imagination],"Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Function successfully]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Act consistenly]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Reliable]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Predictable]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Dependable]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Follow directions]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Meet the needs of the mission]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Perform exactly as instructed]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Have errors]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Provide appropriate information]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Malfunction]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Communicate with people]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Provide Feedback]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Unresponsive]",mean_cultural_closeness_subj,mean_personality_subj,extraversion,agreebleness,coscientiousness,neuroticism,openness,mean_trust_subj
count,25.0,25,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0
unique,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
top,,769f83e0-4702-4b09-930c-53309601ff1f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
freq,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mean,0.0,,4.48,6.04,5.56,3.68,4.2,2.56,3.08,3.2,3.72,2.36,4.16,3.4,4.0,0.7239999999999999,0.7360000000000001,0.676,0.6519999999999999,0.612,0.792,0.736,0.716,0.49200000000000005,0.7040000000000001,0.41600000000000004,0.728,0.6559999999999999,0.316,5.093333333333333,3.1404,-1.84,-1.6,0.32,0.8,-2.9959999999999996,1.1593055555555556
std,0.0,,1.194431524477928,1.0598742063723097,0.7118052168020874,0.9451631252505216,0.9128709291752769,1.1210114480533493,1.2220201853215573,1.35400640077266,1.0614455552060438,0.8103497187428812,0.8,1.118033988749895,0.9574271077563381,0.1942506971244462,0.16299284237863534,0.1984943324127921,0.21432063207571347,0.2166410241236256,0.13203534880225576,0.18681541692269407,0.22487033300697243,0.23965252624024921,0.13988090172238193,0.24269322199023194,0.16206994374857622,0.15297058540778355,0.18859126879754182,0.495535624910617,0.3157857923762034,1.4628738838327795,1.5,1.99415813481947,1.6072751268321592,1.095627673984187,0.09594440378477297
min,0.0,,2.0,3.0,5.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,0.2,0.4,0.3,0.1,0.2,0.5,0.4,0.2,0.0,0.3,0.0,0.4,0.4,0.0,4.0,2.6399999999999997,-4.0,-4.0,-4.0,-3.0,-4.6,1.0231691919191916
25%,0.0,,4.0,5.0,5.0,3.0,4.0,2.0,2.0,2.0,4.0,2.0,4.0,3.0,4.0,0.7,0.6,0.5,0.6,0.5,0.7,0.6,0.6,0.3,0.6,0.3,0.7,0.5,0.2,5.0,2.98,-3.0,-3.0,-1.0,0.0,-3.4,1.0522727272727272
50%,0.0,,4.0,6.0,5.0,4.0,4.0,3.0,3.0,4.0,4.0,2.0,4.0,3.0,4.0,0.8,0.8,0.7,0.7,0.6,0.8,0.7,0.7,0.5,0.7,0.4,0.8,0.7,0.3,5.0,3.08,-2.0,-1.0,0.0,1.0,-3.2,1.168181818181818
75%,0.0,,5.0,7.0,6.0,4.0,5.0,3.0,4.0,4.0,4.0,3.0,5.0,4.0,5.0,0.8,0.8,0.8,0.8,0.8,0.9,0.9,0.9,0.7,0.8,0.5,0.8,0.7,0.4,5.333333333333333,3.38,-1.0,0.0,2.0,1.0,-3.0,1.2233585858585858
max,0.0,,7.0,7.0,7.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0.9,1.0,1.0,0.8,5.666666666666667,3.88,2.0,1.0,4.0,4.0,0.0,1.3249368686868688
