,Which picture best describes the relationship between Pepper and your country? ,Which picture best describes the relationship between Pepper and your national culture? ,Which picture best describes the relationship between Pepper and your own preferences? ,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. ,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .1,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .2,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .3,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .4,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .5,mean_cultural_closeness,mean_competence
Which picture best describes the relationship between Pepper and your country? ,1.0,0.7592032546545465,0.6680426571226851,0.42678220501455155,0.2902340685051453,0.059047186621666206,0.1318230365017214,0.15181065837389082,0.36942716034288464,0.885661032849527,0.34699311034421904
Which picture best describes the relationship between Pepper and your national culture? ,0.7592032546545465,1.0,0.7218419375846782,0.69294104291437,0.48313408685980186,0.3893028780592087,0.4128319731960271,0.4284554178291562,0.561678684723605,0.9183598855349959,0.6318798001265681
Which picture best describes the relationship between Pepper and your own preferences? ,0.6680426571226851,0.7218419375846782,1.0,0.45961491649019054,0.22689107674773945,0.27320034727662046,0.31392975422423525,0.5284307139139045,0.46890689343662284,0.8962636335419407,0.5155983480138177
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. ,0.42678220501455155,0.69294104291437,0.45961491649019054,1.0,0.7997265402768444,0.6946010556104423,0.8340342741775546,0.6105084109482749,0.8997774914759588,0.587162596968797,0.9365484067103265
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .1,0.2902340685051453,0.48313408685980186,0.22689107674773945,0.7997265402768444,1.0,0.7380066072116023,0.7163487630171336,0.45155973147153516,0.6314594098019721,0.36911977548997565,0.8504698442953401
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .2,0.059047186621666206,0.3893028780592087,0.27320034727662046,0.6946010556104423,0.7380066072116023,1.0,0.6405762188813283,0.5950832767191897,0.5991478270473304,0.2762517841318671,0.8383201435256261
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .3,0.1318230365017214,0.4128319731960271,0.31392975422423525,0.8340342741775546,0.7163487630171336,0.6405762188813283,1.0,0.5406789231344657,0.7873006623554862,0.32559874984898773,0.8633855240803561
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .4,0.15181065837389082,0.4284554178291562,0.5284307139139045,0.6105084109482749,0.45155973147153516,0.5950832767191897,0.5406789231344657,1.0,0.5289510575561457,0.42482762058354984,0.7337305236655971
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .5,0.36942716034288464,0.561678684723605,0.46890689343662284,0.8997774914759588,0.6314594098019721,0.5991478270473304,0.7873006623554862,0.5289510575561457,1.0,0.5226677526600172,0.8612394128915859
mean_cultural_closeness,0.885661032849527,0.9183598855349959,0.8962636335419407,0.587162596968797,0.36911977548997565,0.2762517841318671,0.32559874984898773,0.42482762058354984,0.5226677526600172,1.0,0.5605169006294815
mean_competence,0.34699311034421904,0.6318798001265681,0.5155983480138177,0.9365484067103265,0.8504698442953401,0.8383201435256261,0.8633855240803561,0.7337305236655971,0.8612394128915859,0.5605169006294815,1.0
