,Which picture best describes the relationship between Pepper and your country? ,Which picture best describes the relationship between Pepper and your national culture? ,Which picture best describes the relationship between Pepper and your own preferences? ,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. ,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .1,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .2,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .3,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .4,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .5,mean_cultural_closeness,mean_competence
Which picture best describes the relationship between Pepper and your country? ,1.0,0.8449258037837487,0.8066383323643528,0.7181895714065412,0.5297004099222924,0.48631013253702965,0.5293739201150665,0.671875,0.5946061598702528,0.9396029777478623,0.7086002949402679
Which picture best describes the relationship between Pepper and your national culture? ,0.8449258037837487,1.0,0.8310534947777014,0.6879610213575971,0.44694529079516715,0.5947030731054842,0.5932234891374338,0.6607123291215942,0.6740582570167373,0.951115973689455,0.743976662042938
Which picture best describes the relationship between Pepper and your own preferences? ,0.8066383323643528,0.8310534947777014,1.0,0.7656408310275987,0.5189815018421273,0.631134675760597,0.6364981154268722,0.6649315983003447,0.7059865734253827,0.9313963501057375,0.7795760808765165
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. ,0.7181895714065412,0.6879610213575971,0.7656408310275987,1.0,0.708262416082303,0.7858414477292122,0.8277791227081552,0.8012302406004228,0.8655771154634679,0.7678634544662074,0.9260721772922129
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .1,0.5297004099222924,0.44694529079516715,0.5189815018421273,0.708262416082303,1.0,0.6542471577536473,0.6347953115127353,0.5219106980116706,0.6413276334005289,0.5283573853503888,0.781739545123033
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .2,0.48631013253702965,0.5947030731054842,0.631134675760597,0.7858414477292122,0.6542471577536473,1.0,0.7663540732481,0.7223135792094116,0.81907709619485,0.6060314167174662,0.9016656046422012
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .3,0.5293739201150665,0.5932234891374338,0.6364981154268722,0.8277791227081552,0.6347953115127353,0.7663540732481,1.0,0.5995560686151697,0.8760703463110665,0.6224581755568134,0.8815971878284194
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .4,0.671875,0.6607123291215942,0.6649315983003447,0.8012302406004228,0.5219106980116706,0.7223135792094116,0.5995560686151697,1.0,0.7261055990723279,0.7074549764097673,0.832500678859846
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .5,0.5946061598702528,0.6740582570167373,0.7059865734253827,0.8655771154634679,0.6413276334005289,0.81907709619485,0.8760703463110665,0.7261055990723279,1.0,0.6990386548747173,0.9321046258392025
mean_cultural_closeness,0.9396029777478623,0.951115973689455,0.9313963501057375,0.7678634544662074,0.5283573853503888,0.6060314167174662,0.6224581755568134,0.7074549764097673,0.6990386548747173,1.0,0.7901031696378464
mean_competence,0.7086002949402679,0.743976662042938,0.7795760808765165,0.9260721772922129,0.781739545123033,0.9016656046422012,0.8815971878284194,0.832500678859846,0.9321046258392025,0.7901031696378464,1.0
