,Nationality,Participant ID,Which picture best describes your relationship with Italy or Germany?,Which picture best describes your relationship with Italian or German language?,Which picture best describes your relationship with Italian or German Culture?,I see myself as someone who  [... is reserved ],I see myself as someone who  [... is generally trusting],I see myself as someone who  [... tends to be lazy],"I see myself as someone who  [... is relaxed, handles stress well]",I see myself as someone who  [... has few artistic interests],"I see myself as someone who  [... is ongoing, sociable]",I see myself as someone who  [... tends to find fault with others],I see myself as someone who  [... does a thorough job],I see myself as someone who  [... get nervous easily],I see myself as someone who  [... has active imagination],"Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Function successfully]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Act consistenly]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Reliable]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Predictable]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Dependable]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Follow directions]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Meet the needs of the mission]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Perform exactly as instructed]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Have errors]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Provide appropriate information]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Malfunction]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Communicate with people]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Provide Feedback]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Unresponsive]",mean_cultural_closeness_subj,mean_personality_subj,extraversion,agreebleness,coscientiousness,neuroticism,openness,mean_trust_subj
count,37.0,37,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0
unique,,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
top,,af963537-2f40-45ef-a585-362b6a0cfa23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
freq,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mean,0.0,,4.081081081081081,5.837837837837838,4.918918918918919,3.7027027027027026,4.162162162162162,2.6216216216216215,3.0,3.2432432432432434,3.5945945945945947,2.5135135135135136,4.108108108108108,3.5135135135135136,4.054054054054054,0.7351351351351351,0.7351351351351351,0.6837837837837838,0.6756756756756757,0.6189189189189189,0.7918918918918918,0.7297297297297297,0.7324324324324325,0.5216216216216216,0.7297297297297297,0.4243243243243244,0.727027027027027,0.6675675675675675,0.34594594594594597,4.819819819819821,3.1545945945945943,-1.6486486486486487,-1.4864864864864864,0.5135135135135135,0.8108108108108109,-2.8594594594594596,1.1196065383565383
std,0.0,,1.4019505930900225,1.2586040219561052,1.139648541787686,0.9388191419977446,0.8979456032000526,1.0633111635972936,1.224744871391589,1.382538032537048,1.0661316225666684,0.9894336657800659,0.7372540563086402,1.1695588347184025,0.8802129144558007,0.1798397685228224,0.15494840757171083,0.19509757318599086,0.2073716542900765,0.19697410692473974,0.1361746802586426,0.17137493798501977,0.19868184233712569,0.2518102627146249,0.14694077579620843,0.2419887570912305,0.1484150498670099,0.15285078790560214,0.18796364097965948,0.6785723693611909,0.33925240189598094,1.4947355064472894,1.4457143874535145,2.0496831953258536,1.5957902576925784,1.100873254249517,0.11823688369607255
min,0.0,,1.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,0.2,0.4,0.2,0.1,0.2,0.5,0.4,0.2,0.0,0.3,0.0,0.4,0.4,0.0,3.0,2.58,-4.0,-4.0,-4.0,-3.0,-4.6,0.76875
25%,0.0,,3.0,5.0,4.0,3.0,4.0,2.0,2.0,2.0,3.0,2.0,4.0,3.0,4.0,0.7,0.7,0.6,0.6,0.5,0.7,0.6,0.6,0.3,0.6,0.3,0.6,0.5,0.2,4.333333333333333,2.98,-3.0,-2.0,-1.0,0.0,-3.3,1.0335858585858586
50%,0.0,,4.0,6.0,5.0,4.0,4.0,3.0,3.0,4.0,4.0,2.0,4.0,4.0,4.0,0.8,0.7,0.7,0.7,0.6,0.8,0.7,0.7,0.5,0.7,0.4,0.8,0.7,0.3,5.0,3.1399999999999997,-2.0,-1.0,1.0,1.0,-3.2,1.1409090909090909
75%,0.0,,5.0,7.0,6.0,4.0,5.0,3.0,4.0,4.0,4.0,3.0,5.0,4.0,5.0,0.8,0.8,0.8,0.8,0.8,0.9,0.9,0.9,0.7,0.8,0.5,0.8,0.8,0.5,5.333333333333333,3.3899999999999997,-1.0,0.0,2.0,2.0,-2.3,1.2202020202020203
