,Nationality,Which picture best describes your relationship with Italy or Germany?,Which picture best describes your relationship with Italian or German language?,Which picture best describes your relationship with Italian or German Culture?,I see myself as someone who  [... is reserved ],I see myself as someone who  [... is generally trusting],I see myself as someone who  [... tends to be lazy],"I see myself as someone who  [... is relaxed, handles stress well]",I see myself as someone who  [... has few artistic interests],"I see myself as someone who  [... is ongoing, sociable]",I see myself as someone who  [... tends to find fault with others],I see myself as someone who  [... does a thorough job],I see myself as someone who  [... get nervous easily],I see myself as someone who  [... has active imagination],"Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Function successfully]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Act consistenly]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Reliable]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Predictable]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Dependable]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Follow directions]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Meet the needs of the mission]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Perform exactly as instructed]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Have errors]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Provide appropriate information]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Malfunction]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Communicate with people]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Provide Feedback]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Unresponsive]",mean_cultural_closeness_subj,mean_personality_subj,extraversion,agreebleness,coscientiousness,neuroticism,openness,mean_trust_subj
Nationality,1.0,0.4135030585566386,0.30162165307567373,0.3775185293416818,-0.21071636718373404,-0.283822867367976,0.04294903562027452,0.20221028172514738,0.024872694819788196,0.2448235930313753,-0.022723904977797568,-0.1247273221762139,-0.34805174078060186,-0.18117008488595585,-0.05945626672348936,-0.13221859812078554,-0.14953007212783598,0.22066352718951562,0.02825169985008478,0.058936779403880944,0.05519607712372386,0.04638999488451346,0.22121797432567045,-0.06676051691777705,0.07305420997148676,0.1431454854121461,0.12316584951873596,-0.12608207833361457,0.2713598514788526,-0.15473975557354192,0.17970461043329264,0.09445284986531521,-0.3128360528832168,-0.12393349146636015,-0.24840519577583495,0.29764593350247537
Which picture best describes your relationship with Italy or Germany?,0.4135030585566386,1.0,0.49399216403294754,0.570108792720126,-0.1968899090118602,-0.12291127501276147,0.07712018725806002,0.09062245011126402,0.07248380518230445,0.2617261072516736,-0.10620516086214003,-0.008196568788157577,-0.19802985177641547,-0.06517518567452404,-0.1662097861954458,-0.21581270170374456,-0.2256183993035715,0.13085734161318094,-0.08863474943280723,0.1304425381133286,-0.007265388237205861,0.01015449387957345,-0.07291927595175764,-0.21678626113264612,-0.061021715214054036,-0.01409862229969436,-0.08620446187865942,-0.14176834426458143,0.4948466531074069,-0.011438497956627325,0.019283562556466974,0.062492035401087484,-0.1645189690786076,-0.09133946538934805,-0.2820754607523847,0.43045613029874885
Which picture best describes your relationship with Italian or German language?,0.30162165307567373,0.49399216403294754,1.0,0.3159183235949701,-0.10412045127262441,0.06466631826506535,0.19275120439000382,-0.23707380118156984,0.1669925595413196,0.16505549033483977,-0.04948504658696379,-0.0929113351825513,0.06254769502585455,0.0780443225056251,-0.004773855129193685,-0.018484993412012117,-0.06679927532338165,0.05963281939731359,-0.019302887279573907,0.14860947466045268,-0.017222938201885373,0.09272833887182597,0.011395591358189109,-0.048532666198708205,0.07778598887507446,-0.021081584350115316,0.039845162950085555,-0.12556651651305326,0.6940626715226058,0.12935817849147593,-0.0741498659848404,0.19214302919937418,0.16694117228262295,-0.07738337963729901,-0.16178720786169934,0.6829930192090833
Which picture best describes your relationship with Italian or German Culture?,0.3775185293416818,0.570108792720126,0.3159183235949701,1.0,-0.06712416063270128,-0.022653614917076063,-0.028599677048071225,0.1153079418582045,-0.037014129633713,0.24887983689080345,-0.123675552695178,0.041709945345408964,-0.15528004424080372,0.14663445602870892,-0.12026117115501425,-0.13533962370309338,-0.18678502253536244,-0.013566893962497573,-0.16472232691945776,3.3315524663649155e-16,-0.08049117339872212,-0.06535611126921874,-0.049744116752515735,-0.26895766052326936,-0.15175810828327735,-0.09744369273854595,-0.1813592240720377,-0.21493559834227155,0.6959902805029041,0.038069768215287916,-0.059684276687224626,-0.042371363963265754,-0.15341015660821897,0.11273234910924393,-0.26214829944671486,0.58625174200696
I see myself as someone who  [... is reserved ],-0.21071636718373404,-0.1968899090118602,-0.10412045127262441,-0.06712416063270128,1.0,0.14153317052793968,-0.03804293206064579,-0.140616818880467,-0.0976400452202352,-0.38975291674549223,-0.07384765047790472,-0.024588404920629296,0.3207757156937298,0.18397230422067876,0.089436509384349,-0.042287871666841885,0.05681881748925557,-0.018751001878092557,0.014677232421484707,0.08229867399963757,0.11732190407283377,-0.036264876315143905,-0.03895942200322855,-0.06578282140265164,-0.10683478700260618,-0.041156631064066265,-0.051522328475981566,-0.017633091319313555,0.422039075415579,-0.011812516734314953,-0.1413568147114638,-0.01661376191853813,0.2630866954483296,0.17911542322794186,0.3946152073257573,0.38860239388968126
I see myself as someone who  [... is generally trusting],-0.283822867367976,-0.12291127501276147,0.06466631826506535,-0.022653614917076063,0.14153317052793968,1.0,-0.171620232766373,-0.0845618685324356,0.12298933035906207,0.04848794820537588,-0.20056386940785545,0.10720774745691129,0.19295499667445937,0.07974742338469207,0.06352205637421848,0.20130031682469654,0.15106394182441021,-0.20460733187908045,0.13843998170883792,-0.08669716273991954,0.08014909309249538,0.10430507008762027,-0.0630209421516719,0.19126417230667364,-0.07181500558706562,-0.1875872795292075,0.08030173055547783,-0.09754518775522436,0.09812735574226249,0.3685848312208816,-0.803630865090928,-0.18323199691917685,0.15824094596758181,-0.04400925416780083,-0.037078764275455575,0.09165739530995565
I see myself as someone who  [... tends to be lazy],0.04294903562027452,0.07712018725806002,0.19275120439000382,-0.028599677048071225,-0.03804293206064579,-0.171620232766373,1.0,-0.08594000538646579,0.0894282573007886,-0.04068512364976936,0.2296593346980616,-0.2388912734277955,0.1592238235289721,0.012272058299288747,-0.05840254912711628,-0.20444086912531906,-0.0782147666847805,0.12458261856694239,-0.09703584273949303,0.12580828657331258,0.07534620928968008,0.06711730313309744,-0.09745603424294066,-0.19353652553838616,0.161641740268184,0.0987535754123748,0.08512011373469393,-0.15584335368718943,0.07529904633482906,0.3830967042862165,0.25652115470608333,0.8761486503149388,0.13949223675945202,-0.05865340902277165,0.030290708974042464,0.06652692775675083
"I see myself as someone who  [... is relaxed, handles stress well]",0.20221028172514738,0.09062245011126402,-0.23707380118156984,0.1153079418582045,-0.140616818880467,-0.0845618685324356,-0.08594000538646579,1.0,-0.22057148483679054,0.1319080893642568,-0.02289149055132603,0.025320053414726713,-0.566198938600281,-0.031051332537396524,-0.06910590723779653,-0.061519179190708644,-0.15450617514647585,0.11858255211844702,0.1321680263912074,-0.039725409224105335,0.05662040905097784,-0.060853207320792,0.0794499305237092,0.05007939475538447,-0.057810876331478425,0.002766471508628665,0.028253641061034934,0.04046216542025007,-0.14581150936631257,0.03849617378842352,0.043747848263137816,-0.0776739119196795,-0.8790516392299196,0.14421008044543854,-0.13980418478432763,-0.13600787292024155
I see myself as someone who  [... has few artistic interests],0.024872694819788196,0.07248380518230445,0.1669925595413196,-0.037014129633713,-0.0976400452202352,0.12298933035906207,0.0894282573007886,-0.22057148483679054,1.0,0.13433102126665708,0.09796156028639996,0.11011576382233672,0.1234410391232247,-0.13814050590351915,0.0548938598572113,0.1046126542423368,0.09209032648310411,-0.13016066642431803,0.010985980059908066,0.04705062204806851,0.19554728921285547,0.13737482802610548,-0.10547615467357906,0.061892705455503384,0.025865879961393192,0.26141995099240956,0.04934418190739032,-0.08708380412042802,0.024962717465823434,0.4927454128239055,-0.02434453279947082,0.013084231123267715,0.19305723789522386,-0.8164230568721655,-0.12221109839678018,0.09608936273780574
"I see myself as someone who  [... is ongoing, sociable]",0.2448235930313753,0.2617261072516736,0.16505549033483977,0.24887983689080345,-0.38975291674549223,0.04848794820537588,-0.04068512364976936,0.1319080893642568,0.13433102126665708,1.0,0.13473417494069367,-0.034551123982332635,-0.06859039791011158,-0.008838789110047414,-0.07137176580907731,-0.06966714558926516,-0.08314380012510113,-0.01447675639031385,-0.02681524538591867,-0.06260449503261795,-0.10115735416419377,0.071809509940309,-0.21720283936603352,-0.08692820466436484,-0.1010111918776483,-0.04682713342411389,-0.04927230803277467,-0.06892459864185595,0.02936383350508368,0.40330158142152506,0.048788380641866046,-0.013669746194844512,-0.11242842346039367,-0.1040050569414933,-0.9870307170734285,-0.016119807959176554
