,Which picture best describes the relationship between Pepper and your country? ,Which picture best describes the relationship between Pepper and your national culture? ,Which picture best describes the relationship between Pepper and your own preferences? ,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. ,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .1,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .2,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .3,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .4,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .5,mean_cultural_closeness,mean_competence
Which picture best describes the relationship between Pepper and your country? ,1.0,0.9144194581182378,0.6183504599037359,0.17946957379047662,0.1424579477235628,0.197619708507364,0.2824186452295484,0.36882628490282277,0.16991469046274796,0.92406535138551,0.37375838323753835
Which picture best describes the relationship between Pepper and your national culture? ,0.9144194581182378,1.0,0.7091291832455168,0.26441568153323336,0.20915193504605287,0.38685141917816757,0.38779046003411355,0.43940582996830463,0.19620685001303786,0.958394072856218,0.4772869621184197
Which picture best describes the relationship between Pepper and your own preferences? ,0.6183504599037359,0.7091291832455168,1.0,0.5032358260341716,0.482976899767313,0.5879525873036335,0.4703791875286811,0.5835907825308377,0.4530839081720249,0.8531625054139504,0.6707067359606091
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. ,0.17946957379047662,0.26441568153323336,0.5032358260341716,1.0,0.8840753539361087,0.6034676568014493,0.7784899329051381,0.8519556448975547,0.8499813146775134,0.34810843738780123,0.8992345097461889
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .1,0.1424579477235628,0.20915193504605287,0.482976899767313,0.8840753539361087,1.0,0.5871806747340589,0.7606600533255731,0.8157122642118464,0.8140185886245245,0.30702086603900264,0.8963441579257602
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .2,0.197619708507364,0.38685141917816757,0.5879525873036335,0.6034676568014493,0.5871806747340589,1.0,0.4187295781452706,0.5761021237626097,0.511492592756798,0.4309740320244868,0.7293662753396694
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .3,0.2824186452295484,0.38779046003411355,0.4703791875286811,0.7784899329051381,0.7606600533255731,0.4187295781452706,1.0,0.7628105245305615,0.7385934276247956,0.41817989148429985,0.839288799371345
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .4,0.36882628490282277,0.43940582996830463,0.5835907825308377,0.8519556448975547,0.8157122642118464,0.5761021237626097,0.7628105245305615,1.0,0.9098194392286514,0.5101396841805566,0.9436298870433747
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .5,0.16991469046274796,0.19620685001303786,0.4530839081720249,0.8499813146775134,0.8140185886245245,0.511492592756798,0.7385934276247956,0.9098194392286514,1.0,0.30104776045575504,0.8938302106472786
mean_cultural_closeness,0.92406535138551,0.958394072856218,0.8531625054139504,0.34810843738780123,0.30702086603900264,0.4309740320244868,0.41817989148429985,0.5101396841805566,0.30104776045575504,1.0,0.5581169807286821
mean_competence,0.37375838323753835,0.4772869621184197,0.6707067359606091,0.8992345097461889,0.8963441579257602,0.7293662753396694,0.839288799371345,0.9436298870433747,0.8938302106472786,0.5581169807286821,1.0
