,Nationality,Which picture best describes the relationship between Pepper and your country? ,Which picture best describes the relationship between Pepper and your national culture? ,Which picture best describes the relationship between Pepper and your own preferences? ,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. ,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .1,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .2,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .3,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .4,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .5,mean_cultural_closeness,mean_competence
Nationality,1.0,0.07315071699758155,0.013648777260815327,0.1458778176128015,0.227823294878219,0.18563133840324791,0.11215443081840877,0.40157134108989007,0.20976811432323159,0.2568734176646208,0.08494268302691087,0.25310792580884006
Which picture best describes the relationship between Pepper and your country? ,0.07315071699758155,1.0,0.916946946798986,0.6782918193755701,0.2944710324695421,0.24007787806507516,0.3281670811528908,0.3651567242051683,0.4184429692286762,0.2681776546299094,0.9327737389695394,0.4682816478890419
Which picture best describes the relationship between Pepper and your national culture? ,0.013648777260815327,0.916946946798986,1.0,0.7377759501268741,0.3742226972834024,0.2928888753809871,0.44698508675576426,0.41823924050399336,0.47153654270810946,0.2681394965763146,0.9572252790214938,0.5312346076132576
Which picture best describes the relationship between Pepper and your own preferences? ,0.1458778176128015,0.6782918193755701,0.7377759501268741,1.0,0.5853451806296643,0.5558681694685024,0.6588957923912883,0.5915386477848422,0.6267662738757843,0.5308779359824505,0.8785199744339836,0.7447749823050093
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. ,0.227823294878219,0.2944710324695421,0.3742226972834024,0.5853451806296643,1.0,0.8730362941964885,0.635452008849824,0.8053330753805037,0.8253497452795749,0.8093303358429065,0.4581109701257489,0.8935019126995553
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .1,0.18563133840324791,0.24007787806507516,0.2928888753809871,0.5558681694685024,0.8730362941964885,1.0,0.6703839426417577,0.7408549181545173,0.8211162987317954,0.7423407184099992,0.39865274638160025,0.8939165235418012
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .2,0.11215443081840877,0.3281670811528908,0.44698508675576426,0.6588957923912883,0.635452008849824,0.6703839426417577,1.0,0.4919535951842219,0.661808520971961,0.5715803202990101,0.523968404688944,0.7921084545503809
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .3,0.40157134108989007,0.3651567242051683,0.41823924050399336,0.5915386477848422,0.8053330753805037,0.7408549181545173,0.4919535951842219,1.0,0.7448905208587802,0.7414320448985147,0.5006996150161056,0.8462408875197595
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .4,0.20976811432323159,0.4184429692286762,0.47153654270810946,0.6267662738757843,0.8253497452795749,0.8211162987317954,0.661808520971961,0.7448905208587802,1.0,0.8374019224923008,0.5516826945585896,0.9330515702446165
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .5,0.2568734176646208,0.2681776546299094,0.2681394965763146,0.5308779359824505,0.8093303358429065,0.7423407184099992,0.5715803202990101,0.7414320448985147,0.8374019224923008,1.0,0.38977358894483194,0.869540967279802
mean_cultural_closeness,0.08494268302691087,0.9327737389695394,0.9572252790214938,0.8785199744339836,0.4581109701257489,0.39865274638160025,0.523968404688944,0.5006996150161056,0.5516826945585896,0.38977358894483194,1.0,0.6350212859955428
mean_competence,0.25310792580884006,0.4682816478890419,0.5312346076132576,0.7447749823050093,0.8935019126995553,0.8939165235418012,0.7921084545503809,0.8462408875197595,0.9330515702446165,0.869540967279802,0.6350212859955428,1.0
