,Nationality,Participant ID,Which picture best describes your relationship with Italy or Germany?,Which picture best describes your relationship with Italian or German language?,Which picture best describes your relationship with Italian or German Culture?,I see myself as someone who  [... is reserved ],I see myself as someone who  [... is generally trusting],I see myself as someone who  [... tends to be lazy],"I see myself as someone who  [... is relaxed, handles stress well]",I see myself as someone who  [... has few artistic interests],"I see myself as someone who  [... is ongoing, sociable]",I see myself as someone who  [... tends to find fault with others],I see myself as someone who  [... does a thorough job],I see myself as someone who  [... get nervous easily],I see myself as someone who  [... has active imagination],"Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Function successfully]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Act consistenly]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Reliable]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Predictable]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Dependable]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Follow directions]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Meet the needs of the mission]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Perform exactly as instructed]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Have errors]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Provide appropriate information]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Malfunction]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Communicate with people]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Provide Feedback]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Unresponsive]",mean_cultural_closeness_subj,mean_personality_subj,extraversion,agreebleness,coscientiousness,neuroticism,openness,mean_trust_subj
count,36.0,36,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0
unique,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
top,, 77d6bc3e-0cf1-4b5b-9601-d69825a000f4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
freq,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mean,1.0,,5.416666666666667,6.722222222222222,5.666666666666667,3.3055555555555554,3.6666666666666665,2.7222222222222223,3.3333333333333335,3.2777777777777777,4.055555555555555,2.4166666666666665,3.861111111111111,2.7222222222222223,3.8333333333333335,0.7194444444444444,0.7083333333333335,0.6361111111111112,0.7722222222222223,0.6361111111111112,0.8194444444444444,0.7444444444444446,0.7472222222222221,0.6416666666666667,0.7194444444444444,0.4722222222222223,0.7805555555555554,0.7138888888888889,0.30000000000000004,5.231481481481481,3.060833333333333,-1.25,-1.1388888888888888,-0.6111111111111112,0.5555555555555556,-3.336111111111111,1.1988390852974184
std,0.0,,1.4808298831591504,0.5662463427121809,1.2188988004400882,1.1666666666666665,1.0690449676496976,1.3007934086792923,1.2873006086935783,1.161553420728616,0.8926507698004841,0.806225774829855,0.7616815149120597,1.3225756497101968,1.0281745265969477,0.13694512862445404,0.14015297764534704,0.18071726580138978,0.16837222558725753,0.21132612275516285,0.14893803974317535,0.15573685579838917,0.1874431130634589,0.28422827847649906,0.13694512862445404,0.19509867263385486,0.15458598059599518,0.18229141156444734,0.2,0.6006316487041322,0.2844380424626777,1.4217695212053785,1.6414763002993509,2.333333333333333,1.779958979373954,0.8754273332910139,0.08610124846426151
min,1.0,,1.0,5.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,0.3,0.3,0.1,0.4,0.1,0.4,0.3,0.3,0.0,0.3,0.1,0.4,0.2,0.0,4.0,2.55,-4.0,-4.0,-4.0,-2.0,-4.5,1.0145833333333332
25%,1.0,,4.0,7.0,5.0,2.0,3.0,2.0,2.0,3.0,4.0,2.0,3.75,1.75,3.0,0.7,0.6,0.575,0.7,0.5,0.775,0.6749999999999999,0.7,0.5,0.6749999999999999,0.375,0.7,0.6,0.17500000000000002,4.666666666666667,2.8475,-2.0,-2.25,-2.0,-0.25,-4.125,1.1586963383838382
50%,1.0,,6.0,7.0,6.0,4.0,4.0,2.0,4.0,4.0,4.0,2.0,4.0,3.0,4.0,0.7,0.7,0.7,0.8,0.7,0.8,0.8,0.7,0.7,0.7,0.5,0.8,0.8,0.3,5.333333333333333,3.075,-1.5,-1.0,-1.0,0.0,-3.3,1.2075441919191916
75%,1.0,,7.0,7.0,7.0,4.0,4.0,4.0,4.0,4.0,5.0,3.0,4.0,4.0,5.0,0.8,0.8,0.725,0.9,0.7,0.9,0.9,0.9,0.8250000000000001,0.8,0.6,0.9,0.8,0.4,5.666666666666667,3.2700000000000005,0.0,0.0,1.0,1.0,-3.1750000000000003,1.2550978535353536
max,1.0,,7.0,7.0,7.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,0.9,0.9,1.0,1.0,1.0,1.0,0.9,1.0,1.0,0.9,0.8,1.0,1.0,0.8,6.333333333333333,3.6700000000000004,2.0,3.0,4.0,4.0,-0.5,1.356439393939394
