,Nationality,Participant ID,Which picture best describes your relationship with Italy or Germany?,Which picture best describes your relationship with Italian or German language?,Which picture best describes your relationship with Italian or German Culture?,I see myself as someone who  [... is reserved ],I see myself as someone who  [... is generally trusting],I see myself as someone who  [... tends to be lazy],"I see myself as someone who  [... is relaxed, handles stress well]",I see myself as someone who  [... has few artistic interests],"I see myself as someone who  [... is ongoing, sociable]",I see myself as someone who  [... tends to find fault with others],I see myself as someone who  [... does a thorough job],I see myself as someone who  [... get nervous easily],I see myself as someone who  [... has active imagination],"Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Function successfully]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Act consistenly]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Reliable]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Predictable]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Dependable]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Follow directions]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Meet the needs of the mission]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Perform exactly as instructed]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Have errors]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Provide appropriate information]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Malfunction]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Communicate with people]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Provide Feedback]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Unresponsive]",mean_cultural_closeness_subj,mean_personality_subj,extraversion,agreebleness,coscientiousness,neuroticism,openness,mean_trust_subj
count,16.0,16,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0
unique,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
top,,3318f716-94c4-4264-a345-2546b545b2a1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
freq,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mean,1.0,,5.1875,7.0,5.5,3.1875,4.0,2.8125,3.1875,3.4375,4.1875,2.4375,3.875,2.75,3.9375,0.75,0.73125,0.69375,0.775,0.7125,0.8375,0.8,0.8,0.59375,0.7625,0.43750000000000006,0.7937500000000001,0.76875,0.26875,5.229166666666667,3.1375,-1.5625,-1.0625,-0.4375,0.5,-3.4375,1.2081399936868686
std,0.0,,1.6007810593582121,0.0,1.2110601416389966,1.2763881332363862,0.9660917830792959,1.4705441169852742,1.4705441169852742,1.2632629707758134,0.9105858919765157,0.8139410298049853,0.806225774829855,1.2909944487358056,0.9979144919948469,0.09660917830792962,0.09464847243000458,0.13400870618483465,0.1949358868961793,0.1927865832122834,0.1707825127659933,0.1264911064067352,0.15055453054181622,0.2862836588653522,0.12041594578792297,0.202895703913776,0.15692354826475216,0.140089257261219,0.1778341924377874,0.5672382737961703,0.3005439513060722,1.1528949070347507,1.691892431568863,2.5024987512484396,1.8618986725025255,0.9193294657883357,0.07587715194309262
min,1.0,,1.0,7.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,0.5,0.6,0.4,0.4,0.2,0.4,0.5,0.4,0.0,0.5,0.1,0.5,0.5,0.0,4.666666666666667,2.68,-3.0,-3.0,-4.0,-2.0,-4.5,1.0713383838383839
25%,1.0,,4.0,7.0,5.0,2.0,4.0,1.75,2.0,3.75,4.0,2.0,3.75,2.0,3.0,0.7,0.7,0.6,0.6749999999999999,0.6,0.775,0.7,0.7,0.475,0.7,0.3,0.7,0.7,0.1,4.666666666666667,2.8475,-2.0,-3.0,-2.25,-1.0,-4.2,1.162200126262626
50%,1.0,,5.0,7.0,5.5,3.5,4.0,2.5,4.0,4.0,4.0,2.5,4.0,2.5,4.0,0.75,0.7,0.7,0.8,0.7,0.9,0.8500000000000001,0.8,0.6499999999999999,0.75,0.45,0.8,0.8,0.25,5.166666666666666,3.175,-2.0,-1.0,0.0,0.0,-3.3,1.1978219696969696
75%,1.0,,6.25,7.0,6.25,4.0,5.0,4.0,4.0,4.0,5.0,3.0,4.0,4.0,5.0,0.8,0.8,0.8,0.925,0.8250000000000001,1.0,0.9,0.9,0.8,0.9,0.55,0.9,0.8250000000000001,0.4,5.666666666666667,3.3049999999999997,-1.0,0.0,0.5,1.0,-3.1750000000000003,1.2633522727272728
