,Nationality,Participant ID,Which picture best describes your relationship with Italy or Germany?,Which picture best describes your relationship with Italian or German language?,Which picture best describes your relationship with Italian or German Culture?,I see myself as someone who  [... is reserved ],I see myself as someone who  [... is generally trusting],I see myself as someone who  [... tends to be lazy],"I see myself as someone who  [... is relaxed, handles stress well]",I see myself as someone who  [... has few artistic interests],"I see myself as someone who  [... is ongoing, sociable]",I see myself as someone who  [... tends to find fault with others],I see myself as someone who  [... does a thorough job],I see myself as someone who  [... get nervous easily],I see myself as someone who  [... has active imagination],"Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Function successfully]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Act consistenly]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Reliable]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Predictable]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Dependable]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Follow directions]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Meet the needs of the mission]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Perform exactly as instructed]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Have errors]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Provide appropriate information]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Malfunction]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Communicate with people]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Provide Feedback]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Unresponsive]",mean_cultural_closeness_subj,mean_personality_subj,extraversion,agreebleness,coscientiousness,neuroticism,openness,mean_trust_subj
count,25.0,25,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0
unique,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
top,,831dea5f-05d3-4907-8ac8-893e24281e36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
freq,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mean,0.64,,4.96,7.0,5.32,3.48,4.0,2.8,3.04,3.44,3.84,2.44,3.92,3.0,4.04,0.728,0.7119999999999999,0.68,0.7240000000000001,0.68,0.836,0.76,0.7480000000000001,0.612,0.7639999999999999,0.48400000000000004,0.7760000000000001,0.7360000000000001,0.316,5.266666666666667,3.1247999999999996,-1.56,-1.12,-0.04,0.6,-3.112,1.2130353535353535
std,0.48989794855663565,,1.457166199626293,0.0,1.1445523142259597,1.1590225767142475,1.0408329997330663,1.3228756555322954,1.3686976778431872,1.2935738607954836,1.106044001535804,0.8205689083394114,0.7593857166596344,1.2583057392117916,0.9780933834080806,0.15684387141358125,0.13012814197295425,0.16832508230603463,0.2222611077089287,0.19790570145063194,0.1468559384794046,0.16583123951777,0.1851125783588643,0.26350205565295565,0.12206555615733704,0.20346989949375802,0.14224392195567914,0.16041612554021287,0.20346989949375804,0.490653381462658,0.29531226410925326,1.4742229591663987,1.6155494421403511,2.3180451534284945,1.8708286933869707,1.1461239025515524,0.06889611999147172
min,0.0,,1.0,7.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,0.2,0.4,0.3,0.1,0.2,0.4,0.4,0.4,0.0,0.5,0.1,0.5,0.4,0.0,4.666666666666667,2.58,-4.0,-4.0,-4.0,-3.0,-4.5,1.0713383838383839
25%,0.0,,4.0,7.0,5.0,3.0,4.0,2.0,2.0,4.0,3.0,2.0,4.0,2.0,3.0,0.7,0.6,0.6,0.6,0.6,0.8,0.6,0.7,0.5,0.7,0.4,0.7,0.6,0.2,4.666666666666667,2.87,-3.0,-3.0,-2.0,0.0,-4.2,1.1656565656565656
50%,1.0,,5.0,7.0,5.0,4.0,4.0,3.0,3.0,4.0,4.0,2.0,4.0,3.0,4.0,0.8,0.7,0.7,0.8,0.7,0.9,0.8,0.8,0.6,0.8,0.5,0.8,0.8,0.3,5.333333333333333,3.16,-2.0,-1.0,0.0,0.0,-3.3,1.206313131313131
75%,1.0,,6.0,7.0,6.0,4.0,5.0,4.0,4.0,4.0,5.0,3.0,4.0,4.0,5.0,0.8,0.8,0.8,0.9,0.8,0.9,0.9,0.9,0.8,0.9,0.7,0.9,0.8,0.4,5.666666666666667,3.38,-1.0,0.0,2.0,1.0,-2.3,1.2563762626262627
