,Which picture best describes the relationship between Pepper and your country? ,Which picture best describes the relationship between Pepper and your national culture? ,Which picture best describes the relationship between Pepper and your own preferences? ,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. ,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .1,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .2,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .3,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .4,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .5,mean_cultural_closeness,mean_competence
Which picture best describes the relationship between Pepper and your country? ,1.0,0.9737289911202953,0.9011551125709445,0.9128709291752769,0.8111071056538126,0.8451542547285166,0.8132500607904443,0.6481812160876687,0.8084520834544434,0.9856639980176117,0.866130420174886
Which picture best describes the relationship between Pepper and your national culture? ,0.9737289911202953,1.0,0.85255242512346,0.9,0.7996709849747745,0.7869470848066688,0.7483314773547881,0.6777720855862979,0.7306322805705787,0.9682458365518541,0.8334581592642234
Which picture best describes the relationship between Pepper and your own preferences? ,0.9011551125709445,0.85255242512346,1.0,0.8974236053931157,0.8638302814848372,0.9416331868010701,0.983370843925447,0.7241055579543653,0.9735953368747248,0.9531862253799281,0.9554330629896852
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. ,0.9128709291752769,0.9,0.8974236053931157,1.0,0.9773756483025025,0.9258200997725515,0.8552359741197579,0.8714212528966688,0.8634745134015928,0.9330368970408776,0.9628397507745541
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .1,0.8111071056538126,0.7996709849747745,0.8638302814848372,0.9773756483025025,1.0,0.9185842326543621,0.8548842422627598,0.9176629354822473,0.8655784229010972,0.855095008063003,0.9615526132093288
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .2,0.8451542547285166,0.7869470848066688,0.9416331868010701,0.9258200997725515,0.9185842326543621,1.0,0.9402561526802475,0.8665407417674353,0.9634060724866755,0.8909885996856388,0.9852008272591958
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .3,0.8132500607904443,0.7483314773547881,0.983370843925447,0.8552359741197579,0.8548842422627598,0.9402561526802475,1.0,0.7245688373094719,0.9941002434954169,0.8845385806115631,0.9472951331855795
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .4,0.6481812160876687,0.6777720855862979,0.7241055579543653,0.8714212528966688,0.9176629354822473,0.8665407417674353,0.7245688373094719,1.0,0.7503063099984763,0.7102272727272727,0.8875945209146205
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .5,0.8084520834544434,0.7306322805705787,0.9735953368747248,0.8634745134015928,0.8655784229010972,0.9634060724866755,0.9941002434954169,0.7503063099984763,1.0,0.8730837061800452,0.956628663836132
mean_cultural_closeness,0.9856639980176117,0.9682458365518541,0.9531862253799281,0.9330368970408776,0.855095008063003,0.8909885996856388,0.8845385806115631,0.7102272727272727,0.8730837061800452,1.0,0.9188466056971722
mean_competence,0.866130420174886,0.8334581592642234,0.9554330629896852,0.9628397507745541,0.9615526132093288,0.9852008272591958,0.9472951331855795,0.8875945209146205,0.956628663836132,0.9188466056971722,1.0
