,Which picture best describes the relationship between Pepper and your country? ,Which picture best describes the relationship between Pepper and your national culture? ,Which picture best describes the relationship between Pepper and your own preferences? ,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. ,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .1,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .2,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .3,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .4,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .5,mean_cultural_closeness,mean_competence
Which picture best describes the relationship between Pepper and your country? ,1.0,0.9442405464932045,0.6536905288587564,0.2698117438997111,-0.01917621782794157,0.23975304760049473,0.2745241968854754,0.1603307869251792,0.13159441849031925,0.9309936342158784,0.3028896267693831
Which picture best describes the relationship between Pepper and your national culture? ,0.9442405464932045,1.0,0.7738620005926443,0.3860072330150264,0.15478772546372324,0.40057715475315064,0.41659855343477553,0.3160706529086,0.20933573631840963,0.97636538233389,0.46261027187047093
Which picture best describes the relationship between Pepper and your own preferences? ,0.6536905288587564,0.7738620005926443,1.0,0.6320257287002887,0.43494952641076323,0.616249008657101,0.5709500770576794,0.49248276148948206,0.49099025303098287,0.8752967126928325,0.6904408938219491
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. ,0.2698117438997111,0.3860072330150264,0.6320257287002887,1.0,0.721127378713725,0.5632206223429678,0.7844589200464241,0.8389805288483024,0.9084379771916776,0.4658610885630774,0.8945308048115926
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .1,-0.01917621782794157,0.15478772546372324,0.43494952641076323,0.721127378713725,1.0,0.7757710918272251,0.5524732408550391,0.8693572339690175,0.7339834132572923,0.20930219240789877,0.8837043176839614
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .2,0.23975304760049473,0.40057715475315064,0.616249008657101,0.5632206223429678,0.7757710918272251,1.0,0.38207538050339435,0.706784635326131,0.46676243470644346,0.45523050744498117,0.7932014026650562
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .3,0.2745241968854754,0.41659855343477553,0.5709500770576794,0.7844589200464241,0.5524732408550391,0.38207538050339435,1.0,0.6209429194609344,0.7621782689114645,0.4565855222999423,0.7789726419331304
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .4,0.1603307869251792,0.3160706529086,0.49248276148948206,0.8389805288483024,0.8693572339690175,0.706784635326131,0.6209429194609344,1.0,0.8536652680928023,0.3515898338150456,0.9314013847636375
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .5,0.13159441849031925,0.20933573631840963,0.49099025303098287,0.9084379771916776,0.7339834132572923,0.46676243470644346,0.7621782689114645,0.8536652680928023,1.0,0.3015874768015728,0.8716783943117298
mean_cultural_closeness,0.9309936342158784,0.97636538233389,0.8752967126928325,0.4658610885630774,0.20930219240789877,0.45523050744498117,0.4565855222999423,0.3515898338150456,0.3015874768015728,1.0,0.526897259278547
mean_competence,0.3028896267693831,0.46261027187047093,0.6904408938219491,0.8945308048115926,0.8837043176839614,0.7932014026650562,0.7789726419331304,0.9314013847636375,0.8716783943117298,0.526897259278547,1.0
