,Which picture best describes the relationship between Pepper and your country? ,Which picture best describes the relationship between Pepper and your national culture? ,Which picture best describes the relationship between Pepper and your own preferences? ,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. ,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .1,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .2,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .3,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .4,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .5,mean_cultural_closeness,mean_competence
Which picture best describes the relationship between Pepper and your country? ,1.0,0.8202928211374398,0.7383464761670118,0.6079792648881261,0.46588520565775365,0.5709346377790077,0.5643823404088282,0.3394982419471682,0.4190184584112765,0.9414779670611721,0.6536416294864186
Which picture best describes the relationship between Pepper and your national culture? ,0.8202928211374398,1.0,0.6426787106849576,0.6807284730152675,0.4890175000666604,0.5066111678849495,0.5640653801676744,0.22829440438388812,0.4672934186034092,0.9097622340176262,0.625553359677553
Which picture best describes the relationship between Pepper and your own preferences? ,0.7383464761670118,0.6426787106849576,1.0,0.7066418013363654,0.606213399934017,0.6757823779815539,0.6930622338430487,0.4331189821072691,0.6135960183326614,0.8693340489029685,0.7794517651442449
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. ,0.6079792648881261,0.6807284730152675,0.7066418013363654,1.0,0.6931716902615913,0.7797968652377972,0.7618926316501303,0.5825292591886515,0.8425370051079282,0.7323692304632398,0.8885971091719057
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .1,0.46588520565775365,0.4890175000666604,0.606213399934017,0.6931716902615913,1.0,0.760329006257901,0.7392802464840494,0.25053748365674566,0.6902801984579988,0.5715805222765351,0.8220194836527405
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .2,0.5709346377790077,0.5066111678849495,0.6757823779815539,0.7797968652377972,0.760329006257901,1.0,0.7792612438992187,0.4128851734343188,0.7983950075387464,0.6415798235160111,0.9025449090908265
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .3,0.5643823404088282,0.5640653801676744,0.6930622338430487,0.7618926316501303,0.7392802464840494,0.7792612438992187,1.0,0.44657134509433905,0.794330808922365,0.6670983808354181,0.9008291578291334
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .4,0.3394982419471682,0.22829440438388812,0.4331189821072691,0.5825292591886515,0.25053748365674566,0.4128851734343188,0.44657134509433905,1.0,0.6538763818184242,0.36476209290882494,0.6271392572139206
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .5,0.4190184584112765,0.4672934186034092,0.6135960183326614,0.8425370051079282,0.6902801984579988,0.7983950075387464,0.794330808922365,0.6538763818184242,1.0,0.5485974117393373,0.9140624943378661
mean_cultural_closeness,0.9414779670611721,0.9097622340176262,0.8693340489029685,0.7323692304632398,0.5715805222765351,0.6415798235160111,0.6670983808354181,0.36476209290882494,0.5485974117393373,1.0,0.7538826198559069
mean_competence,0.6536416294864186,0.625553359677553,0.7794517651442449,0.8885971091719057,0.8220194836527405,0.9025449090908265,0.9008291578291334,0.6271392572139206,0.9140624943378661,0.7538826198559069,1.0
