,Nationality,Which picture best describes the relationship between Pepper and your country? ,Which picture best describes the relationship between Pepper and your national culture? ,Which picture best describes the relationship between Pepper and your own preferences? ,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. ,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .1,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .2,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .3,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .4,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .5,mean_cultural_closeness,mean_competence
Nationality,1.0,-0.12072953807729693,-0.11164672752943708,0.07206966753976655,0.26017025965918594,0.21565789641574482,0.37065696999156833,0.0605515411748739,0.09650579065078065,0.20740946616413533,-0.05932341281998888,0.195458237304212
Which picture best describes the relationship between Pepper and your country? ,-0.12072953807729693,1.0,0.8482662548766313,0.6861229208043169,0.5409500005424122,0.4237236579159675,0.44482545397899764,0.4912059352843642,0.30600261779620974,0.37975658571578064,0.9428505944075505,0.5902195578811054
Which picture best describes the relationship between Pepper and your national culture? ,-0.11164672752943708,0.8482662548766313,1.0,0.5812276056943667,0.5911112525937275,0.41485423554625994,0.42569099055906745,0.5035377636614283,0.26632133734734553,0.3907694520331071,0.9018602597415882,0.5746086378902485
Which picture best describes the relationship between Pepper and your own preferences? ,0.07206966753976655,0.6861229208043169,0.5812276056943667,1.0,0.6545586480323148,0.637356938119189,0.5805474244941244,0.690691912247948,0.42785044112675163,0.6356776237308183,0.8443642854251853,0.7697140693453782
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. ,0.26017025965918594,0.5409500005424122,0.5911112525937275,0.6545586480323148,1.0,0.6738222091252432,0.688967334275863,0.7202843394112639,0.6000630134336228,0.7660402155929881,0.6641930734829476,0.839100739730413
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .1,0.21565789641574482,0.4237236579159675,0.41485423554625994,0.637356938119189,0.6738222091252432,1.0,0.6771766880806528,0.6999023678025976,0.42619479725942516,0.7234769869265267,0.5492514195620992,0.8390590198660532
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .2,0.37065696999156833,0.44482545397899764,0.42569099055906745,0.5805474244941244,0.688967334275863,0.6771766880806528,1.0,0.6314184256268809,0.5239095411204074,0.7328642691832365,0.539933508609041,0.850428601019526
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .3,0.0605515411748739,0.4912059352843642,0.5035377636614283,0.690691912247948,0.7202843394112639,0.6999023678025976,0.6314184256268809,1.0,0.41448404723759985,0.7776962084758685,0.6269814563556692,0.8530117721539815
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .4,0.09650579065078065,0.30600261779620974,0.26632133734734553,0.42785044112675163,0.6000630134336228,0.42619479725942516,0.5239095411204074,0.41448404723759985,1.0,0.7164920103819752,0.37239143341319864,0.7008641248021352
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .5,0.20740946616413533,0.37975658571578064,0.3907694520331071,0.6356776237308183,0.7660402155929881,0.7234769869265267,0.7328642691832365,0.7776962084758685,0.7164920103819752,1.0,0.523263134136529,0.9196998293016945
mean_cultural_closeness,-0.05932341281998888,0.9428505944075505,0.9018602597415882,0.8443642854251853,0.6641930734829476,0.5492514195620992,0.539933508609041,0.6269814563556692,0.37239143341319864,0.523263134136529,1.0,0.7197632250894698
mean_competence,0.195458237304212,0.5902195578811054,0.5746086378902485,0.7697140693453782,0.839100739730413,0.8390590198660532,0.850428601019526,0.8530117721539815,0.7008641248021352,0.9196998293016945,0.7197632250894698,1.0
