,Which picture best describes the relationship between Pepper and your country? ,Which picture best describes the relationship between Pepper and your national culture? ,Which picture best describes the relationship between Pepper and your own preferences? ,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. ,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .1,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .2,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .3,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .4,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .5,mean_cultural_closeness,mean_competence
Which picture best describes the relationship between Pepper and your country? ,1.0,0.777098386743313,0.3630468172530968,0.29937164518975445,0.11997733975353442,0.06716306141298074,0.1745578018230595,0.17023093550005647,0.3010422059182926,0.8122972376633856,0.27713819935572154
Which picture best describes the relationship between Pepper and your national culture? ,0.777098386743313,1.0,0.6192135716026609,0.5459029326512758,0.33811172211834184,0.3628689341177152,0.4650720001477269,0.3702977934767396,0.47770096215951824,0.9289533840080104,0.5463165601639703
Which picture best describes the relationship between Pepper and your own preferences? ,0.3630468172530968,0.6192135716026609,1.0,0.5822808001626049,0.4561502911400778,0.5463542293933955,0.5823281368090485,0.6038955695665587,0.5428968954469674,0.8083982591567465,0.6846477377003488
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. ,0.29937164518975445,0.5459029326512758,0.5822808001626049,1.0,0.7333155063851435,0.6626320460613144,0.808882706434324,0.5938558843460582,0.8303771203791448,0.5712596659416269,0.847673070746824
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .1,0.11997733975353442,0.33811172211834184,0.4561502911400778,0.7333155063851435,1.0,0.7944061974785286,0.749205734156084,0.5686465469240513,0.6408714024383674,0.3728846953617883,0.8605247376405751
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .2,0.06716306141298074,0.3628689341177152,0.5463542293933955,0.6626320460613144,0.7944061974785286,1.0,0.7374768232550014,0.6972248981509238,0.6411159098727154,0.40332650152076643,0.8862446631114906
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .3,0.1745578018230595,0.4650720001477269,0.5823281368090485,0.808882706434324,0.749205734156084,0.7374768232550014,1.0,0.6342351143137599,0.8169960535230679,0.4961645971015162,0.9043135274126517
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .4,0.17023093550005647,0.3702977934767396,0.6038955695665587,0.5938558843460582,0.5686465469240513,0.6972248981509238,0.6342351143137599,1.0,0.6042476367044669,0.469109992040027,0.8044102638001619
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .5,0.3010422059182926,0.47770096215951824,0.5428968954469674,0.8303771203791448,0.6408714024383674,0.6411159098727154,0.8169960535230679,0.6042476367044669,1.0,0.5289518509942261,0.8525320874332175
mean_cultural_closeness,0.8122972376633856,0.9289533840080104,0.8083982591567465,0.5712596659416269,0.3728846953617883,0.40332650152076643,0.4961645971015162,0.469109992040027,0.5289518509942261,1.0,0.6091792226563315
mean_competence,0.27713819935572154,0.5463165601639703,0.6846477377003488,0.847673070746824,0.8605247376405751,0.8862446631114906,0.9043135274126517,0.8044102638001619,0.8525320874332175,0.6091792226563315,1.0
