,Which picture best describes the relationship between Pepper and your country? ,Which picture best describes the relationship between Pepper and your national culture? ,Which picture best describes the relationship between Pepper and your own preferences? ,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. ,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .1,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .2,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .3,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .4,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .5,mean_cultural_closeness,mean_competence
Which picture best describes the relationship between Pepper and your country? ,1.0,0.8188395516624152,0.7119149093069347,0.6469112918717393,0.5360626637150069,0.4514286226438703,0.5414744779468196,0.5483209184703598,0.5113234450931197,0.9236416322563739,0.6641410609584796
Which picture best describes the relationship between Pepper and your national culture? ,0.8188395516624152,1.0,0.6904079658850748,0.6127491772558284,0.3901291330265333,0.43052204750758016,0.5417245623930437,0.4542316672618126,0.5054053234871128,0.91836730759089,0.6070692114599945
Which picture best describes the relationship between Pepper and your own preferences? ,0.7119149093069347,0.6904079658850748,1.0,0.6932541522469233,0.5513393998956181,0.6225271268968495,0.5891054156600067,0.5894365052972678,0.7310124127993618,0.8858487861998517,0.7612838234084794
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. ,0.6469112918717393,0.6127491772558284,0.6932541522469233,1.0,0.7753677278493316,0.7264015949816136,0.8163850904563829,0.6832128547378541,0.7925226216824965,0.7170968452621764,0.8836890804208933
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .1,0.5360626637150069,0.3901291330265333,0.5513393998956181,0.7753677278493316,1.0,0.7450352047185157,0.6738970850124513,0.5720409432412635,0.711832652991937,0.5422075151589378,0.8464070086686977
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .2,0.4514286226438703,0.43052204750758016,0.6225271268968495,0.7264015949816136,0.7450352047185157,1.0,0.6588588389971483,0.7345978334603918,0.8190322603815882,0.5546201407385303,0.8990357859443626
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .3,0.5414744779468196,0.5417245623930437,0.5891054156600067,0.8163850904563829,0.6738970850124513,0.6588588389971483,1.0,0.5735678021659283,0.7687194181497491,0.6141900534529762,0.8407334898987798
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .4,0.5483209184703598,0.4542316672618126,0.5894365052972678,0.6832128547378541,0.5720409432412635,0.7345978334603918,0.5735678021659283,1.0,0.7268537887801024,0.5846144961593057,0.8246203522194729
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .5,0.5113234450931197,0.5054053234871128,0.7310124127993618,0.7925226216824965,0.711832652991937,0.8190322603815882,0.7687194181497491,0.7268537887801024,1.0,0.6446379655290222,0.9211252654788397
mean_cultural_closeness,0.9236416322563739,0.91836730759089,0.8858487861998517,0.7170968452621764,0.5422075151589378,0.5546201407385303,0.6141900534529762,0.5846144961593057,0.6446379655290222,1.0,0.747105215622446
mean_competence,0.6641410609584796,0.6070692114599945,0.7612838234084794,0.8836890804208933,0.8464070086686977,0.8990357859443626,0.8407334898987798,0.8246203522194729,0.9211252654788397,0.747105215622446,1.0
