,Nationality,Which picture best describes the relationship between Pepper and your country? ,Which picture best describes the relationship between Pepper and your national culture? ,Which picture best describes the relationship between Pepper and your own preferences? ,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. ,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .1,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .2,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .3,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .4,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .5,mean_cultural_closeness,mean_competence
Nationality,1.0,0.03412731878807669,0.09831741859624367,0.08871849229446549,0.07428060352219774,0.13569946200111863,0.27361156538495685,0.05690250074839322,0.07410443417335096,0.12634424377582912,0.08260300569106717,0.15759689820316647
Which picture best describes the relationship between Pepper and your country? ,0.03412731878807669,1.0,0.8087474067748838,0.6480366196351455,0.5618807979537391,0.4728762973511644,0.35625894014972226,0.5784297355117342,0.5152443280669904,0.49953021934851205,0.9036371096727049,0.6476581956915437
Which picture best describes the relationship between Pepper and your national culture? ,0.09831741859624367,0.8087474067748838,1.0,0.7020358705803766,0.706957462549158,0.43158772278343616,0.45553830168891385,0.5758682729064765,0.5315812384505143,0.6091171695320792,0.9273527148371188,0.691031440332568
Which picture best describes the relationship between Pepper and your own preferences? ,0.08871849229446549,0.6480366196351455,0.7020358705803766,1.0,0.702358433306366,0.4552035792136743,0.47168553018850007,0.5804129153058923,0.5068213021458366,0.6891924960249203,0.8739402702389593,0.7040649619679227
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. ,0.07428060352219774,0.5618807979537391,0.706957462549158,0.702358433306366,1.0,0.6558353389953538,0.6654036921072544,0.7322618084641415,0.6406488569831201,0.8082941181461184,0.7310739413028158,0.8516012620447295
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .1,0.13569946200111863,0.4728762973511644,0.43158772278343616,0.4552035792136743,0.6558353389953538,1.0,0.7759334122058599,0.6131188486025354,0.5474273192964333,0.6010920137865517,0.5025645923193401,0.8293790133892999
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .2,0.27361156538495685,0.35625894014972226,0.45553830168891385,0.47168553018850007,0.6654036921072544,0.7759334122058599,1.0,0.5252033890274247,0.6117513680112892,0.6780677830141311,0.4763442484230541,0.8405984709151632
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .3,0.05690250074839322,0.5784297355117342,0.5758682729064765,0.5804129153058923,0.7322618084641415,0.6131188486025354,0.5252033890274247,1.0,0.5509224450218616,0.7563485524322985,0.6415774802634586,0.8201317255893853
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .4,0.07410443417335096,0.5152443280669904,0.5315812384505143,0.5068213021458366,0.6406488569831201,0.5474273192964333,0.6117513680112892,0.5509224450218616,1.0,0.6855355502291031,0.574495459991828,0.8034627941607071
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .5,0.12634424377582912,0.49953021934851205,0.6091171695320792,0.6891924960249203,0.8082941181461184,0.6010920137865517,0.6780677830141311,0.7563485524322985,0.6855355502291031,1.0,0.6675828996937283,0.8868537069729446
mean_cultural_closeness,0.08260300569106717,0.9036371096727049,0.9273527148371188,0.8739402702389593,0.7310739413028158,0.5025645923193401,0.4763442484230541,0.6415774802634586,0.574495459991828,0.6675828996937283,1.0,0.756288517290058
mean_competence,0.15759689820316647,0.6476581956915437,0.691031440332568,0.7040649619679227,0.8516012620447295,0.8293790133892999,0.8405984709151632,0.8201317255893853,0.8034627941607071,0.8868537069729446,0.756288517290058,1.0
