,Which picture best describes the relationship between Pepper and your country? ,Which picture best describes the relationship between Pepper and your national culture? ,Which picture best describes the relationship between Pepper and your own preferences? ,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. ,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .1,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .2,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .3,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .4,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .5,mean_cultural_closeness,mean_competence
Which picture best describes the relationship between Pepper and your country? ,1.0,0.89902581869511,0.5750327648621856,0.5700531704491668,0.30171713739784034,0.3411915021862597,0.4022352390758512,0.241058951483418,0.2876700470575528,0.9342593855610655,0.5158421334035892
Which picture best describes the relationship between Pepper and your national culture? ,0.89902581869511,1.0,0.48888534934473316,0.5419663403824884,0.27796092802730776,0.3491905903755723,0.37831574050283,0.23886186459625883,0.22727532882293908,0.8978924590798087,0.48556176469029716
Which picture best describes the relationship between Pepper and your own preferences? ,0.5750327648621856,0.48888534934473316,1.0,0.6452342767760673,0.5852008332464099,0.43157760894293523,0.6483260785297126,0.3521900256723972,0.59622724723805,0.7987981405778714,0.7252363811533621
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. ,0.5700531704491668,0.5419663403824884,0.6452342767760673,1.0,0.6410204191556096,0.4743773610044776,0.6922051762218896,0.5517929228894761,0.636443926710006,0.6721081442534509,0.7827838478843837
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .1,0.30171713739784034,0.27796092802730776,0.5852008332464099,0.6410204191556096,1.0,0.4665568045930652,0.6369325306451908,0.5486128411514228,0.7261405039445961,0.4514470679588705,0.8241558665563551
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .2,0.3411915021862597,0.3491905903755723,0.43157760894293523,0.4743773610044776,0.4665568045930652,1.0,0.4694480990542767,0.5698881584644119,0.589689705878522,0.4296755657175692,0.7413783385414892
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .3,0.4022352390758512,0.37831574050283,0.6483260785297126,0.6922051762218896,0.6369325306451908,0.4694480990542767,1.0,0.3075954825240078,0.749188187334732,0.551131222798217,0.8155586608514287
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .4,0.241058951483418,0.23886186459625883,0.3521900256723972,0.5517929228894761,0.5486128411514228,0.5698881584644119,0.3075954825240078,1.0,0.700000039633999,0.319925994909661,0.7227477975142015
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .5,0.2876700470575528,0.22727532882293908,0.59622724723805,0.636443926710006,0.7261405039445961,0.589689705878522,0.749188187334732,0.700000039633999,1.0,0.4323111632503859,0.9069494306866179
mean_cultural_closeness,0.9342593855610655,0.8978924590798087,0.7987981405778714,0.6721081442534509,0.4514470679588705,0.4296755657175692,0.551131222798217,0.319925994909661,0.4323111632503859,1.0,0.6638205022292671
mean_competence,0.5158421334035892,0.48556176469029716,0.7252363811533621,0.7827838478843837,0.8241558665563551,0.7413783385414892,0.8155586608514287,0.7227477975142015,0.9069494306866179,0.6638205022292671,1.0
