,Which picture best describes the relationship between Pepper and your country? ,Which picture best describes the relationship between Pepper and your national culture? ,Which picture best describes the relationship between Pepper and your own preferences? ,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. ,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .1,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .2,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .3,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .4,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .5,mean_cultural_closeness,mean_competence
Which picture best describes the relationship between Pepper and your country? ,1.0,0.823733546313776,0.7984765221567162,0.6141334216616695,0.44020903700447966,0.45465413982217945,0.4892253548785916,0.5258220975375508,0.45518045864314227,0.9315195758004283,0.6224353990642916
Which picture best describes the relationship between Pepper and your national culture? ,0.823733546313776,1.0,0.8258275303993755,0.5680657747060558,0.3249182468123705,0.38690206851034076,0.4446775989374285,0.37372203348938393,0.47120615404464167,0.9414771087396888,0.548640656797111
Which picture best describes the relationship between Pepper and your own preferences? ,0.7984765221567162,0.8258275303993755,1.0,0.7312417224475758,0.44205084007293993,0.5289729394907795,0.6391224097829808,0.5542061380224076,0.6677174916227238,0.9368988201925994,0.7187546882770725
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. ,0.6141334216616695,0.5680657747060558,0.7312417224475758,1.0,0.7558491040671035,0.772494497297413,0.7672627818756357,0.6855907030096633,0.8338415811118214,0.6832037342391559,0.8900687417140315
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .1,0.44020903700447966,0.3249182468123705,0.44205084007293993,0.7558491040671035,1.0,0.8500202205744135,0.6798014517972648,0.576326599030868,0.6961244208955697,0.4306233645755068,0.8574986467712006
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .2,0.45465413982217945,0.38690206851034076,0.5289729394907795,0.772494497297413,0.8500202205744135,1.0,0.6844586923237055,0.7069363471898692,0.81740330730978,0.4894981992540833,0.9180779807250949
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .3,0.4892253548785916,0.4446775989374285,0.6391224097829808,0.7672627818756357,0.6798014517972648,0.6844586923237055,1.0,0.5433376232057061,0.8239360543393931,0.5625595379796723,0.850798895044951
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .4,0.5258220975375508,0.37372203348938393,0.5542061380224076,0.6855907030096633,0.576326599030868,0.7069363471898692,0.5433376232057061,1.0,0.696401788890499,0.5191057429099437,0.8030064565467012
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .5,0.45518045864314227,0.47120615404464167,0.6677174916227238,0.8338415811118214,0.6961244208955697,0.81740330730978,0.8239360543393931,0.696401788890499,1.0,0.5705360144869202,0.9185444236456177
mean_cultural_closeness,0.9315195758004283,0.9414771087396888,0.9368988201925994,0.6832037342391559,0.4306233645755068,0.4894981992540833,0.5625595379796723,0.5191057429099437,0.5705360144869202,1.0,0.6747082849014544
mean_competence,0.6224353990642916,0.548640656797111,0.7187546882770725,0.8900687417140315,0.8574986467712006,0.9180779807250949,0.850798895044951,0.8030064565467012,0.9185444236456177,0.6747082849014544,1.0
