,Nationality,Which picture best describes the relationship between Pepper and your country? ,Which picture best describes the relationship between Pepper and your national culture? ,Which picture best describes the relationship between Pepper and your own preferences? ,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. ,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .1,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .2,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .3,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .4,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .5,mean_cultural_closeness,mean_competence
Nationality,1.0,0.12318811065628638,0.16764862244009227,0.1666258123194122,0.13677365086889218,0.28575834188427035,0.35266892913948983,0.0970718131715472,0.08207254621188548,0.14063176320010748,0.16679996000007166,0.23159967993492248
Which picture best describes the relationship between Pepper and your country? ,0.12318811065628638,1.0,0.8119040673320533,0.695399704596684,0.5320196869280714,0.4397530289028957,0.3598275701422781,0.5792739209042485,0.5266787279654883,0.5075448844728203,0.9094982166432543,0.643661049620524
Which picture best describes the relationship between Pepper and your national culture? ,0.16764862244009227,0.8119040673320533,1.0,0.7721756004411114,0.7146179207970916,0.437760161918155,0.46372125606006276,0.5602509358613271,0.5297026495920268,0.6270404620164697,0.9404985075103902,0.6934082239121204
Which picture best describes the relationship between Pepper and your own preferences? ,0.1666258123194122,0.695399704596684,0.7721756004411114,1.0,0.7028600982747741,0.46639380835513977,0.4910405974105908,0.6397039119544158,0.5093499709294734,0.7050942372993267,0.8993104673221715,0.7270055883833635
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. ,0.13677365086889218,0.5320196869280714,0.7146179207970916,0.7028600982747741,1.0,0.6862805499253735,0.7263823452292637,0.7056339746533418,0.6406412815644452,0.8307955993223339,0.7107227556041882,0.8632355683550279
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .1,0.28575834188427035,0.4397530289028957,0.437760161918155,0.46639380835513977,0.6862805499253735,1.0,0.8489855214605798,0.6450329648705334,0.5791063576270993,0.6111390203312554,0.48889283396645977,0.8526184228551593
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .2,0.35266892913948983,0.3598275701422781,0.46372125606006276,0.4910405974105908,0.7263823452292637,0.8489855214605798,1.0,0.5441187479668742,0.6035619870830277,0.6696012612157038,0.47924515870098505,0.8505046292796119
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .3,0.0970718131715472,0.5792739209042485,0.5602509358613271,0.6397039119544158,0.7056339746533418,0.6450329648705334,0.5441187479668742,1.0,0.5318032129320953,0.7924419103588676,0.6473040347571369,0.8310911815538957
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .4,0.08207254621188548,0.5266787279654883,0.5297026495920268,0.5093499709294734,0.6406412815644452,0.5791063576270993,0.6035619870830277,0.5318032129320953,1.0,0.6615814704094023,0.5693745707396741,0.7939740437212698
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .5,0.14063176320010748,0.5075448844728203,0.6270404620164697,0.7050942372993267,0.8307955993223339,0.6111390203312554,0.6696012612157038,0.7924419103588676,0.6615814704094023,1.0,0.6706189037014324,0.8848089881637314
mean_cultural_closeness,0.16679996000007166,0.9094982166432543,0.9404985075103902,0.8993104673221715,0.7107227556041882,0.48889283396645977,0.47924515870098505,0.6473040347571369,0.5693745707396741,0.6706189037014324,1.0,0.7513368843330296
mean_competence,0.23159967993492248,0.643661049620524,0.6934082239121204,0.7270055883833635,0.8632355683550279,0.8526184228551593,0.8505046292796119,0.8310911815538957,0.7939740437212698,0.8848089881637314,0.7513368843330296,1.0
