,Which picture best describes the relationship between Pepper and your country? ,Which picture best describes the relationship between Pepper and your national culture? ,Which picture best describes the relationship between Pepper and your own preferences? ,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. ,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .1,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .2,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .3,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .4,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .5,mean_cultural_closeness,mean_competence
Which picture best describes the relationship between Pepper and your country? ,1.0,0.8338110759845577,0.6717815685276538,0.5384352084677101,0.438902018652945,0.42168070152734,0.5031970392271705,0.3742405942825598,0.39733567750533333,0.9029520195823799,0.5587332592959223
Which picture best describes the relationship between Pepper and your national culture? ,0.8338110759845577,1.0,0.7154533681093346,0.6590269854856574,0.5153592825406873,0.47325421902700693,0.6036981846931736,0.4325922759498303,0.4795736328013517,0.9307399003611303,0.6391336317284341
Which picture best describes the relationship between Pepper and your own preferences? ,0.6717815685276538,0.7154533681093346,1.0,0.5838642136458648,0.47210119166216963,0.534573163472037,0.5765943760549741,0.6764704857892521,0.5490657707710005,0.8921148737456439,0.691780026569632
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. ,0.5384352084677101,0.6590269854856574,0.5838642136458648,1.0,0.8101557756304306,0.7395783977029172,0.915292781104042,0.7140318394575784,0.9074416792495571,0.6565440572224626,0.9332076984646113
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .1,0.438902018652945,0.5153592825406873,0.47210119166216963,0.8101557756304306,1.0,0.9117751886920397,0.7425466000498976,0.6224578296250943,0.6898683618714668,0.5254608339312554,0.8987661650499355
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .2,0.42168070152734,0.47325421902700693,0.534573163472037,0.7395783977029172,0.9117751886920397,1.0,0.706302968874442,0.6898553017020859,0.656334171777174,0.5303190924508175,0.8958410254359601
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .3,0.5031970392271705,0.6036981846931736,0.5765943760549741,0.915292781104042,0.7425466000498976,0.706302968874442,1.0,0.6227351455203621,0.8830794452378925,0.6218801816097759,0.9013555556792672
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .4,0.3742405942825598,0.4325922759498303,0.6764704857892521,0.7140318394575784,0.6224578296250943,0.6898553017020859,0.6227351455203621,1.0,0.6576786542997076,0.5591941028579872,0.8093621300676466
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .5,0.39733567750533333,0.4795736328013517,0.5490657707710005,0.9074416792495571,0.6898683618714668,0.656334171777174,0.8830794452378925,0.6576786542997076,1.0,0.5310432858501551,0.8743822534125907
mean_cultural_closeness,0.9029520195823799,0.9307399003611303,0.8921148737456439,0.6565440572224626,0.5254608339312554,0.5303190924508175,0.6218801816097759,0.5591941028579872,0.5310432858501551,1.0,0.7003054534640485
mean_competence,0.5587332592959223,0.6391336317284341,0.691780026569632,0.9332076984646113,0.8987661650499355,0.8958410254359601,0.9013555556792672,0.8093621300676466,0.8743822534125907,0.7003054534640485,1.0
