,Nationality,Participant ID,Which picture best describes your relationship with Italy or Germany?,Which picture best describes your relationship with Italian or German language?,Which picture best describes your relationship with Italian or German Culture?,I see myself as someone who  [... is reserved ],I see myself as someone who  [... is generally trusting],I see myself as someone who  [... tends to be lazy],"I see myself as someone who  [... is relaxed, handles stress well]",I see myself as someone who  [... has few artistic interests],"I see myself as someone who  [... is ongoing, sociable]",I see myself as someone who  [... tends to find fault with others],I see myself as someone who  [... does a thorough job],I see myself as someone who  [... get nervous easily],I see myself as someone who  [... has active imagination],"Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Function successfully]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Act consistenly]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Reliable]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Predictable]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Dependable]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Follow directions]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Meet the needs of the mission]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Perform exactly as instructed]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Have errors]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Provide appropriate information]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Malfunction]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Communicate with people]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Provide Feedback]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Unresponsive]",mean_cultural_closeness_subj,mean_personality_subj,extraversion,agreebleness,coscientiousness,neuroticism,openness,mean_trust_subj
count,25.0,25,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0
unique,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
top,,af963537-2f40-45ef-a585-362b6a0cfa23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
freq,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mean,0.0,,4.8,6.12,5.12,3.52,4.2,2.8,2.96,3.4,3.88,2.6,4.16,3.56,4.04,0.6960000000000001,0.6999999999999998,0.6559999999999999,0.664,0.5880000000000001,0.768,0.7120000000000001,0.7120000000000001,0.504,0.7119999999999999,0.44,0.72,0.6679999999999999,0.3559999999999999,4.92,3.2295999999999996,-1.6,-1.36,0.6,0.64,-3.184,1.1320757575757576
std,0.0,,0.9128709291752769,1.0923979738782628,1.0535653752852738,0.918331820930394,0.957427107756338,1.0408329997330663,1.3063945294843615,1.3844373104863459,0.725718035235908,1.0408329997330665,0.8,1.1575836902790226,0.8888194417315589,0.17194960502038575,0.16072751268321592,0.2001665972800324,0.22150996967781533,0.19646882704388502,0.146401275039985,0.1480990659434871,0.19857828011475306,0.2557342370508885,0.12013880860626736,0.24664414311581237,0.14719601443879746,0.1405939780597543,0.20016659728003236,0.5467073155618909,0.27945601919920543,1.6583123951777,1.439907404430345,2.19848432637882,1.7048949136725895,0.7464806315862008,0.09752063689913087
min,0.0,,4.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,0.2,0.4,0.2,0.1,0.2,0.5,0.4,0.4,0.0,0.5,0.0,0.4,0.4,0.0,4.0,2.58,-4.0,-4.0,-4.0,-3.0,-4.6,0.931439393939394
25%,0.0,,4.0,6.0,5.0,3.0,4.0,2.0,2.0,2.0,4.0,2.0,4.0,3.0,4.0,0.7,0.6,0.5,0.5,0.5,0.7,0.6,0.6,0.3,0.6,0.3,0.7,0.6,0.2,4.333333333333333,3.07,-3.0,-2.0,-1.0,0.0,-3.4,1.0454545454545454
50%,0.0,,5.0,6.0,5.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,0.7,0.7,0.7,0.7,0.6,0.8,0.7,0.7,0.5,0.7,0.4,0.8,0.7,0.3,5.0,3.17,-2.0,-1.0,1.0,0.0,-3.3,1.1515151515151514
75%,0.0,,5.0,7.0,6.0,4.0,5.0,3.0,4.0,4.0,4.0,3.0,5.0,4.0,5.0,0.8,0.8,0.8,0.8,0.7,0.9,0.8,0.9,0.7,0.8,0.6,0.8,0.7,0.4,5.333333333333333,3.45,-1.0,0.0,2.0,1.0,-3.0,1.2202020202020203
max,0.0,,7.0,7.0,7.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0.9,1.0,0.8,5.666666666666667,3.88,2.0,1.0,4.0,4.0,-1.2,1.3249368686868688
