Categoria,Variabile,IT_Media,DE_Media,P_Value,Cliffs_Delta,Effetto
Cultura,Which picture best describes your relationship with Italy or Germany?,5.2631578947368425,3.9069767441860463,0.0001004262598778883,0.4944920440636475,Grande
Cultura,Which picture best describes your relationship with Italian or German language?,6.526315789473684,5.5813953488372094,0.00020555620562919894,0.4424724602203182,Medio
Cultura,Which picture best describes your relationship with Italian or German Culture?,5.605263157894737,4.558139534883721,0.0007723006448869798,0.42472460220318237,Medio
Personalità,I see myself as someone who  [... is reserved ],3.3157894736842106,3.744186046511628,0.10451552308554489,-0.19706242350061198,Piccolo
Robot_Trust,"Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Function successfully]",71.57894736842105,75.11627906976744,0.1434455186741664,-0.18421052631578946,Piccolo
Robot_Trust,"Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Act consistenly]",70.78947368421052,74.4186046511628,0.2265542063281295,-0.15299877600979192,Piccolo
Robot_Trust,"Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Reliable]",63.68421052631579,69.30232558139535,0.12683388069613535,-0.19461444308445533,Piccolo
Robot_Trust,"Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Predictable]",77.10526315789474,68.37209302325581,0.04529690692388536,0.2552019583843329,Piccolo
Robot_Trust,"Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Dependable]",63.1578947368421,62.093023255813954,0.6900504023216205,0.051407588739290085,Trasc.
Robot_Trust,"Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Follow directions]",81.57894736842105,79.06976744186046,0.41217467711749145,0.10342717258261934,Trasc.
Robot_Trust,"Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Meet the needs of the mission]",74.47368421052632,73.48837209302326,0.653368833761266,0.05752753977968176,Trasc.
Robot_Trust,"Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Perform exactly as instructed]",74.21052631578948,72.79069767441861,0.9233669283496895,0.012851897184822521,Trasc.
Robot_Trust,"Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Have errors]",65.0,50.69767441860465,0.01391100624263199,0.3164014687882497,Piccolo
Robot_Trust,"Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Provide appropriate information]",71.84210526315789,71.16279069767442,0.9458823868017285,0.009179926560587515,Trasc.
Robot_Trust,"Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Malfunction]",47.10526315789474,41.395348837209305,0.17315645615576292,0.17503059975520197,Piccolo
Robot_Trust,"Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Communicate with people]",77.89473684210526,72.79069767441861,0.15958439881726416,0.1780905752753978,Piccolo
Robot_Trust,"Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Provide Feedback]",71.57894736842105,65.5813953488372,0.045670957682984896,0.25397796817625456,Piccolo
Robot_Trust,"Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Unresponsive]",29.736842105263158,33.48837209302326,0.31369384473196593,-0.1291309669522644,Trasc.
