,Nationality,Participant ID,Which picture best describes your relationship with Italy or Germany?,Which picture best describes your relationship with Italian or German language?,Which picture best describes your relationship with Italian or German Culture?,I see myself as someone who  [... is reserved ],I see myself as someone who  [... is generally trusting],I see myself as someone who  [... tends to be lazy],"I see myself as someone who  [... is relaxed, handles stress well]",I see myself as someone who  [... has few artistic interests],"I see myself as someone who  [... is ongoing, sociable]",I see myself as someone who  [... tends to find fault with others],I see myself as someone who  [... does a thorough job],I see myself as someone who  [... get nervous easily],I see myself as someone who  [... has active imagination],"Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Function successfully]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Act consistenly]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Reliable]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Predictable]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Dependable]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Follow directions]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Meet the needs of the mission]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Perform exactly as instructed]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Have errors]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Provide appropriate information]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Malfunction]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Communicate with people]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Provide Feedback]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Unresponsive]",mean_cultural_closeness_subj,mean_personality_subj,extraversion,agreebleness,coscientiousness,neuroticism,openness,mean_trust_subj
count,9.0,9,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
unique,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
top,, 77d6bc3e-0cf1-4b5b-9601-d69825a000f4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
freq,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mean,1.0,,6.888888888888889,7.0,6.666666666666667,3.5555555555555554,3.5555555555555554,2.888888888888889,3.888888888888889,2.888888888888889,3.888888888888889,2.3333333333333335,3.888888888888889,2.111111111111111,4.0,0.6888888888888889,0.6333333333333333,0.5666666666666667,0.7444444444444445,0.5888888888888889,0.8222222222222222,0.6888888888888889,0.7222222222222222,0.6333333333333333,0.6222222222222222,0.4222222222222223,0.7111111111111111,0.7,0.25555555555555554,5.740740740740741,3.0133333333333336,-1.2222222222222223,-1.0,-1.7777777777777777,1.1111111111111112,-3.2,1.2506032547699215
std,0.0,,0.33333333333333337,0.0,0.5,0.8819171036881968,1.2360330811826103,1.1666666666666667,1.2692955176439846,1.2692955176439846,0.927960727138337,0.8660254037844386,0.7817359599705717,1.0540925533894598,1.0,0.105409255338946,0.1414213562373095,0.18027756377319948,0.16666666666666669,0.2619372274250285,0.15634719199411432,0.19649710204252663,0.2438123139721299,0.2738612787525831,0.13944333775567927,0.19220937657784662,0.15365907428821482,0.15000000000000002,0.2297341458681704,0.40061680838488767,0.15165750888103108,1.563471919941143,1.5811388300841898,2.223610677354389,2.0275875100994063,0.9617692030835673,0.07057087684286649
min,1.0,,6.0,7.0,6.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,3.0,0.5,0.4,0.3,0.4,0.2,0.5,0.3,0.3,0.2,0.3,0.1,0.4,0.5,0.0,5.0,2.7800000000000002,-3.0,-3.0,-4.0,-1.0,-4.4,1.1434974747474747
25%,1.0,,7.0,7.0,6.0,3.0,2.0,2.0,4.0,2.0,4.0,2.0,3.0,1.0,3.0,0.6,0.6,0.4,0.7,0.4,0.8,0.6,0.7,0.5,0.6,0.4,0.6,0.6,0.1,5.666666666666667,2.95,-2.0,-3.0,-3.0,0.0,-3.5,1.2087752525252524
50%,1.0,,7.0,7.0,7.0,4.0,4.0,3.0,4.0,3.0,4.0,2.0,4.0,2.0,4.0,0.7,0.6,0.6,0.8,0.6,0.8,0.7,0.7,0.7,0.6,0.4,0.8,0.8,0.2,5.666666666666667,2.9699999999999998,-2.0,0.0,-2.0,0.0,-3.3,1.2563762626262627
75%,1.0,,7.0,7.0,7.0,4.0,4.0,4.0,5.0,4.0,4.0,3.0,4.0,3.0,5.0,0.8,0.7,0.7,0.9,0.8,0.9,0.8,0.9,0.8,0.7,0.4,0.8,0.8,0.3,6.0,3.08,0.0,0.0,-1.0,3.0,-3.2,1.3043560606060607
