,Nationality,Participant ID,Which picture best describes your relationship with Italy or Germany?,Which picture best describes your relationship with Italian or German language?,Which picture best describes your relationship with Italian or German Culture?,I see myself as someone who  [... is reserved ],I see myself as someone who  [... is generally trusting],I see myself as someone who  [... tends to be lazy],"I see myself as someone who  [... is relaxed, handles stress well]",I see myself as someone who  [... has few artistic interests],"I see myself as someone who  [... is ongoing, sociable]",I see myself as someone who  [... tends to find fault with others],I see myself as someone who  [... does a thorough job],I see myself as someone who  [... get nervous easily],I see myself as someone who  [... has active imagination],"Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Function successfully]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Act consistenly]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Reliable]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Predictable]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Dependable]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Follow directions]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Meet the needs of the mission]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Perform exactly as instructed]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Have errors]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Provide appropriate information]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Malfunction]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Communicate with people]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Provide Feedback]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Unresponsive]",mean_cultural_closeness_subj,mean_personality_subj,extraversion,agreebleness,coscientiousness,neuroticism,openness,mean_trust_subj
count,7.0,7,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
unique,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
top,,75ce6743-7ce3-44de-adfc-a86b0e097dcc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
freq,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mean,0.0,,2.4285714285714284,3.2857142857142856,2.7142857142857144,3.5714285714285716,3.7142857142857144,2.4285714285714284,4.285714285714286,2.5714285714285716,3.142857142857143,2.142857142857143,4.0,2.0,3.857142857142857,0.8428571428571429,0.8,0.7571428571428571,0.7714285714285715,0.7,0.8,0.7571428571428571,0.6714285714285715,0.5428571428571428,0.6285714285714287,0.5142857142857142,0.7285714285714286,0.6,0.39999999999999997,3.1904761904761907,2.898571428571429,-1.5714285714285714,-1.5714285714285714,-2.2857142857142856,1.2857142857142858,-2.3000000000000003,0.8369949494949495
std,0.0,,0.9759000729485333,1.1126972805283737,0.951189731211342,1.1338934190276817,0.951189731211342,1.618347187425374,0.7559289460184545,1.2724180205607036,1.3451854182690985,0.8997354108424372,1.0,1.1547005383792515,0.6900655593423541,0.12724180205607036,0.11547005383792518,0.09759000729485334,0.11126972805283739,0.14142135623730953,0.15275252316519466,0.1511857892036909,0.2627691364061218,0.34086724129853874,0.28115408417381926,0.21157009420498152,0.16035674514745465,0.21602468994692867,0.11547005383792516,0.6626865315920032,0.28887301543692007,1.7182493859684491,2.370453040886408,1.4960264830861911,1.889822365046136,1.392838827718412,0.1573772173914924
min,0.0,,1.0,2.0,1.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,3.0,0.6,0.6,0.6,0.6,0.4,0.5,0.5,0.1,0.1,0.1,0.3,0.5,0.3,0.2,2.3333333333333335,2.38,-3.0,-4.0,-4.0,-2.0,-4.4,0.5593434343434344
25%,0.0,,2.0,2.5,2.5,3.0,3.5,1.0,4.0,2.0,2.5,2.0,4.0,1.0,3.5,0.8,0.75,0.7,0.7,0.7,0.75,0.7,0.7,0.30000000000000004,0.55,0.4,0.6,0.45,0.35,2.833333333333333,2.7750000000000004,-2.5,-3.5,-3.5,0.5,-3.1,0.766540404040404
50%,0.0,,2.0,3.0,3.0,4.0,4.0,2.0,4.0,2.0,3.0,2.0,4.0,2.0,4.0,0.9,0.8,0.8,0.8,0.7,0.9,0.8,0.7,0.5,0.6,0.4,0.8,0.6,0.4,3.0,2.9,-2.0,-2.0,-2.0,2.0,-2.1,0.8416666666666666
75%,0.0,,3.0,4.0,3.0,4.0,4.0,3.5,5.0,3.0,4.0,2.0,4.5,2.5,4.0,0.9,0.9,0.8,0.8500000000000001,0.8,0.9,0.8500000000000001,0.8,0.8,0.8500000000000001,0.6,0.8500000000000001,0.75,0.5,3.5,3.135,-1.5,0.0,-1.5,2.0,-1.6,0.951199494949495
