Participant_ID,Culture_Closeness_Avg,Competence_Overall,Evaluation_Average
af963537-2f40-45ef-a585-362b6a0cfa23,0.0,0.3333333333333333,0.16666666666666666
77d6bc3e-0cf1-4b5b-9601-d69825a000f4,0.3333333333333333,0.625,0.47916666666666663
769f83e0-4702-4b09-930c-53309601ff1f,0.3333333333333333,0.8958333333333334,0.6145833333333334
4940d128-0d30-49b3-9ead-fb0b0bf171bf,0.1111111111111111,0.3541666666666667,0.2326388888888889
831dea5f-05d3-4907-8ac8-893e24281e36,0.2222222222222222,0.75,0.4861111111111111
3318f716-94c4-4264-a345-2546b545b2a1,0.4444444444444444,0.8958333333333334,0.6701388888888888
6f8e74ce-80c1-4afa-bc56-7aee0085ab76,0.0,0.125,0.0625
ee12cbc0-c683-4c40-88a5-ab4b99aeebdb,0.5,0.5416666666666666,0.5208333333333333
e5a48669-afa0-47a4-a209-55d7b5b2b6b9,0.3888888888888889,0.7916666666666666,0.5902777777777778
6bb1b078-2981-416a-97f4-c2d879a59d63,0.1111111111111111,0.25,0.18055555555555555
53d3e943-cd2e-45c1-b454-52e0d27145fb,0.2222222222222222,0.6041666666666666,0.4131944444444444
54327bfe-6f42-427f-b32d-02e417005af2,0.0,0.2291666666666666,0.1145833333333333
83960241-a4c6-45de-9e6e-cc3a74c992f3,0.0,0.4791666666666667,0.23958333333333334
e9a864b0-8b7c-4e9a-b0a8-30f178ff28fa,0.2777777777777777,0.75,0.5138888888888888
25871003-e174-4bef-8e09-fb8f2e7ada43,0.0555555555555555,0.5208333333333334,0.2881944444444444
bd325b19-676d-4a2a-bbe0-4fbf8efe6a27,0.0,0.125,0.0625
59fe0540-66fd-4fa6-ac63-76d06890b7c2,0.1111111111111111,0.0625,0.08680555555555555
e68108b4-aeaa-4005-9c08-b9cdd7a87729,0.5,0.625,0.5625
75601dde-bfc7-4c5d-bd3d-02a5703c4bf2,0.2777777777777777,0.7291666666666666,0.5034722222222221
c12a3001-11c2-4e38-8bb5-788342191e17,0.1111111111111111,0.4166666666666667,0.2638888888888889
e979e6ff-54dd-4c1d-b148-64480ed585cf,0.1666666666666666,0.6875,0.4270833333333333
873bbe79-2354-4c1d-ae4e-f787e61a1956,0.3888888888888889,0.4583333333333333,0.4236111111111111
c7373ea2-6f06-4cd2-bc9f-75dfbaa8c5fd,0.1666666666666666,0.2083333333333333,0.18749999999999994
b1f78262-947f-4f64-b434-66eed804c0a2,0.0,0.0,0.0
93dcfeaa-e30b-40f7-96ec-602592ff2b0a,0.7222222222222222,0.8125,0.7673611111111112
d510493c-d0f3-4094-8d3b-07d71f8fae47,0.2222222222222222,0.6666666666666666,0.4444444444444444
f31981fc-9011-4437-b2d0-b29e34f4d363,0.2222222222222222,0.5625,0.3923611111111111
a12345e3-86bb-407c-b37d-958545f2b64b,0.5555555555555555,0.5208333333333334,0.5381944444444444
75ce6743-7ce3-44de-adfc-a86b0e097dcc,0.4444444444444444,0.3958333333333333,0.42013888888888884
d1d8ea35-9127-46a9-aa2d-c37a16537f18,0.0,0.1875,0.09375
9fde0dbf-bef3-460e-90e5-7371e72bf61e,0.2222222222222222,0.3958333333333333,0.3090277777777778
d5f6e081-f5da-4662-8e94-5e78d8faf500,0.0555555555555555,0.6041666666666666,0.32986111111111105
ebc22b3f-a946-4b0b-928e-b0a6159b665c,0.0,0.1666666666666666,0.0833333333333333
8c89daf6-0bff-464a-abbc-31ee4d8102aa,0.3888888888888889,0.7083333333333334,0.5486111111111112
d07625d6-1896-4f00-88a4-af8f3876f20d,0.3333333333333333,0.75,0.5416666666666666
48058970-cb05-497a-afdc-417cd948375d,0.2222222222222222,0.4791666666666667,0.3506944444444444
f46c92aa-e6b6-420e-b3fa-5a2aad8d9fa2,0.7222222222222222,0.375,0.5486111111111112
dd50c4cc-d31c-4500-80c4-6ed8678bdba9,0.2777777777777777,0.8125,0.5451388888888888
446bf80b-692a-47a6-a394-89b1f3cdf89f,0.0555555555555555,0.5833333333333334,0.3194444444444444
4db961c3-1479-418f-a6bc-970fd0316cad,0.0,0.9583333333333334,0.4791666666666667
b932fb2d-6574-4124-bd4c-03a0c3bf08fd,0.2777777777777777,0.6875,0.48263888888888884
65abbaa2-1adb-4ed5-9569-66bef39d147a,0.2222222222222222,0.6041666666666666,0.4131944444444444
73f9f44d-e3dd-4508-ac67-58fec77cb282,0.1111111111111111,0.875,0.4930555555555556
9f0b2bd2-910e-4bda-b01b-cc2418f6d69c,0.4444444444444444,0.8333333333333334,0.6388888888888888
8a9560ba-939a-4096-ab6b-3d829874c1ab,0.4444444444444444,0.3333333333333333,0.38888888888888884
6dae70e5-448b-415e-8971-daab8041bce0,0.2777777777777777,0.625,0.45138888888888884
3c07aaba-0a94-471c-98aa-fde1b56da434,0.1666666666666666,0.2916666666666667,0.22916666666666663
268cc860-2c83-4306-ae13-fcf1dc95df3c,0.0555555555555555,0.4166666666666667,0.2361111111111111
101da011-5202-484f-bbcb-37ef039a2d7b,0.3333333333333333,0.7291666666666666,0.53125
217bc211-db4a-48da-ba5d-2898104d8269,0.6111111111111112,0.5625,0.5868055555555556
39ee18d4-e405-459a-a4af-a9a8e468b516,0.3333333333333333,0.6458333333333334,0.48958333333333337
703587b0-27fd-4a67-844b-5393d2523a08,0.7222222222222222,0.7083333333333334,0.7152777777777778
48fb29b4-5b1d-421c-baca-aad711d9b983,0.5555555555555555,0.4791666666666667,0.517361111111111
5cb39904-13e1-4aae-ab46-cd8c25ee4617,0.2777777777777777,0.7708333333333334,0.5243055555555556
c518959a-629d-41c5-9c57-13d23114062a,0.6666666666666666,0.3958333333333333,0.53125
9f036f54-e4ba-4892-b7bd-84bbe146f227,0.1111111111111111,0.6666666666666666,0.38888888888888884
62497dd0-50a5-43ef-9f91-d7d46434bd8f,0.2222222222222222,0.3125,0.2673611111111111
47297d3c-5468-40a0-aa44-6323d590253c,0.8333333333333334,0.8958333333333334,0.8645833333333334
306ce31e-7894-4635-86a2-db5a2e2aee61,0.2222222222222222,0.5416666666666666,0.3819444444444444
872acdf7-1623-4b13-a37d-e25032e12d76,0.0555555555555555,0.3958333333333333,0.22569444444444442
d2a2b9b5-3bf3-4aee-a475-6848e7c033c1,0.1666666666666666,0.4791666666666667,0.32291666666666663
0da15b0e-6af5-46b5-97d9-8897e64ad864x,0.3333333333333333,0.4583333333333333,0.3958333333333333
38f76f66-888f-46ad-8272-4a7e2d198c2a,0.2777777777777777,0.3958333333333333,0.33680555555555547
94db124e-abb4-45d7-aeb5-1f0f4ce6514f,0.5,0.6041666666666666,0.5520833333333333
14f09597-b462-4377-bc8c-ee9f84738755,0.6111111111111112,0.7083333333333334,0.6597222222222223
f7cb8760-aa5b-491a-bbb2-c61c0d1fe54b,0.1111111111111111,0.2291666666666666,0.17013888888888884
6df4a0d4-25f8-469c-b4e0-03d254d49444,0.2777777777777777,0.5833333333333334,0.4305555555555555
9176c65d-d05f-4ee5-bc6c-e4c10e31ce58,0.5555555555555555,0.9375,0.7465277777777777
bace0f65-c427-49a3-b91f-82b51bd6547c,0.1666666666666666,0.4791666666666667,0.32291666666666663
14d250d1-b72e-404d-8fd4-894c0d375599,0.1666666666666666,0.25,0.20833333333333331
7136f1af-5dd3-4449-8119-25485f011a03,0.2222222222222222,0.4166666666666667,0.3194444444444444
d02ae4e0-ac06-4732-9f34-1a4c90ae176d,0.0,0.375,0.1875
c00fe3d7-4292-400b-bf1b-8aaf25d10b19,0.2777777777777777,0.7291666666666666,0.5034722222222221
b2c312b6-1a91-468d-ae87-0e2da33c9c14,0.2777777777777777,0.3125,0.29513888888888884
7719d904-e3b3-4a09-8390-2c4d8b90742d,0.5,0.2708333333333333,0.38541666666666663
c30ad8f9-b019-40fb-8b64-21d806e4017e,0.4444444444444444,0.8125,0.6284722222222222
f10b68c7-a5cb-40ed-bba7-c35be2a822ba,0.0,0.7083333333333334,0.3541666666666667
a94aa824-023e-4ea5-b19d-759d1e0c89d0,0.0555555555555555,0.3958333333333333,0.22569444444444442
e81a5e00-04a4-4a7d-99cb-8db952ea7448,0.2222222222222222,0.2708333333333333,0.24652777777777776
e477d8c2-4e46-4431-a43b-858494c9f174,0.1666666666666666,0.375,0.2708333333333333
bb018895-d280-41cd-a29d-0c49e1b38a25,0.6666666666666666,0.9166666666666666,0.7916666666666666
