Participant_ID,Culture_Closeness_Avg,Competence_Overall,Evaluation_Average
af963537-2f40-45ef-a585-362b6a0cfa23,0.0,0.3541666666666667,0.17708333333333334
77d6bc3e-0cf1-4b5b-9601-d69825a000f4,0.2777777777777777,0.625,0.45138888888888884
769f83e0-4702-4b09-930c-53309601ff1f,0.2777777777777777,0.625,0.45138888888888884
4940d128-0d30-49b3-9ead-fb0b0bf171bf,0.0,0.25,0.125
831dea5f-05d3-4907-8ac8-893e24281e36,0.5,0.7916666666666666,0.6458333333333333
3318f716-94c4-4264-a345-2546b545b2a1,0.3333333333333333,0.8333333333333334,0.5833333333333334
6f8e74ce-80c1-4afa-bc56-7aee0085ab76,0.0555555555555555,0.4166666666666667,0.2361111111111111
ee12cbc0-c683-4c40-88a5-ab4b99aeebdb,0.7222222222222222,0.7083333333333334,0.7152777777777778
e5a48669-afa0-47a4-a209-55d7b5b2b6b9,0.3333333333333333,0.9166666666666666,0.625
6bb1b078-2981-416a-97f4-c2d879a59d63,0.1666666666666666,0.4583333333333333,0.31249999999999994
53d3e943-cd2e-45c1-b454-52e0d27145fb,0.1666666666666666,0.4791666666666667,0.32291666666666663
54327bfe-6f42-427f-b32d-02e417005af2,0.1666666666666666,0.7291666666666666,0.44791666666666663
83960241-a4c6-45de-9e6e-cc3a74c992f3,0.0,0.4166666666666667,0.20833333333333334
e9a864b0-8b7c-4e9a-b0a8-30f178ff28fa,0.0,0.2083333333333333,0.10416666666666664
25871003-e174-4bef-8e09-fb8f2e7ada43,0.2777777777777777,0.7083333333333334,0.4930555555555555
bd325b19-676d-4a2a-bbe0-4fbf8efe6a27,0.2222222222222222,0.625,0.4236111111111111
59fe0540-66fd-4fa6-ac63-76d06890b7c2,0.2777777777777777,0.4583333333333333,0.36805555555555547
e68108b4-aeaa-4005-9c08-b9cdd7a87729,0.3888888888888889,0.9375,0.6631944444444444
75601dde-bfc7-4c5d-bd3d-02a5703c4bf2,0.1111111111111111,0.75,0.4305555555555556
c12a3001-11c2-4e38-8bb5-788342191e17,0.1111111111111111,0.7916666666666666,0.45138888888888884
e979e6ff-54dd-4c1d-b148-64480ed585cf,0.0,0.3958333333333333,0.19791666666666666
873bbe79-2354-4c1d-ae4e-f787e61a1956,0.6111111111111112,0.75,0.6805555555555556
c7373ea2-6f06-4cd2-bc9f-75dfbaa8c5fd,0.1666666666666666,0.7083333333333334,0.4375
