,Nationality,Participant ID,Which picture best describes your relationship with Italy or Germany?,Which picture best describes your relationship with Italian or German language?,Which picture best describes your relationship with Italian or German Culture?,I see myself as someone who  [... is reserved ],I see myself as someone who  [... is generally trusting],I see myself as someone who  [... tends to be lazy],"I see myself as someone who  [... is relaxed, handles stress well]",I see myself as someone who  [... has few artistic interests],"I see myself as someone who  [... is ongoing, sociable]",I see myself as someone who  [... tends to find fault with others],I see myself as someone who  [... does a thorough job],I see myself as someone who  [... get nervous easily],I see myself as someone who  [... has active imagination],"Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Function successfully]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Act consistenly]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Reliable]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Predictable]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Dependable]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Follow directions]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Meet the needs of the mission]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Perform exactly as instructed]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Have errors]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Provide appropriate information]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Malfunction]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Communicate with people]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Provide Feedback]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Unresponsive]",mean_cultural_closeness_subj,extraversion,agreebleness,coscientiousness,neuroticism,openness,mean_trust_subj,P,Which picture best describes the relationship between Pepper and your country? ,Which picture best describes the relationship between Pepper and your national culture? ,Which picture best describes the relationship between Pepper and your own preferences? ,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. ,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .1,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .2,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .3,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .4,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .5,mean_cultural_closeness,mean_competence
0,0,af963537-2f40-45ef-a585-362b6a0cfa23,0.2822865229238674,0.7316069392444281,-0.7424784343976272,-1.4317775246468873,1.1395826642454023,1.0783813011148145,-1.806876397092056,1.4446072974696063,-0.7068022781445714,1.6937109305952747,0.0,1.5027615135306889,-0.9407117469347048,-0.2220404796301586,-0.1885791258356963,-0.9128709291752767,-1.7619685620477232,-0.6359863649506009,-1.4499087636311685,-0.25056649489300825,-1.1907604493604893,0.8182208909655017,-1.3872581323813251,0.7357148541413416,0.3210121189111167,0.6964300542819719,-0.09141154708972472,0.1048530658936423,0.45459979490415536,-0.25452623682289716,-0.8180512586766878,1.8671402157938846,-1.6003975184388586,0.5203717304797278,F,-0.4332655167629675,-1.12742985928183,-1.3861754780754054,-1.16833371447484,-1.9873471052019054,-1.917448606096813,-2.160010705157708,0.37189558641716447,-1.7700185834146516,-1.1160988068002409,-1.7719367885040258
1,0,af963537-2f40-45ef-a585-362b6a0cfa23,0.2822865229238674,0.7316069392444281,-0.7424784343976272,-1.4317775246468873,1.1395826642454023,1.0783813011148145,-1.806876397092056,1.4446072974696063,-0.7068022781445714,1.6937109305952747,0.0,1.5027615135306889,-0.9407117469347048,-0.2220404796301586,-0.1885791258356963,-0.9128709291752767,-1.7619685620477232,-0.6359863649506009,-1.4499087636311685,-0.25056649489300825,-1.1907604493604893,0.8182208909655017,-1.3872581323813251,0.7357148541413416,0.3210121189111167,0.6964300542819719,-0.09141154708972472,0.1048530658936423,0.45459979490415536,-0.25452623682289716,-0.8180512586766878,1.8671402157938846,-1.6003975184388586,0.5203717304797278,B,-1.0996169127971518,-1.12742985928183,-1.3861754780754054,-0.13407108198891618,-1.5024822994146936,-2.382923142841594,-2.160010705157708,1.4227168364098501,-0.7385689053097108,-1.3653745513337505,-1.3816931503997778
2,0,af963537-2f40-45ef-a585-362b6a0cfa23,0.2822865229238674,0.7316069392444281,-0.7424784343976272,-1.4317775246468873,1.1395826642454023,1.0783813011148145,-1.806876397092056,1.4446072974696063,-0.7068022781445714,1.6937109305952747,0.0,1.5027615135306889,-0.9407117469347048,-0.2220404796301586,-0.1885791258356963,-0.9128709291752767,-1.7619685620477232,-0.6359863649506009,-1.4499087636311685,-0.25056649489300825,-1.1907604493604893,0.8182208909655017,-1.3872581323813251,0.7357148541413416,0.3210121189111167,0.6964300542819719,-0.09141154708972472,0.1048530658936423,0.45459979490415536,-0.25452623682289716,-0.8180512586766878,1.8671402157938846,-1.6003975184388586,0.5203717304797278,A,-1.0996169127971518,-1.12742985928183,-1.3861754780754054,-1.16833371447484,-1.9873471052019054,-0.9864995326072515,-1.1348493743894992,0.37189558641716447,-1.254293744362181,-1.3653745513337505,-1.275263067280437
3,0,769f83e0-4702-4b09-930c-53309601ff1f,-0.335692081314869,-0.7686503285732601,-0.034940161618712016,-0.5039856886757045,0.14704292441876177,-0.5697108760606566,-1.806876397092056,0.653977627908538,0.26355339185051796,-1.625416135006755,1.299038105676658,1.5027615135306889,0.08898624633166119,0.4202909078713706,0.5057349283775479,0.18257418583505533,-0.6766495238282131,-0.13093836925453542,-0.7337952889108965,-0.25056649489300825,-0.17548048727417778,-0.9925958349417551,-0.7414655535141567,-0.6501666152876971,0.3210121189111167,0.6964300542819719,-0.09141154708972472,-0.4430887623247499,0.45459979490415536,1.0755786136709529,1.0572926645160965,1.8671402157938846,-0.4325398698483402,-0.7945433976522394,B,0.23308587927121677,-0.4526380962141337,-0.10052417589096449,-0.6512023982318781,-0.53275268784027,-0.05555045911768999,-0.10968804362129005,1.4227168364098501,0.8086056118477004,-0.11899582866620238,0.2857114851365557
4,0,769f83e0-4702-4b09-930c-53309601ff1f,-0.335692081314869,-0.7686503285732601,-0.034940161618712016,-0.5039856886757045,0.14704292441876177,-0.5697108760606566,-1.806876397092056,0.653977627908538,0.26355339185051796,-1.625416135006755,1.299038105676658,1.5027615135306889,0.08898624633166119,0.4202909078713706,0.5057349283775479,0.18257418583505533,-0.6766495238282131,-0.13093836925453542,-0.7337952889108965,-0.25056649489300825,-0.17548048727417778,-0.9925958349417551,-0.7414655535141567,-0.6501666152876971,0.3210121189111167,0.6964300542819719,-0.09141154708972472,-0.4430887623247499,0.45459979490415536,1.0755786136709529,1.0572926645160965,1.8671402157938846,-0.4325398698483402,-0.7945433976522394,F,0.23308587927121677,-0.4526380962141337,0.5423014752012559,0.9001915504970076,0.43697692373415364,0.8753986143718715,1.4280539525310236,1.4227168364098501,1.8400552899526412,0.1302799158673074,1.279058927583733
5,0,769f83e0-4702-4b09-930c-53309601ff1f,-0.335692081314869,-0.7686503285732601,-0.034940161618712016,-0.5039856886757045,0.14704292441876177,-0.5697108760606566,-1.806876397092056,0.653977627908538,0.26355339185051796,-1.625416135006755,1.299038105676658,1.5027615135306889,0.08898624633166119,0.4202909078713706,0.5057349283775479,0.18257418583505533,-0.6766495238282131,-0.13093836925453542,-0.7337952889108965,-0.25056649489300825,-0.17548048727417778,-0.9925958349417551,-0.7414655535141567,-0.6501666152876971,0.3210121189111167,0.6964300542819719,-0.09141154708972472,-0.4430887623247499,0.45459979490415536,1.0755786136709529,1.0572926645160965,1.8671402157938846,-0.4325398698483402,-0.7945433976522394,A,0.23308587927121677,-0.4526380962141337,0.5423014752012559,1.4173228667399695,0.9218417295213654,0.8753986143718715,0.915473287146919,1.4227168364098501,1.8400552899526412,0.1302799158673074,1.279058927583733
6,1,4940d128-0d30-49b3-9ead-fb0b0bf171bf,1.5182437314013402,0.7316069392444281,1.3801363839391183,-0.5039856886757045,-1.8380365552345193,1.0783813011148145,0.5793788447197356,-1.7179113807746667,1.2339090618456074,-0.5190404464727453,-1.299038105676658,-0.018784518919133696,1.1186842395980272,-0.864371867131687,-2.271521288475426,-2.008316044185609,0.4086695143912976,0.8791576221375961,-0.017681814190623764,-2.787552255684708,-2.2060404114468013,0.8182208909655017,-2.6788432901156627,0.7357148541413416,-2.3458577920427754,-1.103915724340573,2.5529939222916,1.4747076364396243,1.0125177250138004,-0.9195786620698222,-1.4431658997409493,-0.33109172431228767,1.903175427332697,1.1252326894204334,A,-0.4332655167629675,-1.12742985928183,-0.743349826983185,-1.6854650307178018,-1.0176174936274818,-1.4519740693520322,-0.6222687090053945,-0.6789256635755213,-0.22284406625724038,-0.8668230622667312,-0.9914495122955292
7,1,4940d128-0d30-49b3-9ead-fb0b0bf171bf,1.5182437314013402,0.7316069392444281,1.3801363839391183,-0.5039856886757045,-1.8380365552345193,1.0783813011148145,0.5793788447197356,-1.7179113807746667,1.2339090618456074,-0.5190404464727453,-1.299038105676658,-0.018784518919133696,1.1186842395980272,-0.864371867131687,-2.271521288475426,-2.008316044185609,0.4086695143912976,0.8791576221375961,-0.017681814190623764,-2.787552255684708,-2.2060404114468013,0.8182208909655017,-2.6788432901156627,0.7357148541413416,-2.3458577920427754,-1.103915724340573,2.5529939222916,1.4747076364396243,1.0125177250138004,-0.9195786620698222,-1.4431658997409493,-0.33109172431228767,1.903175427332697,1.1252326894204334,F,-1.0996169127971518,-1.12742985928183,-0.743349826983185,-1.16833371447484,-1.5024822994146936,-1.4519740693520322,-1.6474300397736037,-2.25515753856455,-1.7700185834146516,-1.1160988068002409,-1.9847969547427067
8,1,4940d128-0d30-49b3-9ead-fb0b0bf171bf,1.5182437314013402,0.7316069392444281,1.3801363839391183,-0.5039856886757045,-1.8380365552345193,1.0783813011148145,0.5793788447197356,-1.7179113807746667,1.2339090618456074,-0.5190404464727453,-1.299038105676658,-0.018784518919133696,1.1186842395980272,-0.864371867131687,-2.271521288475426,-2.008316044185609,0.4086695143912976,0.8791576221375961,-0.017681814190623764,-2.787552255684708,-2.2060404114468013,0.8182208909655017,-2.6788432901156627,0.7357148541413416,-2.3458577920427754,-1.103915724340573,2.5529939222916,1.4747076364396243,1.0125177250138004,-0.9195786620698222,-1.4431658997409493,-0.33109172431228767,1.903175427332697,1.1252326894204334,B,-1.0996169127971518,-1.12742985928183,-1.3861754780754054,-1.6854650307178018,-1.0176174936274818,-0.9864995326072515,-1.1348493743894992,-1.729746913568207,-1.7700185834146516,-1.3653745513337505,-1.5945533166384585
9,0,831dea5f-05d3-4907-8ac8-893e24281e36,0.2822865229238674,0.7316069392444281,-0.034940161618712016,0.42380614729547844,1.1395826642454023,0.25433521252707886,-1.0114579831547923,1.4446072974696063,1.2339090618456074,-0.5190404464727453,0.0,1.5027615135306889,-1.9704097402010707,0.4202909078713706,-0.8828931800489397,1.825741858350554,-1.2193090429379683,-0.6359863649506009,1.41454513524992,1.6521728257007668,1.34743945585529,-0.9925958349417551,-0.0956729746469881,0.2737543643316621,-0.34570535882735687,1.29654531382282,-0.6202926409659895,0.3788239800028391,0.45459979490415536,1.0755786136709529,-0.1929366176124264,1.42749382777265,-2.184326342734118,-0.5194226939200126,A,-0.4332655167629675,0.8969454299212585,-1.3861754780754054,0.9001915504970076,1.4067065353085773,0.8753986143718715,0.4028926217628145,-0.6789256635755213,0.8086056118477004,-0.3682715731997118,0.5695250401214637
