,Which picture best describes your relationship with Italy or Germany?,Which picture best describes your relationship with Italian or German language?,Which picture best describes your relationship with Italian or German Culture?,I see myself as someone who  [... is reserved ],I see myself as someone who  [... is generally trusting],I see myself as someone who  [... tends to be lazy],"I see myself as someone who  [... is relaxed, handles stress well]",I see myself as someone who  [... has few artistic interests],"I see myself as someone who  [... is ongoing, sociable]",I see myself as someone who  [... tends to find fault with others],I see myself as someone who  [... does a thorough job],I see myself as someone who  [... get nervous easily],I see myself as someone who  [... has active imagination],"Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Function successfully]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Act consistenly]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Reliable]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Predictable]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Dependable]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Follow directions]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Meet the needs of the mission]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Perform exactly as instructed]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Have errors]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Provide appropriate information]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Malfunction]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Communicate with people]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Provide Feedback]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Unresponsive]",mean_cultural_closeness_subj,mean_personality_subj,extraversion,agreebleness,coscientiousness,neuroticism,openness,mean_trust_subj,Which picture best describes the relationship between Pepper and your country? ,Which picture best describes the relationship between Pepper and your national culture? ,Which picture best describes the relationship between Pepper and your own preferences? ,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. ,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .1,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .2,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .3,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .4,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .5,mean_cultural_closeness,mean_competence
2,5,7,4,2,5,4,1,5,3,4,4,5,3,0.7,0.7,0.5,0.4,0.5,0.6,0.7,0.5,0.8,0.5,0.6,0.8,0.8,0.3,5.333333333333333,3.6,1,1,0,4,-2,0.36856060606060603,1,1,1,3,2,4,3,7,3,1.0,3.3333333333333335
5,4,5,5,3,4,2,1,4,4,1,5,5,4,0.8,0.8,0.7,0.6,0.6,0.7,0.7,0.7,0.3,0.6,0.3,0.8,0.8,0.3,4.666666666666667,3.3,1,3,3,4,0,0.24545454545454545,3,2,4,8,8,8,7,9,9,3.0,7.333333333333333
9,5,7,5,4,5,3,2,5,5,2,4,5,2,0.8,0.6,1.0,0.5,0.5,1.0,1.0,1.0,0.3,0.7,0.5,0.7,0.9,0.2,5.666666666666667,3.7,1,3,1,3,-3,0.2712121212121212,2,4,1,7,9,8,6,5,7,2.3333333333333335,6.222222222222222
16,6,7,5,3,2,4,3,4,4,4,3,3,4,0.6,0.6,0.5,0.6,0.6,0.7,0.6,0.6,0.6,0.7,0.5,0.8,0.5,0.3,6.0,3.4,1,-2,-1,0,0,0.321969696969697,1,1,1,2,2,2,2,2,2,1.0,1.8333333333333333
18,5,7,6,4,4,3,2,4,4,2,3,4,4,0.7,0.4,0.4,0.1,0.2,0.9,0.6,0.5,0.5,0.6,0.5,0.7,0.4,0.3,6.0,3.4,0,2,0,2,0,0.290530303030303,4,5,3,6,6,6,4,6,4,4.0,5.0
29,7,7,5,5,5,4,2,4,4,2,5,4,2,0.8,0.9,0.9,1.0,1.0,0.9,0.9,1.0,0.2,0.7,0.2,0.7,0.7,0.1,6.333333333333333,3.7,-1,3,1,2,-2,0.18901515151515152,2,2,3,5,6,7,5,7,5,2.3333333333333335,5.388888888888889
31,3,6,2,5,3,4,5,2,2,3,4,4,4,0.8,0.9,0.7,0.7,0.6,0.8,0.8,0.9,0.5,0.9,0.2,0.9,0.7,0.0,3.6666666666666665,3.6,-3,0,0,-1,2,0.22916666666666669,1,1,1,2,3,2,4,4,2,1.0,2.6666666666666665
38,5,6,5,4,3,5,2,5,4,3,5,4,5,0.8,0.7,0.7,0.8,0.7,0.9,0.9,1.0,0.3,0.5,0.7,0.8,0.7,0.4,5.333333333333333,4.0,0,0,0,2,0,0.3270833333333333,2,3,3,7,7,6,8,7,7,2.6666666666666665,6.277777777777778
66,4,7,7,2,5,4,2,5,5,2,5,5,5,0.8,0.9,0.5,0.7,0.3,0.9,0.9,1.0,0.6,0.9,0.9,0.6,0.6,0.4,6.0,4.0,3,3,1,3,0,0.41893939393939394,2,2,3,6,6,7,5,6,8,2.3333333333333335,5.722222222222222
69,3,5,3,4,4,3,3,1,3,2,4,4,4,0.8,0.9,0.8,0.8,0.7,0.8,0.9,0.9,0.2,0.7,0.1,0.7,0.7,0.2,3.6666666666666665,3.2,-1,2,1,1,3,0.18446969696969695,1,2,4,5,7,6,4,6,5,2.3333333333333335,5.055555555555555
72,1,2,4,4,4,3,4,2,3,2,4,4,4,0.9,0.8,0.8,0.7,0.8,0.9,0.9,0.9,0.7,0.9,0.5,0.8,0.8,0.5,2.3333333333333335,3.4,-1,2,1,0,2,0.39867424242424243,5,4,2,5,2,4,3,7,4,3.6666666666666665,3.9444444444444446
76,6,7,6,4,5,2,3,3,4,1,4,4,4,0.6,0.7,0.6,0.6,0.6,0.8,0.6,0.6,0.5,0.6,0.3,0.4,0.6,0.3,6.333333333333333,3.4,0,4,2,1,1,0.2623106060606061,1,1,1,2,2,3,3,2,3,1.0,2.3333333333333335
78,3,7,5,4,3,1,2,2,3,3,5,3,5,0.7,0.9,0.9,0.9,0.5,0.8,0.8,0.9,0.2,0.8,0.3,0.8,0.8,0.3,5.0,3.1,-1,0,4,1,3,0.24242424242424243,2,2,3,4,4,4,5,5,3,2.3333333333333335,3.888888888888889
82,2,3,1,4,2,1,5,1,3,4,5,1,5,0.9,0.7,0.7,0.8,0.4,0.5,0.5,0.1,1.0,0.6,0.7,0.9,0.3,0.2,2.0,3.1,-1,-2,4,-4,4,0.39734848484848484,1,1,2,5,8,8,3,7,4,1.3333333333333333,5.222222222222222
84,4,5,6,4,5,3,5,1,5,2,3,3,5,0.4,0.4,0.5,0.5,0.4,0.5,0.5,0.5,0.3,0.6,0.2,0.4,0.5,0.2,5.0,3.6,1,3,0,-2,4,0.18541666666666665,1,1,1,2,3,2,2,2,3,1.0,2.1666666666666665
92,5,6,6,4,3,2,3,4,4,2,5,2,4,1.0,0.8,1.0,0.9,0.5,1.0,1.0,1.0,0.0,0.8,0.0,0.9,0.7,0.0,5.666666666666667,3.3,0,1,3,-1,0,0.11363636363636363,3,2,2,4,6,6,4,5,4,2.3333333333333335,4.555555555555555
104,2,2,3,2,4,5,5,3,4,2,4,1,3,0.8,0.8,0.8,0.8,0.7,0.8,0.8,0.8,0.1,0.1,0.3,0.5,0.6,0.5,2.3333333333333335,3.3,2,2,-1,-4,0,0.21534090909090908,1,1,1,9,8,8,9,9,9,1.0,7.333333333333333
106,4,3,2,4,4,1,4,3,4,2,4,2,4,1.0,0.9,0.9,0.6,0.7,0.9,0.8,0.7,0.5,0.8,0.4,0.8,0.7,0.3,3.0,3.2,0,2,3,-2,1,0.3073863636363636,2,3,3,6,8,7,6,6,6,2.6666666666666665,5.944444444444444
111,1,6,4,3,4,2,2,4,4,4,4,3,5,0.9,0.8,0.9,0.5,0.6,0.9,0.4,0.8,0.7,1.0,0.2,0.8,0.8,0.2,3.6666666666666665,3.5,1,0,2,1,1,0.2981060606060606,1,3,7,6,8,9,8,9,6,3.6666666666666665,7.277777777777778
116,4,5,6,4,3,4,4,3,4,2,4,5,4,0.9,0.7,0.8,0.7,0.7,0.9,0.7,0.7,0.5,0.6,0.3,0.8,0.7,0.1,5.0,3.7,0,1,0,1,1,0.24602272727272728,4,4,3,2,2,5,3,5,5,3.6666666666666665,3.9444444444444446
118,3,5,3,5,4,4,3,2,1,1,2,2,4,0.8,0.6,0.6,0.7,0.7,0.9,0.8,0.8,0.2,0.5,0.4,0.6,0.5,0.4,3.6666666666666665,2.8,-4,3,-2,-1,2,0.24791666666666667,3,2,3,6,7,5,5,7,6,2.6666666666666665,5.444444444444444
126,3,4,3,2,3,1,4,2,5,2,5,1,4,0.6,0.9,0.7,0.9,0.8,0.7,0.6,0.7,0.4,0.6,0.4,0.6,0.4,0.4,3.3333333333333335,2.9,3,1,4,-3,2,0.2835227272727273,2,3,4,6,7,8,7,7,6,3.0,6.333333333333333
139,4,5,5,2,3,3,4,2,4,3,3,3,3,0.7,0.7,0.7,0.7,0.6,0.7,0.7,0.8,0.7,0.8,0.7,0.9,1.0,0.7,4.666666666666667,3.0,2,0,0,-1,1,0.4613636363636363,5,5,3,5,4,5,6,4,5,4.333333333333333,4.722222222222222
145,3,6,4,5,4,2,2,3,2,1,4,4,4,0.8,0.7,0.7,0.6,0.6,0.9,0.7,0.8,0.8,0.7,0.5,0.6,0.6,0.4,4.333333333333333,3.1,-3,3,2,2,1,0.3753787878787879,5,5,5,5,4,3,3,5,5,5.0,4.166666666666667
152,4,6,3,4,4,3,3,1,4,5,5,5,4,0.7,0.6,0.6,0.8,0.6,0.9,0.8,0.9,0.5,0.7,0.5,0.8,0.7,0.6,4.333333333333333,3.8,0,-1,2,2,3,0.36609848484848484,3,2,2,2,5,5,3,4,2,2.3333333333333335,3.5555555555555554
153,7,5,7,3,5,1,5,5,5,3,5,1,5,0.7,0.8,0.6,0.8,0.8,0.8,0.7,0.7,0.4,0.7,0.2,0.9,0.7,0.5,6.333333333333333,3.8,2,2,4,-4,0,0.2850378787878788,5,6,7,8,9,9,8,8,7,6.0,7.833333333333333
157,5,3,6,4,4,2,4,2,4,4,4,3,4,0.7,0.6,0.6,0.7,0.7,0.8,0.7,0.5,0.2,0.7,0.3,0.8,0.7,0.2,4.666666666666667,3.5,0,0,2,-1,2,0.2126893939393939,2,2,3,3,7,8,3,7,4,2.3333333333333335,5.222222222222222
161,5,7,6,3,4,3,2,4,4,3,4,2,4,0.2,0.8,0.6,0.6,0.6,0.8,0.4,0.4,1.0,0.6,0.8,0.9,0.6,0.1,6.0,3.3,1,1,1,0,0,0.40303030303030307,1,2,1,4,5,4,3,6,3,1.3333333333333333,3.722222222222222
164,4,4,4,4,4,3,4,4,3,3,3,2,5,0.4,0.4,0.2,0.5,0.3,0.5,0.7,0.7,0.5,0.7,0.4,0.5,0.5,0.6,4.0,3.5,-1,1,0,-2,1,0.3255681818181818,1,2,3,4,4,5,5,6,5,2.0,4.5
167,4,6,5,4,5,1,5,3,4,3,5,4,3,0.9,1.0,0.8,0.9,1.0,0.8,0.7,0.6,0.8,0.7,0.4,0.7,0.6,0.4,5.0,3.7,0,2,4,-1,0,0.36609848484848484,2,3,4,4,4,6,4,6,4,3.0,4.5
