,Nationality,Participant ID,Which picture best describes your relationship with Italy or Germany?,Which picture best describes your relationship with Italian or German language?,Which picture best describes your relationship with Italian or German Culture?,I see myself as someone who  [... is reserved ],I see myself as someone who  [... is generally trusting],I see myself as someone who  [... tends to be lazy],"I see myself as someone who  [... is relaxed, handles stress well]",I see myself as someone who  [... has few artistic interests],"I see myself as someone who  [... is ongoing, sociable]",I see myself as someone who  [... tends to find fault with others],I see myself as someone who  [... does a thorough job],I see myself as someone who  [... get nervous easily],I see myself as someone who  [... has active imagination],"Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Function successfully]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Act consistenly]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Reliable]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Predictable]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Dependable]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Follow directions]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Meet the needs of the mission]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Perform exactly as instructed]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Have errors]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Provide appropriate information]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Malfunction]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Communicate with people]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Provide Feedback]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Unresponsive]",mean_cultural_closeness_subj,mean_personality_subj,extraversion,agreebleness,coscientiousness,neuroticism,openness,mean_trust_subj
count,9.0,9,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
unique,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
top,,4940d128-0d30-49b3-9ead-fb0b0bf171bf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
freq,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mean,0.8888888888888888,,7.0,7.0,6.444444444444445,3.5555555555555554,3.6666666666666665,3.0,3.4444444444444446,3.2222222222222223,4.111111111111111,2.4444444444444446,4.0,2.7777777777777777,3.7777777777777777,0.6666666666666666,0.6333333333333333,0.5666666666666667,0.7888888888888889,0.6000000000000001,0.8666666666666667,0.6777777777777778,0.7,0.6555555555555556,0.6,0.43333333333333335,0.7222222222222222,0.711111111111111,0.23333333333333334,5.666666666666668,3.1111111111111116,-1.2222222222222223,-1.0,-0.6666666666666666,0.5555555555555556,-3.4444444444444446,1.2371632996632995
std,0.33333333333333337,,0.0,0.0,0.7264831572567788,1.130388330520878,1.118033988749895,1.118033988749895,1.4240006242195884,1.3944333775567928,0.6009252125773316,0.7264831572567789,0.7071067811865476,1.3017082793177759,1.092906420717,0.15811388300841897,0.206155281280883,0.21213203435596428,0.16158932858054434,0.291547594742265,0.1,0.19220937657784662,0.2449489742783178,0.3004626062886658,0.1322875655532295,0.20615528128088303,0.14813657362192648,0.1452966314513558,0.23979157616563596,0.4409585518440984,0.19839634853270632,1.563471919941143,1.4142135623730951,2.5495097567963922,2.068278940998476,0.6146362971528593,0.07684637534951957
min,0.0,,7.0,7.0,5.0,2.0,2.0,1.0,1.0,1.0,3.0,2.0,3.0,1.0,2.0,0.3,0.3,0.3,0.5,0.2,0.7,0.3,0.3,0.2,0.3,0.1,0.4,0.5,0.0,5.0,2.87,-3.0,-3.0,-4.0,-2.0,-4.4,1.1434974747474747
25%,1.0,,7.0,7.0,6.0,3.0,3.0,2.0,2.0,3.0,4.0,2.0,4.0,2.0,3.0,0.6,0.5,0.4,0.7,0.4,0.8,0.6,0.6,0.5,0.6,0.4,0.7,0.6,0.1,5.666666666666667,2.9699999999999998,-2.0,-2.0,-3.0,0.0,-3.7,1.159280303030303
50%,1.0,,7.0,7.0,7.0,4.0,4.0,3.0,4.0,4.0,4.0,2.0,4.0,3.0,4.0,0.7,0.7,0.6,0.8,0.5,0.9,0.7,0.7,0.8,0.6,0.4,0.8,0.8,0.1,5.666666666666667,3.07,-2.0,-1.0,-1.0,0.0,-3.3,1.2436868686868687
75%,1.0,,7.0,7.0,7.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,5.0,0.8,0.7,0.7,0.9,0.8,0.9,0.8,0.9,0.9,0.7,0.5,0.8,0.8,0.3,6.0,3.18,0.0,0.0,2.0,0.0,-3.2,1.3043560606060607
