,Nationality,Participant ID,Which picture best describes your relationship with Italy or Germany?,Which picture best describes your relationship with Italian or German language?,Which picture best describes your relationship with Italian or German Culture?,I see myself as someone who  [... is reserved ],I see myself as someone who  [... is generally trusting],I see myself as someone who  [... tends to be lazy],"I see myself as someone who  [... is relaxed, handles stress well]",I see myself as someone who  [... has few artistic interests],"I see myself as someone who  [... is ongoing, sociable]",I see myself as someone who  [... tends to find fault with others],I see myself as someone who  [... does a thorough job],I see myself as someone who  [... get nervous easily],I see myself as someone who  [... has active imagination],"Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Function successfully]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Act consistenly]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Reliable]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Predictable]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Dependable]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Follow directions]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Meet the needs of the mission]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Perform exactly as instructed]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Have errors]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Provide appropriate information]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Malfunction]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Communicate with people]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Provide Feedback]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Unresponsive]",mean_cultural_closeness_subj,mean_personality_subj,extraversion,agreebleness,coscientiousness,neuroticism,openness,mean_trust_subj
count,2.0,2,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
unique,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
top,,53d3e943-cd2e-45c1-b454-52e0d27145fb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
freq,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mean,0.0,,7.0,6.0,6.0,4.0,5.0,2.5,3.5,4.5,4.5,2.5,5.0,2.5,3.5,0.75,0.8500000000000001,0.75,0.9,0.9,0.8500000000000001,0.8,0.85,0.30000000000000004,0.7,0.2,0.8,0.7,0.3,5.333333333333334,3.425,-2.5,-2.5,-1.0,-1.0,-3.75,1.2059343434343432
std,0.0,,0.0,1.4142135623730951,1.4142135623730951,1.4142135623730951,0.0,2.1213203435596424,2.1213203435596424,0.7071067811865476,0.7071067811865476,0.7071067811865476,0.0,2.1213203435596424,2.1213203435596424,0.07071067811865482,0.07071067811865474,0.21213203435596428,0.14142135623730948,0.14142135623730948,0.07071067811865474,0.14142135623730953,0.21213203435596428,0.14142135623730953,0.0,0.0,0.14142135623730953,0.0,0.282842712474619,0.4714045207910319,0.20506096654409914,0.7071067811865476,2.1213203435596424,4.242640687119285,1.4142135623730951,0.7778174593052021,0.05339013322595413
min,0.0,,7.0,5.0,5.0,3.0,5.0,1.0,2.0,4.0,4.0,2.0,5.0,1.0,2.0,0.7,0.8,0.6,0.8,0.8,0.8,0.7,0.7,0.2,0.7,0.2,0.7,0.7,0.1,5.0,3.28,-3.0,-4.0,-4.0,-2.0,-4.3,1.168181818181818
25%,0.0,,7.0,5.5,5.5,3.5,5.0,1.75,2.75,4.25,4.25,2.25,5.0,1.75,2.75,0.725,0.8250000000000001,0.675,0.8500000000000001,0.8500000000000001,0.8250000000000001,0.75,0.7749999999999999,0.25,0.7,0.2,0.75,0.7,0.2,5.166666666666667,3.3525,-2.75,-3.25,-2.5,-1.5,-4.025,1.1870580808080806
50%,0.0,,7.0,6.0,6.0,4.0,5.0,2.5,3.5,4.5,4.5,2.5,5.0,2.5,3.5,0.75,0.8500000000000001,0.75,0.9,0.9,0.8500000000000001,0.8,0.85,0.30000000000000004,0.7,0.2,0.8,0.7,0.3,5.333333333333334,3.425,-2.5,-2.5,-1.0,-1.0,-3.75,1.2059343434343432
75%,0.0,,7.0,6.5,6.5,4.5,5.0,3.25,4.25,4.75,4.75,2.75,5.0,3.25,4.25,0.775,0.875,0.825,0.95,0.95,0.875,0.85,0.925,0.35000000000000003,0.7,0.2,0.85,0.7,0.4,5.5,3.4975,-2.25,-1.75,0.5,-0.5,-3.475,1.224810606060606
max,0.0,,7.0,7.0,7.0,5.0,5.0,4.0,5.0,5.0,5.0,3.0,5.0,4.0,5.0,0.8,0.9,0.9,1.0,1.0,0.9,0.9,1.0,0.4,0.7,0.2,0.9,0.7,0.5,5.666666666666667,3.5700000000000003,-2.0,-1.0,2.0,0.0,-3.2,1.2436868686868687
