,Nationality,Participant ID,Which picture best describes your relationship with Italy or Germany?,Which picture best describes your relationship with Italian or German language?,Which picture best describes your relationship with Italian or German Culture?,I see myself as someone who  [... is reserved ],I see myself as someone who  [... is generally trusting],I see myself as someone who  [... tends to be lazy],"I see myself as someone who  [... is relaxed, handles stress well]",I see myself as someone who  [... has few artistic interests],"I see myself as someone who  [... is ongoing, sociable]",I see myself as someone who  [... tends to find fault with others],I see myself as someone who  [... does a thorough job],I see myself as someone who  [... get nervous easily],I see myself as someone who  [... has active imagination],"Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Function successfully]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Act consistenly]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Reliable]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Predictable]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Dependable]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Follow directions]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Meet the needs of the mission]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Perform exactly as instructed]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Have errors]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Provide appropriate information]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Malfunction]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Communicate with people]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Provide Feedback]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Unresponsive]",mean_cultural_closeness_subj,mean_personality_subj,extraversion,agreebleness,coscientiousness,neuroticism,openness,mean_trust_subj
count,8.0,8,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
unique,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
top,,ee12cbc0-c683-4c40-88a5-ab4b99aeebdb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
freq,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mean,0.0,,5.0,5.75,6.375,3.75,4.625,2.5,3.5,3.375,4.0,2.125,4.125,3.25,4.5,0.675,0.6500000000000001,0.55,0.6125,0.55,0.7875000000000001,0.7124999999999999,0.6375,0.5125000000000001,0.7375,0.4,0.7,0.5874999999999999,0.4,5.291666666666667,3.2675,-2.5,-1.625,-0.25,1.125,-3.325,1.1906328914141415
std,0.0,,1.0690449676496976,1.4880476182856899,0.5175491695067657,0.8864052604279183,0.5175491695067657,0.9258200997725514,1.4142135623730951,1.407885953173359,1.0690449676496976,0.9910312089651149,0.8345229603962802,1.164964745021435,0.5345224838248488,0.18322507626258086,0.20701966780270628,0.17728105208558367,0.22951812875799468,0.22677868380553634,0.13562026818605377,0.1642080561796093,0.21339098923270935,0.21671244937540096,0.1407885953173359,0.3116774889895919,0.22038926600773587,0.11259916264596032,0.2,0.4859126579037753,0.3614158665186527,1.3093073414159542,1.3024701806293193,2.3754698783308417,1.3562026818605375,1.1609724987514316,0.11028577034266891
min,0.0,,4.0,3.0,6.0,2.0,4.0,1.0,2.0,1.0,2.0,1.0,3.0,1.0,4.0,0.4,0.4,0.3,0.1,0.2,0.5,0.5,0.4,0.2,0.6,0.0,0.4,0.4,0.2,4.333333333333333,2.7,-4.0,-4.0,-4.0,0.0,-4.6,1.0335858585858586
25%,0.0,,4.0,5.0,6.0,3.75,4.0,2.0,2.0,2.75,3.75,1.75,3.75,3.0,4.0,0.575,0.475,0.475,0.575,0.375,0.775,0.6,0.5,0.375,0.6,0.2,0.55,0.5,0.275,5.0,3.0675,-3.25,-2.0,-2.0,0.0,-4.225,1.1374999999999997
50%,0.0,,5.0,6.0,6.0,4.0,5.0,2.5,3.5,3.5,4.0,2.0,4.0,3.0,4.5,0.7,0.6499999999999999,0.55,0.7,0.6,0.8,0.7,0.55,0.5,0.7,0.3,0.75,0.6,0.35,5.5,3.205,-2.5,-2.0,0.0,1.0,-3.3499999999999996,1.1969065656565658
75%,0.0,,5.25,7.0,7.0,4.0,5.0,3.0,5.0,4.25,5.0,2.25,5.0,4.0,5.0,0.725,0.8250000000000001,0.6,0.725,0.725,0.9,0.75,0.75,0.65,0.9,0.575,0.8250000000000001,0.7,0.5,5.666666666666667,3.4800000000000004,-2.0,-0.75,1.25,1.25,-3.0999999999999996,1.2575126262626264
